filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
1908_225.jpg,41207,{},2,1,"{""name"":""point"",""cx"":530,""cy"":382}","{""Present Curb Ramp"":""1""}"
1908_315.jpg,40331,{},3,0,"{""name"":""point"",""cx"":399,""cy"":375}","{""Present Curb Ramp"":""2""}"
1908_315.jpg,40331,{},3,1,"{""name"":""point"",""cx"":193,""cy"":353}","{""Present Curb Ramp"":""2""}"
1908_315.jpg,40331,{},3,2,"{""name"":""point"",""cx"":215,""cy"":346}","{""Obstacle"":""1""}"
2901_45.jpg,42636,{},0,0,{},{}
2901_135.jpg,36354,{},0,0,{},{}
2901_225.jpg,30611,{},0,0,{},{}
2901_315.jpg,30757,{},0,0,{},{}
3613_45.jpg,53294,{},0,0,{},{}
3613_135.jpg,86369,{},0,0,{},{}
3613_225.jpg,74547,{},1,0,"{""name"":""point"",""cx"":433,""cy"":402}","{""Present Curb Ramp"":""3""}"
3613_315.jpg,53578,{},1,0,"{""name"":""point"",""cx"":191,""cy"":381}","{""Obstacle"":""1""}"
3914_45.jpg,66193,{},1,0,"{""name"":""point"",""cx"":474,""cy"":434}","{""Present Curb Ramp"":""2""}"
3914_135.jpg,59620,{},0,0,{},{}
3914_225.jpg,56042,{},2,0,"{""name"":""point"",""cx"":67,""cy"":568}","{""Present Curb Ramp"":""1""}"
3914_225.jpg,56042,{},2,1,"{""name"":""point"",""cx"":107,""cy"":472}","{""Surface Problem"":""1""}"
3914_315.jpg,72786,{},0,0,{},{}
4684_45.jpg,75047,{},2,0,"{""name"":""point"",""cx"":465,""cy"":371}","{""Present Curb Ramp"":""1""}"
4684_45.jpg,75047,{},2,1,"{""name"":""point"",""cx"":294,""cy"":421}","{""Present Curb Ramp"":""2""}"
4684_135.jpg,54577,{},6,0,"{""name"":""point"",""cx"":399,""cy"":403}","{""Present Curb Ramp"":""3""}"
4684_135.jpg,54577,{},6,1,"{""name"":""point"",""cx"":495,""cy"":398}","{""Surface Problem"":""1""}"
4684_135.jpg,54577,{},6,2,"{""name"":""point"",""cx"":443,""cy"":387}","{""Surface Problem"":""1""}"
4684_135.jpg,54577,{},6,3,"{""name"":""point"",""cx"":603,""cy"":439}","{""Present Curb Ramp"":""1""}"
4684_135.jpg,54577,{},6,4,"{""name"":""point"",""cx"":539,""cy"":420}","{""Present Curb Ramp"":""1""}"
4684_135.jpg,54577,{},6,5,"{""name"":""point"",""cx"":469,""cy"":355}","{""Surface Problem"":""1""}"
4684_225.jpg,48427,{},7,0,"{""name"":""point"",""cx"":155,""cy"":447}","{""Surface Problem"":""1""}"
4684_225.jpg,48427,{},7,1,"{""name"":""point"",""cx"":212,""cy"":431}","{""Surface Problem"":""1""}"
4684_225.jpg,48427,{},7,2,"{""name"":""point"",""cx"":273,""cy"":414}","{""Surface Problem"":""1""}"
4684_225.jpg,48427,{},7,3,"{""name"":""point"",""cx"":333,""cy"":395}","{""Surface Problem"":""1""}"
4684_225.jpg,48427,{},7,4,"{""name"":""point"",""cx"":31,""cy"":508}","{""Surface Problem"":""3""}"
4684_225.jpg,48427,{},7,5,"{""name"":""point"",""cx"":399,""cy"":378}","{""Surface Problem"":""1""}"
4684_225.jpg,48427,{},7,6,"{""name"":""point"",""cx"":507,""cy"":347}","{""Obstacle"":""1""}"
4684_315.jpg,69545,{},2,0,"{""name"":""point"",""cx"":201,""cy"":378}","{""Surface Problem"":""1""}"
4684_315.jpg,69545,{},2,1,"{""name"":""point"",""cx"":602,""cy"":521}","{""Surface Problem"":""1""}"
5479_45.jpg,53832,{},4,0,"{""name"":""point"",""cx"":289,""cy"":365}","{""Obstacle"":""3""}"
5479_45.jpg,53832,{},4,1,"{""name"":""point"",""cx"":215,""cy"":377}","{""Surface Problem"":""1""}"
5479_45.jpg,53832,{},4,2,"{""name"":""point"",""cx"":134,""cy"":389}","{""Surface Problem"":""1""}"
5479_45.jpg,53832,{},4,3,"{""name"":""point"",""cx"":69,""cy"":403}","{""Surface Problem"":""3""}"
5479_135.jpg,54811,{},2,0,"{""name"":""point"",""cx"":282,""cy"":448}","{""Present Curb Ramp"":""2""}"
5479_135.jpg,54811,{},2,1,"{""name"":""point"",""cx"":519,""cy"":344}","{""Surface Problem"":""2""}"
5479_225.jpg,49105,{},1,0,"{""name"":""point"",""cx"":433,""cy"":438}","{""Present Curb Ramp"":""1""}"
5479_315.jpg,48942,{},0,0,{},{}
5588_45.jpg,47050,{},1,0,"{""name"":""point"",""cx"":454,""cy"":432}","{""Present Curb Ramp"":""1""}"
5588_135.jpg,48553,{},1,0,"{""name"":""point"",""cx"":156,""cy"":438}","{""Missing Curb Ramp"":""5""}"
5588_225.jpg,61897,{},1,0,"{""name"":""point"",""cx"":253,""cy"":427}","{""Present Curb Ramp"":""2""}"
5588_315.jpg,77670,{},1,0,"{""name"":""point"",""cx"":282,""cy"":468}","{""Present Curb Ramp"":""2""}"
5758_45.jpg,62728,{},0,0,{},{}
5758_135.jpg,61301,{},1,0,"{""name"":""point"",""cx"":260,""cy"":506}","{""Present Curb Ramp"":""2""}"
5758_225.jpg,75831,{},2,0,"{""name"":""point"",""cx"":470,""cy"":443}","{""Present Curb Ramp"":""2""}"
5758_225.jpg,75831,{},2,1,"{""name"":""point"",""cx"":413,""cy"":409}","{""Surface Problem"":""1""}"
5758_315.jpg,94621,{},1,0,"{""name"":""point"",""cx"":295,""cy"":389}","{""Present Curb Ramp"":""1""}"
6500_45.jpg,57959,{},2,0,"{""name"":""point"",""cx"":195,""cy"":410}","{""Present Curb Ramp"":""2""}"
6500_45.jpg,57959,{},2,1,"{""name"":""point"",""cx"":592,""cy"":599}","{""Present Curb Ramp"":""2""}"
6500_135.jpg,52887,{},4,0,"{""name"":""point"",""cx"":515,""cy"":421}","{""Present Curb Ramp"":""1""}"
6500_135.jpg,52887,{},4,1,"{""name"":""point"",""cx"":546,""cy"":352}","{""Present Curb Ramp"":""2""}"
6500_135.jpg,52887,{},4,2,"{""name"":""point"",""cx"":445,""cy"":380}","{""Present Curb Ramp"":""1""}"
6500_135.jpg,52887,{},4,3,"{""name"":""point"",""cx"":33,""cy"":600}","{""Present Curb Ramp"":""2""}"
6500_225.jpg,41258,{},4,0,"{""name"":""point"",""cx"":445,""cy"":435}","{""Missing Curb Ramp"":""3""}"
6500_225.jpg,41258,{},4,1,"{""name"":""point"",""cx"":192,""cy"":365}","{""Present Curb Ramp"":""1""}"
6500_225.jpg,41258,{},4,2,"{""name"":""point"",""cx"":131,""cy"":365}","{""Present Curb Ramp"":""1""}"
6500_225.jpg,41258,{},4,3,"{""name"":""point"",""cx"":607,""cy"":485}","{""Missing Curb Ramp"":""3""}"
6500_315.jpg,41625,{},2,0,"{""name"":""point"",""cx"":382,""cy"":399}","{""Present Curb Ramp"":""2""}"
6500_315.jpg,41625,{},2,1,"{""name"":""point"",""cx"":173,""cy"":351}","{""Present Curb Ramp"":""1""}"
7136_45.jpg,57429,{},1,0,"{""name"":""point"",""cx"":115,""cy"":469}","{""Present Curb Ramp"":""3""}"
7136_135.jpg,67204,{},1,0,"{""name"":""point"",""cx"":425,""cy"":526}","{""Present Curb Ramp"":""2""}"
7136_225.jpg,57724,{},1,0,"{""name"":""point"",""cx"":465,""cy"":413}","{""Present Curb Ramp"":""2""}"
7136_315.jpg,50207,{},1,0,"{""name"":""point"",""cx"":268,""cy"":403}","{""Present Curb Ramp"":""2""}"
7633_45.jpg,66142,{},1,0,"{""name"":""point"",""cx"":238,""cy"":415}","{""Present Curb Ramp"":""3""}"
7633_135.jpg,35796,{},3,0,"{""name"":""point"",""cx"":195,""cy"":446}","{""Present Curb Ramp"":""2""}"
7633_135.jpg,35796,{},3,1,"{""name"":""point"",""cx"":505,""cy"":375}","{""Present Curb Ramp"":""1""}"
7633_135.jpg,35796,{},3,2,"{""name"":""point"",""cx"":91,""cy"":388}","{""Surface Problem"":""1""}"
7633_225.jpg,47726,{},2,0,"{""name"":""point"",""cx"":545,""cy"":404}","{""Present Curb Ramp"":""1""}"
7633_225.jpg,47726,{},2,1,"{""name"":""point"",""cx"":541,""cy"":383}","{""Missing Curb Ramp"":""4""}"
7633_315.jpg,50968,{},0,0,{},{}
8721_45.jpg,39488,{},2,0,"{""name"":""point"",""cx"":385,""cy"":396}","{""Present Curb Ramp"":""1""}"
8721_45.jpg,39488,{},2,1,"{""name"":""point"",""cx"":508,""cy"":396}","{""Present Curb Ramp"":""1""}"
8721_135.jpg,35840,{},1,0,"{""name"":""point"",""cx"":177,""cy"":389}","{""Present Curb Ramp"":""1""}"
8721_225.jpg,44680,{},1,0,"{""name"":""point"",""cx"":425,""cy"":401}","{""Surface Problem"":""1""}"
8721_315.jpg,57098,{},1,0,"{""name"":""point"",""cx"":479,""cy"":432}","{""Present Curb Ramp"":""1""}"
8829_45.jpg,46968,{},2,0,"{""name"":""point"",""cx"":166,""cy"":413}","{""Present Curb Ramp"":""1""}"
8829_45.jpg,46968,{},2,1,"{""name"":""point"",""cx"":119,""cy"":388}","{""Present Curb Ramp"":""1""}"
8829_135.jpg,47310,{},6,0,"{""name"":""point"",""cx"":259,""cy"":411}","{""Missing Curb Ramp"":""4""}"
8829_135.jpg,47310,{},6,1,"{""name"":""point"",""cx"":211,""cy"":389}","{""Surface Problem"":""1""}"
8829_135.jpg,47310,{},6,2,"{""name"":""point"",""cx"":167,""cy"":378}","{""Surface Problem"":""1""}"
8829_135.jpg,47310,{},6,3,"{""name"":""point"",""cx"":112,""cy"":380}","{""Present Curb Ramp"":""1""}"
8829_135.jpg,47310,{},6,4,"{""name"":""point"",""cx"":137,""cy"":377}","{""Obstacle"":""3""}"
8829_135.jpg,47310,{},6,5,"{""name"":""point"",""cx"":127,""cy"":368}","{""Present Curb Ramp"":""1""}"
8829_225.jpg,56804,{},3,0,"{""name"":""point"",""cx"":291,""cy"":439}","{""Present Curb Ramp"":""2""}"
8829_225.jpg,56804,{},3,1,"{""name"":""point"",""cx"":556,""cy"":381}","{""Obstacle"":""1""}"
8829_225.jpg,56804,{},3,2,"{""name"":""point"",""cx"":524,""cy"":390}","{""Surface Problem"":""1""}"
8829_315.jpg,51622,{},2,0,"{""name"":""point"",""cx"":429,""cy"":404}","{""Present Curb Ramp"":""2""}"
8829_315.jpg,51622,{},2,1,"{""name"":""point"",""cx"":576,""cy"":371}","{""Present Curb Ramp"":""1""}"
8839_45.jpg,53225,{},1,0,"{""name"":""point"",""cx"":578,""cy"":407}","{""Present Curb Ramp"":""2""}"
8839_135.jpg,44226,{},1,0,"{""name"":""point"",""cx"":249,""cy"":360}","{""Present Curb Ramp"":""1""}"
8839_225.jpg,39027,{},2,0,"{""name"":""point"",""cx"":387,""cy"":371}","{""Present Curb Ramp"":""2""}"
8839_225.jpg,39027,{},2,1,"{""name"":""point"",""cx"":445,""cy"":373}","{""Missing Curb Ramp"":""5""}"
8839_315.jpg,48238,{},1,0,"{""name"":""point"",""cx"":512,""cy"":454}","{""Present Curb Ramp"":""2""}"
8861_45.jpg,37078,{},2,0,"{""name"":""point"",""cx"":172,""cy"":387}","{""Present Curb Ramp"":""2""}"
8861_45.jpg,37078,{},2,1,"{""name"":""point"",""cx"":127,""cy"":372}","{""Obstacle"":""1""}"
8861_135.jpg,39625,{},0,0,{},{}
8861_225.jpg,38048,{},2,0,"{""name"":""point"",""cx"":282,""cy"":369}","{""Present Curb Ramp"":""1""}"
8861_225.jpg,38048,{},2,1,"{""name"":""point"",""cx"":524,""cy"":401}","{""Missing Curb Ramp"":""1""}"
8861_315.jpg,37577,{},2,0,"{""name"":""point"",""cx"":73,""cy"":419}","{""Missing Curb Ramp"":""1""}"
8861_315.jpg,37577,{},2,1,"{""name"":""point"",""cx"":382,""cy"":376}","{""Present Curb Ramp"":""2""}"
9552_45.jpg,70528,{},2,0,"{""name"":""point"",""cx"":386,""cy"":422}","{""Present Curb Ramp"":""3""}"
9552_45.jpg,70528,{},2,1,"{""name"":""point"",""cx"":423,""cy"":393}","{""Surface Problem"":""1""}"
9552_135.jpg,79378,{},2,0,"{""name"":""point"",""cx"":220,""cy"":411}","{""Missing Curb Ramp"":""5""}"
9552_135.jpg,79378,{},2,1,"{""name"":""point"",""cx"":289,""cy"":409}","{""Missing Curb Ramp"":""5""}"
9552_225.jpg,79997,{},2,0,"{""name"":""point"",""cx"":96,""cy"":489}","{""Missing Curb Ramp"":""5""}"
9552_225.jpg,79997,{},2,1,"{""name"":""point"",""cx"":221,""cy"":483}","{""Missing Curb Ramp"":""5""}"
9552_315.jpg,74383,{},1,0,"{""name"":""point"",""cx"":473,""cy"":504}","{""Present Curb Ramp"":""1""}"
9987_45.jpg,46411,{},1,0,"{""name"":""point"",""cx"":171,""cy"":379}","{""Present Curb Ramp"":""2""}"
9987_135.jpg,37647,{},0,0,{},{}
9987_225.jpg,54061,{},1,0,"{""name"":""point"",""cx"":281,""cy"":402}","{""Present Curb Ramp"":""2""}"
9987_315.jpg,59420,{},1,0,"{""name"":""point"",""cx"":425,""cy"":370}","{""Present Curb Ramp"":""1""}"
10076_45.jpg,58578,{},0,0,{},{}
10076_135.jpg,57781,{},3,0,"{""name"":""point"",""cx"":458,""cy"":412}","{""Missing Curb Ramp"":""4""}"
10076_135.jpg,57781,{},3,1,"{""name"":""point"",""cx"":399,""cy"":363}","{""Present Curb Ramp"":""1""}"
10076_135.jpg,57781,{},3,2,"{""name"":""point"",""cx"":489,""cy"":439}","{""Surface Problem"":""1""}"
10076_225.jpg,39013,{},1,0,"{""name"":""point"",""cx"":119,""cy"":365}","{""Present Curb Ramp"":""1""}"
10076_315.jpg,47700,{},5,0,"{""name"":""point"",""cx"":148,""cy"":491}","{""Missing Curb Ramp"":""5""}"
10076_315.jpg,47700,{},5,1,"{""name"":""point"",""cx"":283,""cy"":365}","{""Present Curb Ramp"":""2""}"
10076_315.jpg,47700,{},5,2,"{""name"":""point"",""cx"":378,""cy"":383}","{""Missing Curb Ramp"":""4""}"
10076_315.jpg,47700,{},5,3,"{""name"":""point"",""cx"":291,""cy"":351}","{""Obstacle"":""2""}"
10076_315.jpg,47700,{},5,4,"{""name"":""point"",""cx"":238,""cy"":423}","{""Present Curb Ramp"":""1""}"
12578_45.jpg,105471,{},1,0,"{""name"":""point"",""cx"":259,""cy"":431}","{""Present Curb Ramp"":""2""}"
12578_135.jpg,72121,{},1,0,"{""name"":""point"",""cx"":268,""cy"":499}","{""Missing Curb Ramp"":""5""}"
12578_225.jpg,82945,{},1,0,"{""name"":""point"",""cx"":385,""cy"":443}","{""Present Curb Ramp"":""2""}"
12578_315.jpg,100785,{},1,0,"{""name"":""point"",""cx"":314,""cy"":424}","{""Missing Curb Ramp"":""5""}"
12582_45.jpg,98923,{},1,0,"{""name"":""point"",""cx"":299,""cy"":440}","{""Present Curb Ramp"":""2""}"
12582_135.jpg,102953,{},1,0,"{""name"":""point"",""cx"":324,""cy"":454}","{""Present Curb Ramp"":""2""}"
12582_225.jpg,92511,{},1,0,"{""name"":""point"",""cx"":336,""cy"":430}","{""Present Curb Ramp"":""2""}"
12582_315.jpg,89065,{},1,0,"{""name"":""point"",""cx"":302,""cy"":439}","{""Present Curb Ramp"":""2""}"
12584_45.jpg,59813,{},1,0,"{""name"":""point"",""cx"":353,""cy"":406}","{""Present Curb Ramp"":""2""}"
12584_135.jpg,57050,{},1,0,"{""name"":""point"",""cx"":219,""cy"":424}","{""Present Curb Ramp"":""2""}"
12584_225.jpg,54688,{},1,0,"{""name"":""point"",""cx"":232,""cy"":493}","{""Present Curb Ramp"":""1""}"
12584_315.jpg,82011,{},1,0,"{""name"":""point"",""cx"":483,""cy"":446}","{""Present Curb Ramp"":""2""}"
13736_45.jpg,78409,{},2,0,"{""name"":""point"",""cx"":159,""cy"":350}","{""Present Curb Ramp"":""2""}"
13736_45.jpg,78409,{},2,1,"{""name"":""point"",""cx"":227,""cy"":367}","{""Present Curb Ramp"":""2""}"
13736_135.jpg,87176,{},0,0,{},{}
13736_225.jpg,55695,{},0,0,{},{}
13736_315.jpg,51546,{},0,0,{},{}
14185_45.jpg,53966,{},1,0,"{""name"":""point"",""cx"":621,""cy"":393}","{""Present Curb Ramp"":""1""}"
14185_135.jpg,59265,{},1,0,"{""name"":""point"",""cx"":529,""cy"":363}","{""Present Curb Ramp"":""2""}"
14185_225.jpg,53919,{},0,0,{},{}
14185_315.jpg,55520,{},0,0,{},{}
14902_45.jpg,78391,{},0,0,{},{}
14902_135.jpg,53940,{},0,0,{},{}
14902_225.jpg,54301,{},0,0,{},{}
14902_315.jpg,56588,{},0,0,{},{}
15377_45.jpg,55565,{},0,0,{},{}
15377_135.jpg,52916,{},1,0,"{""name"":""point"",""cx"":624,""cy"":390}","{""Present Curb Ramp"":""3""}"
15377_225.jpg,54521,{},2,0,"{""name"":""point"",""cx"":379,""cy"":463}","{""Present Curb Ramp"":""1""}"
15377_225.jpg,54521,{},2,1,"{""name"":""point"",""cx"":525,""cy"":473}","{""Surface Problem"":""1""}"
15377_315.jpg,60326,{},1,0,"{""name"":""point"",""cx"":388,""cy"":353}","{""Present Curb Ramp"":""1""}"
15780_45.jpg,52847,{},0,0,{},{}
15780_135.jpg,48061,{},0,0,{},{}
15780_225.jpg,42514,{},0,0,{},{}
15780_315.jpg,68402,{},0,0,{},{}
16005_45.jpg,48151,{},1,0,"{""name"":""point"",""cx"":609,""cy"":439}","{""Present Curb Ramp"":""1""}"
16005_135.jpg,39871,{},2,0,"{""name"":""point"",""cx"":12,""cy"":450}","{""Present Curb Ramp"":""1""}"
16005_135.jpg,39871,{},2,1,"{""name"":""point"",""cx"":301,""cy"":401}","{""Missing Curb Ramp"":"""",""Present Curb Ramp"":""1""}"
16005_225.jpg,50027,{},0,0,{},{}
16005_315.jpg,42175,{},5,0,"{""name"":""point"",""cx"":51,""cy"":401}","{""Present Curb Ramp"":""1""}"
16005_315.jpg,42175,{},5,1,"{""name"":""point"",""cx"":263,""cy"":383}","{""Missing Curb Ramp"":""5""}"
16005_315.jpg,42175,{},5,2,"{""name"":""point"",""cx"":279,""cy"":372}","{""Missing Curb Ramp"":""5""}"
16005_315.jpg,42175,{},5,3,"{""name"":""point"",""cx"":257,""cy"":353}","{""Present Curb Ramp"":""1""}"
16005_315.jpg,42175,{},5,4,"{""name"":""point"",""cx"":562,""cy"":527}","{""Surface Problem"":""1""}"
16078_45.jpg,53072,{},3,0,"{""name"":""point"",""cx"":509,""cy"":472}","{""Present Curb Ramp"":""2""}"
16078_45.jpg,53072,{},3,1,"{""name"":""point"",""cx"":18,""cy"":425}","{""Present Curb Ramp"":""2""}"
16078_45.jpg,53072,{},3,2,"{""name"":""point"",""cx"":100,""cy"":395}","{""Obstacle"":""1""}"
16078_135.jpg,50995,{},1,0,"{""name"":""point"",""cx"":71,""cy"":457}","{""Obstacle"":""3""}"
16078_225.jpg,65020,{},1,0,"{""name"":""point"",""cx"":573,""cy"":430}","{""Obstacle"":""1""}"
16078_315.jpg,52487,{},7,0,"{""name"":""point"",""cx"":21,""cy"":419}","{""Present Curb Ramp"":""2""}"
16078_315.jpg,52487,{},7,1,"{""name"":""point"",""cx"":626,""cy"":426}","{""Present Curb Ramp"":""2""}"
16078_315.jpg,52487,{},7,2,"{""name"":""point"",""cx"":238,""cy"":363}","{""Present Curb Ramp"":""2""}"
16078_315.jpg,52487,{},7,3,"{""name"":""point"",""cx"":557,""cy"":391}","{""Obstacle"":""3""}"
16078_315.jpg,52487,{},7,4,"{""name"":""point"",""cx"":463,""cy"":348}","{""Obstacle"":""3""}"
16078_315.jpg,52487,{},7,5,"{""name"":""point"",""cx"":311,""cy"":343}","{""Obstacle"":""3""}"
16078_315.jpg,52487,{},7,6,"{""name"":""point"",""cx"":535,""cy"":379}","{""Obstacle"":""2""}"
16125_45.jpg,78827,{},1,0,"{""name"":""point"",""cx"":531,""cy"":439}","{""Missing Curb Ramp"":""4""}"
16125_135.jpg,55146,{},0,0,{},{}
16125_225.jpg,69508,{},1,0,"{""name"":""point"",""cx"":15,""cy"":437}","{""Present Curb Ramp"":""1""}"
16125_315.jpg,57655,{},4,0,"{""name"":""point"",""cx"":13,""cy"":467}","{""Missing Curb Ramp"":""4""}"
16125_315.jpg,57655,{},4,1,"{""name"":""point"",""cx"":143,""cy"":431}","{""Present Curb Ramp"":""1""}"
16125_315.jpg,57655,{},4,2,"{""name"":""point"",""cx"":433,""cy"":410}","{""Present Curb Ramp"":""1""}"
16125_315.jpg,57655,{},4,3,"{""name"":""point"",""cx"":381,""cy"":380}","{""Obstacle"":""3""}"
16127_45.jpg,68454,{},1,0,"{""name"":""point"",""cx"":231,""cy"":537}","{""Present Curb Ramp"":""2""}"
16127_135.jpg,63738,{},2,0,"{""name"":""point"",""cx"":133,""cy"":387}","{""Present Curb Ramp"":""1""}"
16127_135.jpg,63738,{},2,1,"{""name"":""point"",""cx"":369,""cy"":377}","{""Present Curb Ramp"":""1""}"
16127_225.jpg,59799,{},3,0,"{""name"":""point"",""cx"":295,""cy"":511}","{""Present Curb Ramp"":""3""}"
16127_225.jpg,59799,{},3,1,"{""name"":""point"",""cx"":451,""cy"":490}","{""Obstacle"":""1""}"
16127_225.jpg,59799,{},3,2,"{""name"":""point"",""cx"":290,""cy"":428}","{""Obstacle"":""1""}"
16127_315.jpg,63595,{},0,0,{},{}
16175_45.jpg,50565,{},1,0,"{""name"":""point"",""cx"":219,""cy"":360}","{""Present Curb Ramp"":""3""}"
16175_135.jpg,49616,{},1,0,"{""name"":""point"",""cx"":343,""cy"":372}","{""Present Curb Ramp"":""2""}"
16175_225.jpg,47196,{},1,0,"{""name"":""point"",""cx"":260,""cy"":383}","{""Present Curb Ramp"":""3""}"
16175_315.jpg,48780,{},1,0,"{""name"":""point"",""cx"":476,""cy"":380}","{""Present Curb Ramp"":""2""}"
16177_45.jpg,54301,{},0,0,{},{}
16177_135.jpg,54893,{},1,0,"{""name"":""point"",""cx"":623,""cy"":430}","{""Present Curb Ramp"":""2""}"
16177_225.jpg,43953,{},2,0,"{""name"":""point"",""cx"":392,""cy"":369}","{""Present Curb Ramp"":""2""}"
16177_225.jpg,43953,{},2,1,"{""name"":""point"",""cx"":3,""cy"":434}","{""Present Curb Ramp"":""2""}"
16177_315.jpg,50759,{},0,0,{},{}
16180_45.jpg,40547,{},0,0,{},{}
16180_135.jpg,45748,{},2,0,"{""name"":""point"",""cx"":100,""cy"":352}","{""Missing Curb Ramp"":""1""}"
16180_135.jpg,45748,{},2,1,"{""name"":""point"",""cx"":160,""cy"":369}","{""Present Curb Ramp"":""2""}"
16180_225.jpg,57396,{},2,0,"{""name"":""point"",""cx"":282,""cy"":426}","{""Present Curb Ramp"":""4""}"
16180_225.jpg,57396,{},2,1,"{""name"":""point"",""cx"":456,""cy"":407}","{""Present Curb Ramp"":""3""}"
16180_315.jpg,44003,{},0,0,{},{}
16188_45.jpg,46223,{},1,0,"{""name"":""point"",""cx"":407,""cy"":350}","{""Present Curb Ramp"":""2""}"
16188_135.jpg,48201,{},1,0,"{""name"":""point"",""cx"":361,""cy"":351}","{""Present Curb Ramp"":""3""}"
16188_225.jpg,48664,{},2,0,"{""name"":""point"",""cx"":357,""cy"":482}","{""Present Curb Ramp"":""2""}"
16188_225.jpg,48664,{},2,1,"{""name"":""point"",""cx"":58,""cy"":389}","{""Present Curb Ramp"":""3""}"
16188_315.jpg,50512,{},1,0,"{""name"":""point"",""cx"":567,""cy"":430}","{""Present Curb Ramp"":""4""}"
16215_45.jpg,55196,{},2,0,"{""name"":""point"",""cx"":403,""cy"":393}","{""Present Curb Ramp"":""3""}"
