pano_id,cx,cy,label,heading,img_id,pano_yaw_deg
-1k5tvNgkg0pnDiJ-_70Sw,,,,45,10024_45,180.98998999999998
-1k5tvNgkg0pnDiJ-_70Sw,,,,135,10024_135,180.98998999999998
-1k5tvNgkg0pnDiJ-_70Sw,,,,225,10024_225,180.98998999999998
-1k5tvNgkg0pnDiJ-_70Sw,,,,315,10024_315,180.98998999999998
C0giTlbO3e5_0EEY3jdftg,,,,45,10025_45,268.35
C0giTlbO3e5_0EEY3jdftg,,,,135,10025_135,268.35
C0giTlbO3e5_0EEY3jdftg,,,,225,10025_225,268.35
C0giTlbO3e5_0EEY3jdftg,,,,315,10025_315,268.35
2V9bEF1jJmC1wmhKk-z8JQ,,,,45,10026_45,267.5
2V9bEF1jJmC1wmhKk-z8JQ,,,,135,10026_135,267.5
2V9bEF1jJmC1wmhKk-z8JQ,,,,225,10026_225,267.5
2V9bEF1jJmC1wmhKk-z8JQ,,,,315,10026_315,267.5
BhwTXW5mojyOgMo2ZTOsOw,,,,45,10027_45,263.06
BhwTXW5mojyOgMo2ZTOsOw,,,,135,10027_135,263.06
BhwTXW5mojyOgMo2ZTOsOw,,,,225,10027_225,263.06
BhwTXW5mojyOgMo2ZTOsOw,,,,315,10027_315,263.06
XS5CqFyZk8UPzI2J1KkBVw,,,,45,10028_45,143.12999
XS5CqFyZk8UPzI2J1KkBVw,,,,135,10028_135,143.12999
XS5CqFyZk8UPzI2J1KkBVw,,,,225,10028_225,143.12999
XS5CqFyZk8UPzI2J1KkBVw,,,,315,10028_315,143.12999
bSMbGtuGSZgIkzu-ROPX1w,,,,45,10029_45,0.59
bSMbGtuGSZgIkzu-ROPX1w,,,,135,10029_135,0.59
bSMbGtuGSZgIkzu-ROPX1w,,,,225,10029_225,0.59
bSMbGtuGSZgIkzu-ROPX1w,,,,315,10029_315,0.59
mfEKkkwAlE-UihLch_ZHWg,,,,45,1003_45,351.65
mfEKkkwAlE-UihLch_ZHWg,,,,135,1003_135,351.65
mfEKkkwAlE-UihLch_ZHWg,,,,225,1003_225,351.65
mfEKkkwAlE-UihLch_ZHWg,,,,315,1003_315,351.65
6GwZ4uh_rjI36fBhm_nGvA,,,,45,10030_45,342.82
6GwZ4uh_rjI36fBhm_nGvA,,,,135,10030_135,342.82
6GwZ4uh_rjI36fBhm_nGvA,,,,225,10030_225,342.82
6GwZ4uh_rjI36fBhm_nGvA,,,,315,10030_315,342.82
rHfGVXXSNrK_oLhRucOmsw,,,,45,10031_45,93.0
rHfGVXXSNrK_oLhRucOmsw,,,,135,10031_135,93.0
rHfGVXXSNrK_oLhRucOmsw,,,,225,10031_225,93.0
rHfGVXXSNrK_oLhRucOmsw,,,,315,10031_315,93.0
03pbDVD2gl-FKUx5L9T8mA,,,,45,10032_45,181.75
03pbDVD2gl-FKUx5L9T8mA,,,,135,10032_135,181.75
03pbDVD2gl-FKUx5L9T8mA,,,,225,10032_225,181.75
03pbDVD2gl-FKUx5L9T8mA,,,,315,10032_315,181.75
oTTR8sGV5V2FG9YGQOZV_Q,,,,45,10033_45,85.83
oTTR8sGV5V2FG9YGQOZV_Q,,,,135,10033_135,85.83
oTTR8sGV5V2FG9YGQOZV_Q,,,,225,10033_225,85.83
oTTR8sGV5V2FG9YGQOZV_Q,,,,315,10033_315,85.83
SrXz9RBNDcpoOnSB4x9rfQ,,,,45,10034_45,233.79
SrXz9RBNDcpoOnSB4x9rfQ,,,,135,10034_135,233.79
SrXz9RBNDcpoOnSB4x9rfQ,,,,225,10034_225,233.79
SrXz9RBNDcpoOnSB4x9rfQ,,,,315,10034_315,233.79
ZG16OL3XrpI2PKVN4BkOLw,,,,45,10035_45,120.7
ZG16OL3XrpI2PKVN4BkOLw,,,,135,10035_135,120.7
ZG16OL3XrpI2PKVN4BkOLw,,,,225,10035_225,120.7
ZG16OL3XrpI2PKVN4BkOLw,,,,315,10035_315,120.7
eeKHtaLaMHdPsBAYv6VQKg,,,,45,10036_45,234.84999
eeKHtaLaMHdPsBAYv6VQKg,,,,135,10036_135,234.84999
eeKHtaLaMHdPsBAYv6VQKg,,,,225,10036_225,234.84999
eeKHtaLaMHdPsBAYv6VQKg,,,,315,10036_315,234.84999
Sr4U_i8Ft_TW9hc8pShLlw,,,,45,10037_45,271.88998
Sr4U_i8Ft_TW9hc8pShLlw,,,,135,10037_135,271.88998
Sr4U_i8Ft_TW9hc8pShLlw,,,,225,10037_225,271.88998
Sr4U_i8Ft_TW9hc8pShLlw,,,,315,10037_315,271.88998
d40JPlK5AKlzR7c8_hdraw,,,,45,10038_45,180.98
d40JPlK5AKlzR7c8_hdraw,,,,135,10038_135,180.98
d40JPlK5AKlzR7c8_hdraw,,,,225,10038_225,180.98
d40JPlK5AKlzR7c8_hdraw,,,,315,10038_315,180.98
p0bPEgeOzFUFEI4dmpE6yw,461.0,426.0,1.0,45,10039_45,139.31999
p0bPEgeOzFUFEI4dmpE6yw,320.0,387.0,1.0,135,10039_135,139.31999
p0bPEgeOzFUFEI4dmpE6yw,366.0,383.0,1.0,225,10039_225,139.31999
p0bPEgeOzFUFEI4dmpE6yw,141.0,415.0,1.0,315,10039_315,139.31999
W_bQSjbWZeUt1WmzxSJW8Q,,,,45,1004_45,180.56999
W_bQSjbWZeUt1WmzxSJW8Q,,,,135,1004_135,180.56999
W_bQSjbWZeUt1WmzxSJW8Q,,,,225,1004_225,180.56999
W_bQSjbWZeUt1WmzxSJW8Q,,,,315,1004_315,180.56999
wEhbzq4Rhqe0Am-z0LTr0w,,,,45,10040_45,180.42
wEhbzq4Rhqe0Am-z0LTr0w,,,,135,10040_135,180.42
wEhbzq4Rhqe0Am-z0LTr0w,,,,225,10040_225,180.42
wEhbzq4Rhqe0Am-z0LTr0w,,,,315,10040_315,180.42
1KW3IQByrLVtEJB7l7krSQ,,,,45,10041_45,239.73
1KW3IQByrLVtEJB7l7krSQ,,,,135,10041_135,239.73
1KW3IQByrLVtEJB7l7krSQ,,,,225,10041_225,239.73
1KW3IQByrLVtEJB7l7krSQ,,,,315,10041_315,239.73
9Tvm3e7yFvFpDy2EgrZf0w,,,,45,10042_45,311.66
9Tvm3e7yFvFpDy2EgrZf0w,,,,135,10042_135,311.66
9Tvm3e7yFvFpDy2EgrZf0w,,,,225,10042_225,311.66
9Tvm3e7yFvFpDy2EgrZf0w,,,,315,10042_315,311.66
uQ-5qf0yjkpMxB-rFCaLPQ,,,,45,10043_45,96.36999499999999
uQ-5qf0yjkpMxB-rFCaLPQ,,,,135,10043_135,96.36999499999999
uQ-5qf0yjkpMxB-rFCaLPQ,,,,225,10043_225,96.36999499999999
uQ-5qf0yjkpMxB-rFCaLPQ,,,,315,10043_315,96.36999499999999
Rl--eQ2Qx7Ycl1cOm9HAEg,,,,45,10045_45,3.09
Rl--eQ2Qx7Ycl1cOm9HAEg,,,,135,10045_135,3.09
Rl--eQ2Qx7Ycl1cOm9HAEg,,,,225,10045_225,3.09
Rl--eQ2Qx7Ycl1cOm9HAEg,,,,315,10045_315,3.09
x5ibTbjJ9Gj2vUA3PQ8t0g,,,,45,10046_45,138.20999
x5ibTbjJ9Gj2vUA3PQ8t0g,,,,135,10046_135,138.20999
x5ibTbjJ9Gj2vUA3PQ8t0g,,,,225,10046_225,138.20999
x5ibTbjJ9Gj2vUA3PQ8t0g,,,,315,10046_315,138.20999
YUQelW4egTT4iaErgyqAYw,,,,45,10047_45,249.06
YUQelW4egTT4iaErgyqAYw,,,,135,10047_135,249.06
YUQelW4egTT4iaErgyqAYw,,,,225,10047_225,249.06
YUQelW4egTT4iaErgyqAYw,,,,315,10047_315,249.06
uSD7eyqJ9UzNb662F9F62w,,,,45,10048_45,0.59
uSD7eyqJ9UzNb662F9F62w,,,,135,10048_135,0.59
uSD7eyqJ9UzNb662F9F62w,,,,225,10048_225,0.59
uSD7eyqJ9UzNb662F9F62w,,,,315,10048_315,0.59
d94SGcUI8rPn5VbgEBNwyw,,,,45,10049_45,1.26
d94SGcUI8rPn5VbgEBNwyw,,,,135,10049_135,1.26
d94SGcUI8rPn5VbgEBNwyw,,,,225,10049_225,1.26
d94SGcUI8rPn5VbgEBNwyw,,,,315,10049_315,1.26
5bOvcP9G-bIToDs4iV9ofg,,,,45,10050_45,179.84999
5bOvcP9G-bIToDs4iV9ofg,,,,135,10050_135,179.84999
5bOvcP9G-bIToDs4iV9ofg,,,,225,10050_225,179.84999
5bOvcP9G-bIToDs4iV9ofg,,,,315,10050_315,179.84999
Xn0cAKpL1-NgpanSF9bCHw,,,,45,10051_45,97.65999599999999
Xn0cAKpL1-NgpanSF9bCHw,,,,135,10051_135,97.65999599999999
Xn0cAKpL1-NgpanSF9bCHw,,,,225,10051_225,97.65999599999999
Xn0cAKpL1-NgpanSF9bCHw,,,,315,10051_315,97.65999599999999
MZbdebxJnLvJsT-wnuc62Q,,,,45,10052_45,238.62
MZbdebxJnLvJsT-wnuc62Q,,,,135,10052_135,238.62
MZbdebxJnLvJsT-wnuc62Q,,,,225,10052_225,238.62
MZbdebxJnLvJsT-wnuc62Q,,,,315,10052_315,238.62
8vWWkzze2wx-n2SID__l1g,,,,45,10053_45,180.7
8vWWkzze2wx-n2SID__l1g,,,,135,10053_135,180.7
8vWWkzze2wx-n2SID__l1g,,,,225,10053_225,180.7
8vWWkzze2wx-n2SID__l1g,,,,315,10053_315,180.7
jCHWP0pVqCZCtqhAV_BQBw,,,,45,10054_45,181.58
jCHWP0pVqCZCtqhAV_BQBw,,,,135,10054_135,181.58
jCHWP0pVqCZCtqhAV_BQBw,,,,225,10054_225,181.58
jCHWP0pVqCZCtqhAV_BQBw,,,,315,10054_315,181.58
VfXa71co5jnQPEbEM4CZsg,,,,45,10055_45,181.5
VfXa71co5jnQPEbEM4CZsg,,,,135,10055_135,181.5
VfXa71co5jnQPEbEM4CZsg,,,,225,10055_225,181.5
VfXa71co5jnQPEbEM4CZsg,,,,315,10055_315,181.5
C0giTlbO3e5_0EEY3jdftg,,,,45,10056_45,268.35
C0giTlbO3e5_0EEY3jdftg,,,,135,10056_135,268.35
C0giTlbO3e5_0EEY3jdftg,,,,225,10056_225,268.35
C0giTlbO3e5_0EEY3jdftg,,,,315,10056_315,268.35
s8v9WRho6Haw156f5OGeIg,,,,45,10057_45,179.7
s8v9WRho6Haw156f5OGeIg,,,,135,10057_135,179.7
s8v9WRho6Haw156f5OGeIg,,,,225,10057_225,179.7
s8v9WRho6Haw156f5OGeIg,,,,315,10057_315,179.7
5Cw-7pDu2NyhOXqihp862g,,,,45,10058_45,270.65
5Cw-7pDu2NyhOXqihp862g,,,,135,10058_135,270.65
5Cw-7pDu2NyhOXqihp862g,,,,225,10058_225,270.65
5Cw-7pDu2NyhOXqihp862g,,,,315,10058_315,270.65
K0pU_mfHbLcy0zxu-sXmUQ,,,,45,10059_45,323.41998
K0pU_mfHbLcy0zxu-sXmUQ,,,,135,10059_135,323.41998
K0pU_mfHbLcy0zxu-sXmUQ,,,,225,10059_225,323.41998
K0pU_mfHbLcy0zxu-sXmUQ,,,,315,10059_315,323.41998
9ZiMHUQtE2X9fsBpgU451g,,,,45,1006_45,359.61
9ZiMHUQtE2X9fsBpgU451g,,,,135,1006_135,359.61
9ZiMHUQtE2X9fsBpgU451g,,,,225,1006_225,359.61
9ZiMHUQtE2X9fsBpgU451g,,,,315,1006_315,359.61
tA-NYQvXq662oBr1lvzuOw,,,,45,10060_45,312.99
tA-NYQvXq662oBr1lvzuOw,,,,135,10060_135,312.99
tA-NYQvXq662oBr1lvzuOw,,,,225,10060_225,312.99
tA-NYQvXq662oBr1lvzuOw,,,,315,10060_315,312.99
P4B0lRS-U6UycHZAA4NP2Q,,,,45,10061_45,4.7999997
P4B0lRS-U6UycHZAA4NP2Q,,,,135,10061_135,4.7999997
P4B0lRS-U6UycHZAA4NP2Q,,,,225,10061_225,4.7999997
P4B0lRS-U6UycHZAA4NP2Q,,,,315,10061_315,4.7999997
047li6_1jxZiaFv0ZoACCw,,,,45,10062_45,85.86
047li6_1jxZiaFv0ZoACCw,,,,135,10062_135,85.86
047li6_1jxZiaFv0ZoACCw,,,,225,10062_225,85.86
047li6_1jxZiaFv0ZoACCw,,,,315,10062_315,85.86
02DQwYuX5CAxNs-gSRUoAg,,,,45,10063_45,191.73998999999998
02DQwYuX5CAxNs-gSRUoAg,,,,135,10063_135,191.73998999999998
02DQwYuX5CAxNs-gSRUoAg,,,,225,10063_225,191.73998999999998
02DQwYuX5CAxNs-gSRUoAg,,,,315,10063_315,191.73998999999998
XtWqdXWYPA0FT5nvQEwioA,,,,45,10064_45,189.44
XtWqdXWYPA0FT5nvQEwioA,,,,135,10064_135,189.44
XtWqdXWYPA0FT5nvQEwioA,,,,225,10064_225,189.44
XtWqdXWYPA0FT5nvQEwioA,,,,315,10064_315,189.44
WtID6Hso6olkT1F94IbEig,,,,45,10065_45,230.23
WtID6Hso6olkT1F94IbEig,,,,135,10065_135,230.23
WtID6Hso6olkT1F94IbEig,,,,225,10065_225,230.23
WtID6Hso6olkT1F94IbEig,,,,315,10065_315,230.23
FMjruCC5YYoqw4NMt4Koiw,,,,45,10066_45,300.29
FMjruCC5YYoqw4NMt4Koiw,,,,135,10066_135,300.29
FMjruCC5YYoqw4NMt4Koiw,,,,225,10066_225,300.29
FMjruCC5YYoqw4NMt4Koiw,,,,315,10066_315,300.29
s5AOFb-uQvSVlpSTuJgB2g,,,,45,10067_45,2.86
s5AOFb-uQvSVlpSTuJgB2g,,,,135,10067_135,2.86
s5AOFb-uQvSVlpSTuJgB2g,,,,225,10067_225,2.86
s5AOFb-uQvSVlpSTuJgB2g,,,,315,10067_315,2.86
UOUDI5LTkaNd18bZ-oSM4Q,,,,45,10068_45,224.01998999999998
UOUDI5LTkaNd18bZ-oSM4Q,,,,135,10068_135,224.01998999999998
UOUDI5LTkaNd18bZ-oSM4Q,,,,225,10068_225,224.01998999999998
UOUDI5LTkaNd18bZ-oSM4Q,,,,315,10068_315,224.01998999999998
TNCkTmLdow36e56PmpMOYg,,,,45,10069_45,125.59
TNCkTmLdow36e56PmpMOYg,,,,135,10069_135,125.59
TNCkTmLdow36e56PmpMOYg,,,,225,10069_225,125.59
TNCkTmLdow36e56PmpMOYg,,,,315,10069_315,125.59
hyZB68Ix6ywtfDAe4acafQ,,,,45,1007_45,165.81999
hyZB68Ix6ywtfDAe4acafQ,,,,135,1007_135,165.81999
hyZB68Ix6ywtfDAe4acafQ,,,,225,1007_225,165.81999
hyZB68Ix6ywtfDAe4acafQ,,,,315,1007_315,165.81999
5Z9ru7cL1cEALwK2ewJfXg,,,,45,10070_45,41.219997
5Z9ru7cL1cEALwK2ewJfXg,,,,135,10070_135,41.219997
5Z9ru7cL1cEALwK2ewJfXg,,,,225,10070_225,41.219997
5Z9ru7cL1cEALwK2ewJfXg,,,,315,10070_315,41.219997
uZ_mP6urYtq8CHf9cuRPwQ,,,,45,10071_45,181.12999
uZ_mP6urYtq8CHf9cuRPwQ,,,,135,10071_135,181.12999
uZ_mP6urYtq8CHf9cuRPwQ,,,,225,10071_225,181.12999
uZ_mP6urYtq8CHf9cuRPwQ,,,,315,10071_315,181.12999
XcQM1h5wXm-IJnkMQtmG9A,,,,45,10072_45,180.17
XcQM1h5wXm-IJnkMQtmG9A,,,,135,10072_135,180.17
XcQM1h5wXm-IJnkMQtmG9A,,,,225,10072_225,180.17
XcQM1h5wXm-IJnkMQtmG9A,,,,315,10072_315,180.17
3epxgtsN2MILMBN63hhqwQ,,,,45,10073_45,258.47997999999995
3epxgtsN2MILMBN63hhqwQ,,,,135,10073_135,258.47997999999995
3epxgtsN2MILMBN63hhqwQ,,,,225,10073_225,258.47997999999995
3epxgtsN2MILMBN63hhqwQ,,,,315,10073_315,258.47997999999995
SldI7a5hVNofHbKf-rOg6w,,,,45,10074_45,220.67
SldI7a5hVNofHbKf-rOg6w,,,,135,10074_135,220.67
SldI7a5hVNofHbKf-rOg6w,,,,225,10074_225,220.67
SldI7a5hVNofHbKf-rOg6w,,,,315,10074_315,220.67
vV8ThWAReX7QylGLYXDEBw,,,,45,10075_45,159.3
vV8ThWAReX7QylGLYXDEBw,,,,135,10075_135,159.3
vV8ThWAReX7QylGLYXDEBw,,,,225,10075_225,159.3
vV8ThWAReX7QylGLYXDEBw,,,,315,10075_315,159.3
tiR-Hwqt_9B4XpvM8Vf7PQ,,,,45,10076_45,181.58
tiR-Hwqt_9B4XpvM8Vf7PQ,458.0,412.0,2.0,135,10076_135,181.58
tiR-Hwqt_9B4XpvM8Vf7PQ,119.0,365.0,1.0,225,10076_225,181.58
tiR-Hwqt_9B4XpvM8Vf7PQ,378.0,383.0,2.0,315,10076_315,181.58
cdZf8vaIVTg2ipq3M87o_g,,,,45,10077_45,242.86
cdZf8vaIVTg2ipq3M87o_g,,,,135,10077_135,242.86
cdZf8vaIVTg2ipq3M87o_g,,,,225,10077_225,242.86
cdZf8vaIVTg2ipq3M87o_g,,,,315,10077_315,242.86
sOfqgteL3492f8z2eFi21w,,,,45,10078_45,272.02
sOfqgteL3492f8z2eFi21w,,,,135,10078_135,272.02
sOfqgteL3492f8z2eFi21w,,,,225,10078_225,272.02
sOfqgteL3492f8z2eFi21w,,,,315,10078_315,272.02
LJDwytkXHuoZYtSqkFFDVg,,,,45,10079_45,88.829994
LJDwytkXHuoZYtSqkFFDVg,,,,135,10079_135,88.829994
LJDwytkXHuoZYtSqkFFDVg,,,,225,10079_225,88.829994
LJDwytkXHuoZYtSqkFFDVg,,,,315,10079_315,88.829994
uofQAKFkqVtcMSifGAz3Mw,,,,45,1008_45,187.17
uofQAKFkqVtcMSifGAz3Mw,,,,135,1008_135,187.17
uofQAKFkqVtcMSifGAz3Mw,,,,225,1008_225,187.17
uofQAKFkqVtcMSifGAz3Mw,,,,315,1008_315,187.17
x2Ps9R2oMqK-SB-o967z6g,,,,45,10080_45,0.48999998
x2Ps9R2oMqK-SB-o967z6g,,,,135,10080_135,0.48999998
x2Ps9R2oMqK-SB-o967z6g,,,,225,10080_225,0.48999998
x2Ps9R2oMqK-SB-o967z6g,,,,315,10080_315,0.48999998
2rRQbXsPalHkGBwPaSSdNg,,,,45,10082_45,0.48
2rRQbXsPalHkGBwPaSSdNg,,,,135,10082_135,0.48
2rRQbXsPalHkGBwPaSSdNg,,,,225,10082_225,0.48
2rRQbXsPalHkGBwPaSSdNg,,,,315,10082_315,0.48
8VaIIfm2wNYlMSJlz7tYBA,,,,45,10083_45,358.94
8VaIIfm2wNYlMSJlz7tYBA,,,,135,10083_135,358.94
8VaIIfm2wNYlMSJlz7tYBA,,,,225,10083_225,358.94
8VaIIfm2wNYlMSJlz7tYBA,,,,315,10083_315,358.94
3qo1c_yN0CrRhnHdbIJIxg,,,,45,10084_45,269.6
3qo1c_yN0CrRhnHdbIJIxg,,,,135,10084_135,269.6
