,filename,region_count,cx,cy,Present Curb Ramp,Obstacle,Surface Problem,Missing Curb Ramp,Occlusion,No Sidewalk,img_id
76,5479_135.jpg,2,282.0,448.0,2,,,,,,5479
77,5479_135.jpg,2,519.0,344.0,,,2,,,,5479
78,5479_225.jpg,1,433.0,438.0,1,,,,,,5479
79,5479_315.jpg,0,,,,,,,,,5479
80,5588_45.jpg,1,454.0,432.0,1,,,,,,5588
81,5588_135.jpg,1,156.0,438.0,,,,5,,,5588
82,5588_225.jpg,1,253.0,427.0,2,,,,,,5588
83,5588_315.jpg,1,282.0,468.0,2,,,,,,5588
84,5758_45.jpg,0,,,,,,,,,5758
85,5758_135.jpg,1,260.0,506.0,2,,,,,,5758
86,5758_225.jpg,2,470.0,443.0,2,,,,,,5758
87,5758_225.jpg,2,413.0,409.0,,,1,,,,5758
88,5758_315.jpg,1,295.0,389.0,1,,,,,,5758
89,6500_45.jpg,2,195.0,410.0,2,,,,,,6500
90,6500_45.jpg,2,592.0,599.0,2,,,,,,6500
91,6500_135.jpg,4,515.0,421.0,1,,,,,,6500
92,6500_135.jpg,4,546.0,352.0,2,,,,,,6500
93,6500_135.jpg,4,445.0,380.0,1,,,,,,6500
94,6500_135.jpg,4,33.0,600.0,2,,,,,,6500
95,6500_225.jpg,4,445.0,435.0,,,,3,,,6500
96,6500_225.jpg,4,192.0,365.0,1,,,,,,6500
97,6500_225.jpg,4,131.0,365.0,1,,,,,,6500
98,6500_225.jpg,4,607.0,485.0,,,,3,,,6500
99,6500_315.jpg,2,382.0,399.0,2,,,,,,6500
100,6500_315.jpg,2,173.0,351.0,1,,,,,,6500
101,7136_45.jpg,1,115.0,469.0,3,,,,,,7136
102,7136_135.jpg,1,425.0,526.0,2,,,,,,7136
103,7136_225.jpg,1,465.0,413.0,2,,,,,,7136
104,7136_315.jpg,1,268.0,403.0,2,,,,,,7136
105,7633_45.jpg,1,238.0,415.0,3,,,,,,7633
106,7633_135.jpg,3,195.0,446.0,2,,,,,,7633
107,7633_135.jpg,3,505.0,375.0,1,,,,,,7633
108,7633_135.jpg,3,91.0,388.0,,,1,,,,7633
109,7633_225.jpg,2,545.0,404.0,1,,,,,,7633
110,7633_225.jpg,2,541.0,383.0,,,,4,,,7633
111,7633_315.jpg,0,,,,,,,,,7633
112,8721_45.jpg,2,385.0,396.0,1,,,,,,8721
113,8721_45.jpg,2,508.0,396.0,1,,,,,,8721
114,8721_135.jpg,1,177.0,389.0,1,,,,,,8721
115,8721_225.jpg,1,425.0,401.0,,,1,,,,8721
116,8721_315.jpg,1,479.0,432.0,1,,,,,,8721
117,8829_45.jpg,2,166.0,413.0,1,,,,,,8829
118,8829_45.jpg,2,119.0,388.0,1,,,,,,8829
119,8829_135.jpg,6,259.0,411.0,,,,4,,,8829
120,8829_135.jpg,6,211.0,389.0,,,1,,,,8829
121,8829_135.jpg,6,167.0,378.0,,,1,,,,8829
122,8829_135.jpg,6,112.0,380.0,1,,,,,,8829
123,8829_135.jpg,6,137.0,377.0,,3,,,,,8829
124,8829_135.jpg,6,127.0,368.0,1,,,,,,8829
125,8829_225.jpg,3,291.0,439.0,2,,,,,,8829
126,8829_225.jpg,3,556.0,381.0,,1,,,,,8829
127,8829_225.jpg,3,524.0,390.0,,,1,,,,8829
128,8829_315.jpg,2,429.0,404.0,2,,,,,,8829
129,8829_315.jpg,2,576.0,371.0,1,,,,,,8829
130,8839_45.jpg,1,578.0,407.0,2,,,,,,8839
131,8839_135.jpg,1,249.0,360.0,1,,,,,,8839
132,8839_225.jpg,2,387.0,371.0,2,,,,,,8839
133,8839_225.jpg,2,445.0,373.0,,,,5,,,8839
134,8839_315.jpg,1,512.0,454.0,2,,,,,,8839
135,8861_45.jpg,2,172.0,387.0,2,,,,,,8861
136,8861_45.jpg,2,127.0,372.0,,1,,,,,8861
137,8861_135.jpg,0,,,,,,,,,8861
138,8861_225.jpg,2,282.0,369.0,1,,,,,,8861
139,8861_225.jpg,2,524.0,401.0,,,,1,,,8861
140,8861_315.jpg,2,73.0,419.0,,,,1,,,8861
141,8861_315.jpg,2,382.0,376.0,2,,,,,,8861
142,9552_45.jpg,2,386.0,422.0,3,,,,,,9552
143,9552_45.jpg,2,423.0,393.0,,,1,,,,9552
144,9552_135.jpg,2,220.0,411.0,,,,5,,,9552
145,9552_135.jpg,2,289.0,409.0,,,,5,,,9552
146,9552_225.jpg,2,96.0,489.0,,,,5,,,9552
147,9552_225.jpg,2,221.0,483.0,,,,5,,,9552
148,9552_315.jpg,1,473.0,504.0,1,,,,,,9552
149,9987_45.jpg,1,171.0,379.0,2,,,,,,9987
150,9987_135.jpg,0,,,,,,,,,9987
151,9987_225.jpg,1,281.0,402.0,2,,,,,,9987
152,9987_315.jpg,1,425.0,370.0,1,,,,,,9987
153,10076_45.jpg,0,,,,,,,,,10076
154,10076_135.jpg,3,458.0,412.0,,,,4,,,10076
155,10076_135.jpg,3,399.0,363.0,1,,,,,,10076
156,10076_135.jpg,3,489.0,439.0,,,1,,,,10076
157,10076_225.jpg,1,119.0,365.0,1,,,,,,10076
158,10076_315.jpg,5,148.0,491.0,,,,5,,,10076
159,10076_315.jpg,5,283.0,365.0,2,,,,,,10076
160,10076_315.jpg,5,378.0,383.0,,,,4,,,10076
161,10076_315.jpg,5,291.0,351.0,,2,,,,,10076
162,10076_315.jpg,5,238.0,423.0,1,,,,,,10076
163,12578_45.jpg,1,259.0,431.0,2,,,,,,12578
164,12578_135.jpg,1,268.0,499.0,,,,5,,,12578
165,12578_225.jpg,1,385.0,443.0,2,,,,,,12578
166,12578_315.jpg,1,314.0,424.0,,,,5,,,12578
167,12582_45.jpg,1,299.0,440.0,2,,,,,,12582
168,12582_135.jpg,1,324.0,454.0,2,,,,,,12582
169,12582_225.jpg,1,336.0,430.0,2,,,,,,12582
170,12582_315.jpg,1,302.0,439.0,2,,,,,,12582
171,12584_45.jpg,1,353.0,406.0,2,,,,,,12584
172,12584_135.jpg,1,219.0,424.0,2,,,,,,12584
173,12584_225.jpg,1,232.0,493.0,1,,,,,,12584
174,12584_315.jpg,1,483.0,446.0,2,,,,,,12584
175,13736_45.jpg,2,159.0,350.0,2,,,,,,13736
176,13736_45.jpg,2,227.0,367.0,2,,,,,,13736
177,13736_135.jpg,0,,,,,,,,,13736
178,13736_225.jpg,0,,,,,,,,,13736
179,13736_315.jpg,0,,,,,,,,,13736
180,14185_45.jpg,1,621.0,393.0,1,,,,,,14185
181,14185_135.jpg,1,529.0,363.0,2,,,,,,14185
182,14185_225.jpg,0,,,,,,,,,14185
183,14185_315.jpg,0,,,,,,,,,14185
184,14902_45.jpg,0,,,,,,,,,14902
185,14902_135.jpg,0,,,,,,,,,14902
186,14902_225.jpg,0,,,,,,,,,14902
187,14902_315.jpg,0,,,,,,,,,14902
188,15377_45.jpg,0,,,,,,,,,15377
189,15377_135.jpg,1,624.0,390.0,3,,,,,,15377
190,15377_225.jpg,2,379.0,463.0,1,,,,,,15377
191,15377_225.jpg,2,525.0,473.0,,,1,,,,15377
192,15377_315.jpg,1,388.0,353.0,1,,,,,,15377
193,15780_45.jpg,0,,,,,,,,,15780
194,15780_135.jpg,0,,,,,,,,,15780
195,15780_225.jpg,0,,,,,,,,,15780
196,15780_315.jpg,0,,,,,,,,,15780
197,16005_45.jpg,1,609.0,439.0,1,,,,,,16005
198,16005_135.jpg,2,12.0,450.0,1,,,,,,16005
199,16005_135.jpg,2,301.0,401.0,1,,,,,,16005
200,16005_225.jpg,0,,,,,,,,,16005
201,16005_315.jpg,5,51.0,401.0,1,,,,,,16005
202,16005_315.jpg,5,263.0,383.0,,,,5,,,16005
203,16005_315.jpg,5,279.0,372.0,,,,5,,,16005
204,16005_315.jpg,5,257.0,353.0,1,,,,,,16005
205,16005_315.jpg,5,562.0,527.0,,,1,,,,16005
206,16078_45.jpg,3,509.0,472.0,2,,,,,,16078
207,16078_45.jpg,3,18.0,425.0,2,,,,,,16078
208,16078_45.jpg,3,100.0,395.0,,1,,,,,16078
209,16078_135.jpg,1,71.0,457.0,,3,,,,,16078
210,16078_225.jpg,1,573.0,430.0,,1,,,,,16078
211,16078_315.jpg,7,21.0,419.0,2,,,,,,16078
212,16078_315.jpg,7,626.0,426.0,2,,,,,,16078
213,16078_315.jpg,7,238.0,363.0,2,,,,,,16078
214,16078_315.jpg,7,557.0,391.0,,3,,,,,16078
215,16078_315.jpg,7,463.0,348.0,,3,,,,,16078
216,16078_315.jpg,7,311.0,343.0,,3,,,,,16078
217,16078_315.jpg,7,535.0,379.0,,2,,,,,16078
218,16125_45.jpg,1,531.0,439.0,,,,4,,,16125
219,16125_135.jpg,0,,,,,,,,,16125
220,16125_225.jpg,1,15.0,437.0,1,,,,,,16125
221,16125_315.jpg,4,13.0,467.0,,,,4,,,16125
222,16125_315.jpg,4,143.0,431.0,1,,,,,,16125
223,16125_315.jpg,4,433.0,410.0,1,,,,,,16125
224,16125_315.jpg,4,381.0,380.0,,3,,,,,16125
225,16127_45.jpg,1,231.0,537.0,2,,,,,,16127
226,16127_135.jpg,2,133.0,387.0,1,,,,,,16127
227,16127_135.jpg,2,369.0,377.0,1,,,,,,16127
228,16127_225.jpg,3,295.0,511.0,3,,,,,,16127
229,16127_225.jpg,3,451.0,490.0,,1,,,,,16127
230,16127_225.jpg,3,290.0,428.0,,1,,,,,16127
231,16127_315.jpg,0,,,,,,,,,16127
232,16175_45.jpg,1,219.0,360.0,3,,,,,,16175
233,16175_135.jpg,1,343.0,372.0,2,,,,,,16175
234,16175_225.jpg,1,260.0,383.0,3,,,,,,16175
235,16175_315.jpg,1,476.0,380.0,2,,,,,,16175
236,16177_45.jpg,0,,,,,,,,,16177
237,16177_135.jpg,1,623.0,430.0,2,,,,,,16177
238,16177_225.jpg,2,392.0,369.0,2,,,,,,16177
239,16177_225.jpg,2,3.0,434.0,2,,,,,,16177
240,16177_315.jpg,0,,,,,,,,,16177
241,16180_45.jpg,0,,,,,,,,,16180
242,16180_135.jpg,2,100.0,352.0,,,,1,,,16180
243,16180_135.jpg,2,160.0,369.0,2,,,,,,16180
244,16180_225.jpg,2,282.0,426.0,4,,,,,,16180
245,16180_225.jpg,2,456.0,407.0,3,,,,,,16180
246,16180_315.jpg,0,,,,,,,,,16180
247,16188_45.jpg,1,407.0,350.0,2,,,,,,16188
248,16188_135.jpg,1,361.0,351.0,3,,,,,,16188
249,16188_225.jpg,2,357.0,482.0,2,,,,,,16188
250,16188_225.jpg,2,58.0,389.0,3,,,,,,16188
251,16188_315.jpg,1,567.0,430.0,4,,,,,,16188
252,16215_45.jpg,2,403.0,393.0,3,,,,,,16215
253,16215_45.jpg,2,609.0,427.0,4,,,,,,16215
254,16215_135.jpg,1,243.0,376.0,2,,,,,,16215
255,16215_225.jpg,1,219.0,437.0,2,,,,,,16215
256,16215_315.jpg,1,306.0,439.0,2,,,,,,16215
257,16218_45.jpg,2,67.0,530.0,1,,,,,,16218
258,16218_45.jpg,2,506.0,373.0,2,,,,,,16218
259,16218_135.jpg,2,538.0,404.0,2,,,,,,16218
260,16218_135.jpg,2,257.0,367.0,2,,,,,,16218
261,16218_225.jpg,0,,,,,,,,,16218
262,16218_315.jpg,0,,,,,,,,,16218
263,16258_45.jpg,1,547.0,389.0,4,,,,,,16258
264,16258_135.jpg,1,258.0,368.0,,,,1,,,16258
265,16258_225.jpg,1,70.0,440.0,3,,,,,,16258
266,16258_315.jpg,0,,,,,,,,,16258
267,16275_45.jpg,1,616.0,434.0,2,,,,,,16275
268,16275_135.jpg,1,207.0,387.0,3,,,,,,16275
269,16275_225.jpg,1,324.0,446.0,3,,,,,,16275
270,16275_315.jpg,2,276.0,403.0,2,,,,,,16275
271,16275_315.jpg,2,229.0,404.0,1,,,,,,16275
272,16324_45.jpg,0,,,,,,,,,16324
273,16324_135.jpg,0,,,,,,,,,16324
274,16324_225.jpg,0,,,,,,,,,16324
275,16324_315.jpg,0,,,,,,,,,16324
276,16376_45.jpg,1,191.0,385.0,2,,,,,,16376
277,16376_135.jpg,1,294.0,396.0,2,,,,,,16376
278,16376_225.jpg,1,353.0,405.0,2,,,,,,16376
279,16376_315.jpg,1,309.0,382.0,1,,,,,,16376
280,16377_45.jpg,1,285.0,441.0,1,,,,,,16377
281,16377_135.jpg,1,410.0,392.0,1,,,,,,16377
282,16377_225.jpg,1,285.0,362.0,1,,,,,,16377
283,16377_315.jpg,2,154.0,400.0,1,,,,,,16377
284,16377_315.jpg,2,27.0,361.0,,1,,,,,16377
285,16672_45.jpg,2,90.0,384.0,,1,,,,,16672
286,16672_45.jpg,2,102.0,392.0,2,,,,,,16672
287,16672_135.jpg,1,220.0,409.0,,,2,,,,16672
288,16672_225.jpg,2,279.0,430.0,3,,,,,,16672
289,16672_225.jpg,2,462.0,417.0,3,,,,,,16672
290,16672_315.jpg,0,,,,,,,,,16672
291,16679_45.jpg,1,246.0,375.0,3,,,,,,16679
292,16679_135.jpg,1,159.0,404.0,2,,,,,,16679
293,16679_225.jpg,1,458.0,416.0,2,,,,,,16679
294,16679_315.jpg,1,338.0,380.0,2,,,,,,16679
295,16703_45.jpg,1,417.0,416.0,2,,,,,,16703
296,16703_135.jpg,1,264.0,399.0,2,,,,,,16703
297,16703_225.jpg,0,,,,,,,,,16703
298,16703_315.jpg,0,,,,,,,,,16703
299,16706_45.jpg,1,576.0,448.0,1,,,,,,16706
300,16706_135.jpg,1,624.0,424.0,2,,,,,,16706
301,16706_225.jpg,2,7.0,429.0,1,,,,,,16706
302,16706_225.jpg,2,562.0,415.0,1,,,,,,16706
303,16706_315.jpg,1,458.0,416.0,2,,,,,,16706
304,16743_45.jpg,2,462.0,406.0,3,,,,,,16743
305,16743_45.jpg,2,299.0,367.0,1,,,,,,16743
306,16743_135.jpg,1,483.0,363.0,2,,,,,,16743
307,16743_225.jpg,1,409.0,355.0,2,,,,,,16743
308,16743_315.jpg,0,,,,,,,,,16743
309,16746_45.jpg,0,,,,,,,,,16746
310,16746_135.jpg,0,,,,,,,,,16746
311,16746_225.jpg,1,589.0,494.0,2,,,,,,16746
312,16746_315.jpg,1,309.0,375.0,2,,,,,,16746
313,16826_45.jpg,2,78.0,432.0,2,,,,,,16826
314,16826_45.jpg,2,605.0,447.0,2,,,,,,16826
315,16826_135.jpg,0,,,,,,,,,16826
316,16826_225.jpg,0,,,,,,,,,16826
317,16826_315.jpg,0,,,,,,,,,16826
318,16833_45.jpg,2,356.0,365.0,1,,,,,,16833
319,16833_45.jpg,2,424.0,363.0,1,,,,,,16833
320,16833_135.jpg,2,311.0,362.0,2,,,,,,16833
321,16833_135.jpg,2,349.0,361.0,2,,,,,,16833
322,16833_225.jpg,2,205.0,376.0,2,,,,,,16833
323,16833_225.jpg,2,157.0,377.0,2,,,,,,16833
324,16833_315.jpg,2,374.0,392.0,1,,,,,,16833
325,16833_315.jpg,2,421.0,392.0,1,,,,,,16833
326,16927_45.jpg,1,273.0,373.0,2,,,,,,16927
327,16927_135.jpg,1,218.0,397.0,2,,,,,,16927
328,16927_225.jpg,1,382.0,415.0,2,,,,,,16927
329,16927_315.jpg,1,420.0,390.0,3,,,,,,16927
330,16968_45.jpg,1,214.0,416.0,5,,,,,,16968
331,16968_135.jpg,0,,,,,,,,,16968
332,16968_225.jpg,1,398.0,350.0,3,,,,,,16968
333,16968_315.jpg,1,490.0,363.0,3,,,,,,16968
334,17014_45.jpg,0,,,,,,,,,17014
335,17014_135.jpg,0,,,,,,,,,17014
336,17014_225.jpg,0,,,,,,,,,17014
337,17014_315.jpg,0,,,,,,,,,17014
338,17026_45.jpg,1,599.0,418.0,3,,,,,,17026
339,17026_135.jpg,1,325.0,358.0,3,,,,,,17026
340,17026_225.jpg,1,365.0,360.0,4,,,,,,17026
341,17026_315.jpg,1,41.0,401.0,1,,,,,,17026
342,17033_45.jpg,2,152.0,467.0,,,,1,,,17033
343,17033_45.jpg,2,510.0,386.0,3,,,,,,17033
344,17033_135.jpg,3,492.0,428.0,3,,,,,,17033
345,17033_135.jpg,3,198.0,367.0,3,,,,,,17033
346,17033_135.jpg,3,256.0,360.0,,,3,,,,17033
347,17033_225.jpg,1,403.0,372.0,1,,,,,,17033
348,17033_315.jpg,1,205.0,390.0,4,,,,,,17033
349,17038_45.jpg,1,446.0,364.0,3,,,,,,17038
350,17038_135.jpg,2,560.0,403.0,3,,,,,,17038
351,17038_135.jpg,2,226.0,364.0,4,,,,,,17038
352,17038_225.jpg,1,332.0,374.0,2,,,,,,17038
353,17038_315.jpg,1,290.0,384.0,3,,,,,,17038
354,17045_45.jpg,2,318.0,354.0,3,,,,,,17045
355,17045_45.jpg,2,128.0,353.0,4,,,,,,17045
356,17045_135.jpg,2,507.0,381.0,4,,,,,,17045
357,17045_135.jpg,2,564.0,389.0,4,,,,,,17045
358,17045_225.jpg,1,393.0,408.0,2,,,,,,17045
359,17045_315.jpg,4,231.0,376.0,3,,,,,,17045
360,17045_315.jpg,4,432.0,347.0,3,,,,,,17045
361,17045_315.jpg,4,446.0,344.0,3,,,,,,17045
362,17045_315.jpg,4,520.0,339.0,3,,,,,,17045
363,17047_45.jpg,2,509.0,381.0,2,,,,,,17047
364,17047_45.jpg,2,223.0,459.0,4,,,,,,17047
365,17047_135.jpg,2,457.0,408.0,4,,,,,,17047
366,17047_135.jpg,2,196.0,364.0,3,,,,,,17047
367,17047_225.jpg,1,382.0,380.0,3,,,,,,17047
368,17047_315.jpg,1,210.0,394.0,3,,,,,,17047
369,17049_45.jpg,2,287.0,389.0,4,,,,,,17049
370,17049_45.jpg,2,215.0,365.0,,,,,1,,17049
371,17049_135.jpg,1,333.0,486.0,4,,,,,,17049
372,17049_225.jpg,2,492.0,388.0,3,,,,,,17049
373,17049_225.jpg,2,559.0,358.0,3,,,,,,17049
374,17049_315.jpg,0,,,,,,,,,17049
375,17051_45.jpg,1,372.0,367.0,3,,,,,,17051
376,17051_135.jpg,1,180.0,390.0,3,,,,,,17051
377,17051_225.jpg,2,174.0,449.0,4,,,,,,17051
378,17051_225.jpg,2,502.0,377.0,3,,,,,,17051
379,17051_315.jpg,2,543.0,401.0,4,,,,,,17051
380,17051_315.jpg,2,223.0,366.0,3,,,,,,17051
381,17053_45.jpg,1,336.0,360.0,2,,,,,,17053
382,17053_135.jpg,1,190.0,374.0,2,,,,,,17053
383,17053_225.jpg,1,384.0,376.0,3,,,,,,17053
384,17053_315.jpg,1,362.0,355.0,2,,,,,,17053
385,17062_45.jpg,1,579.0,401.0,3,,,,,,17062
386,17062_135.jpg,1,295.0,361.0,3,,,,,,17062
387,17062_225.jpg,2,358.0,357.0,3,,,,,,17062
388,17062_225.jpg,2,15.0,396.0,4,,,,,,17062
389,17062_315.jpg,1,55.0,405.0,3,,,,,,17062
390,17066_45.jpg,1,486.0,408.0,,,,,1,,17066
391,17066_135.jpg,1,297.0,373.0,3,,,,,,17066
392,17066_225.jpg,0,,,,,,,,,17066
393,17066_315.jpg,0,,,,,,,,,17066
394,17067_45.jpg,2,387.0,381.0,3,,,,,,17067
395,17067_45.jpg,2,8.0,427.0,3,,,,,,17067
396,17067_135.jpg,1,147.0,387.0,3,,,,,,17067
397,17067_225.jpg,0,,,,,,,,,17067
398,17067_315.jpg,1,271.0,367.0,2,,,,,,17067
399,17068_45.jpg,0,,,,,,,,,17068
400,17068_135.jpg,0,,,,,,,,,17068
401,17068_225.jpg,1,362.0,361.0,2,,,,,,17068
402,17068_315.jpg,1,81.0,400.0,3,,,,,,17068
403,17073_45.jpg,0,,,,,,,,,17073
404,17073_135.jpg,0,,,,,,,,,17073
405,17073_225.jpg,0,,,,,,,,,17073
406,17073_315.jpg,0,,,,,,,,,17073
407,17141_45.jpg,0,,,,,,,,,17141
408,17141_135.jpg,1,519.0,342.0,2,,,,,,17141
409,17141_225.jpg,2,338.0,367.0,2,,,,,,17141
410,17141_225.jpg,2,275.0,363.0,3,,,,,,17141
411,17141_315.jpg,1,410.0,349.0,3,,,,,,17141
412,17152_45.jpg,0,,,,,,,,,17152
413,17152_135.jpg,4,32.0,405.0,1,,,,,,17152
414,17152_135.jpg,4,205.0,375.0,1,,,,,,17152
415,17152_135.jpg,4,419.0,361.0,1,,,,,,17152
416,17152_135.jpg,4,486.0,354.0,1,,,,,,17152
417,17152_225.jpg,1,329.0,358.0,2,,,,,,17152
418,17152_315.jpg,2,462.0,370.0,3,,,,,,17152
419,17152_315.jpg,2,78.0,413.0,2,,,,,,17152
420,17170_45.jpg,2,246.0,382.0,1,,,,,,17170
421,17170_45.jpg,2,311.0,385.0,1,,,,,,17170
422,17170_135.jpg,1,404.0,364.0,4,,,,,,17170
423,17170_225.jpg,0,,,,,,,,,17170
424,17170_315.jpg,1,533.0,399.0,2,,,,,,17170
425,17179_45.jpg,1,176.0,379.0,3,,,,,,17179
426,17179_135.jpg,1,372.0,388.0,3,,,,,,17179
427,17179_225.jpg,0,,,,,,,,,17179
428,17179_315.jpg,2,455.0,375.0,2,,,,,,17179
429,17179_315.jpg,2,512.0,375.0,2,,,,,,17179
430,17202_45.jpg,0,,,,,,,,,17202
431,17202_135.jpg,2,482.0,374.0,2,,,,,,17202
432,17202_135.jpg,2,123.0,382.0,2,,,,,,17202
433,17202_225.jpg,2,328.0,439.0,3,,,,,,17202
434,17202_225.jpg,2,278.0,404.0,,1,,,,,17202
435,17202_315.jpg,0,,,,,,,,,17202
436,17221_45.jpg,0,,,,,,,,,17221
437,17221_135.jpg,0,,,,,,,,,17221
438,17221_225.jpg,4,114.0,487.0,4,,,,,,17221
439,17221_225.jpg,4,189.0,425.0,2,,,,,,17221
440,17221_225.jpg,4,465.0,371.0,2,,,,,,17221
441,17221_225.jpg,4,405.0,373.0,3,,,,,,17221
442,17221_315.jpg,2,467.0,369.0,3,,,,,,17221
443,17221_315.jpg,2,336.0,354.0,3,,,,,,17221
444,17277_45.jpg,0,,,,,,,,,17277
445,17277_135.jpg,1,528.0,423.0,2,,,,,,17277
446,17277_225.jpg,1,352.0,386.0,2,,,,,,17277
447,17277_315.jpg,0,,,,,,,,,17277
448,17343_45.jpg,0,,,,,,,,,17343
449,17343_135.jpg,0,,,,,,,,,17343
450,17343_225.jpg,2,481.0,497.0,4,,,,,,17343
451,17343_225.jpg,2,502.0,447.0,,,,,,1,17343
452,17343_315.jpg,2,88.0,536.0,3,,,,,,17343
453,17343_315.jpg,2,548.0,384.0,3,,,,,,17343
454,17385_45.jpg,1,471.0,359.0,2,,,,,,17385
455,17385_135.jpg,1,394.0,345.0,2,,,,,,17385
456,17385_225.jpg,5,317.0,420.0,2,,,,,,17385
457,17385_225.jpg,5,368.0,422.0,,,,,,1,17385
458,17385_225.jpg,5,294.0,405.0,,,1,,,,17385
459,17385_225.jpg,5,258.0,386.0,,,1,,,,17385
460,17385_225.jpg,5,225.0,372.0,,,1,,,,17385
461,17385_315.jpg,0,,,,,,,,,17385
462,17386_45.jpg,2,251.0,352.0,4,,,,,,17386
463,17386_45.jpg,2,86.0,356.0,,5,,,,,17386
464,17386_135.jpg,4,144.0,376.0,1,,,,,,17386
465,17386_135.jpg,4,222.0,372.0,4,,,,,,17386
466,17386_135.jpg,4,247.0,367.0,,1,,,,,17386
