img_id,heading,crop_number,0_missing,1_null,2_obstacle,3_present,4_surface_prob,5_nosidewalk,6_occlusion,count_all,ground_truth
1042,45,5,0,0,3,0,0,0,0,3,2_obstacle
1042,45,6,0,0,1,0,0,0,0,1,2_obstacle
1042,45,7,0,1,0,0,0,0,0,0,1_null
1042,135,1,0,1,0,0,0,0,0,0,1_null
1042,135,2,0,1,0,0,0,0,0,0,1_null
1042,135,3,0,1,0,0,0,0,0,0,1_null
1042,135,4,0,0,1,0,0,0,0,1,2_obstacle
1042,135,5,0,1,0,0,0,0,0,0,1_null
1042,135,6,0,1,0,0,0,0,0,0,1_null
1042,135,7,0,0,1,0,0,0,0,1,2_obstacle
1042,225,1,0,1,0,0,0,0,0,0,1_null
1042,225,2,0,1,0,0,0,0,0,0,1_null
1042,225,3,0,1,0,0,0,0,0,0,1_null
1042,225,4,0,1,0,0,0,0,0,0,1_null
1042,225,5,0,1,0,0,0,0,0,0,1_null
1042,225,6,0,1,0,0,0,0,0,0,1_null
1042,225,7,0,1,0,0,0,0,0,0,1_null
1042,315,1,0,0,1,0,0,0,0,1,2_obstacle
1042,315,2,0,0,3,0,0,0,0,3,2_obstacle
1042,315,3,0,0,3,0,0,0,0,3,2_obstacle
1042,315,4,0,1,0,0,0,0,0,0,1_null
1042,315,5,0,0,2,0,0,0,0,2,2_obstacle
1042,315,6,0,0,3,0,0,0,0,3,2_obstacle
1042,315,7,0,0,1,0,0,0,0,1,2_obstacle
1195,45,1,0,1,0,0,0,0,0,0,1_null
1195,45,2,0,0,0,1,0,0,0,1,3_present
1195,45,3,0,1,0,0,0,0,0,0,1_null
1195,45,4,0,1,0,0,0,0,0,0,1_null
1195,45,5,1,0,0,1,0,0,0,2,0_missing
1195,45,6,1,0,0,1,0,0,0,2,0_missing
1195,45,7,0,1,0,0,0,0,0,0,1_null
1195,135,1,0,1,0,0,0,0,0,0,1_null
1195,135,2,0,1,0,0,0,0,0,0,1_null
1195,135,3,0,0,0,0,1,0,0,1,4_surface_prob
1195,135,4,0,1,0,0,0,0,0,0,1_null
1195,135,5,0,0,0,0,1,0,0,1,4_surface_prob
1195,135,6,0,0,0,0,2,0,0,2,4_surface_prob
1195,135,7,0,0,0,0,1,0,0,1,4_surface_prob
1195,225,1,0,1,0,0,0,0,0,0,1_null
1195,225,2,0,1,0,0,0,0,0,0,1_null
1195,225,3,0,1,0,0,0,0,0,0,1_null
1195,225,4,0,1,0,0,0,0,0,0,1_null
1195,225,5,0,1,0,0,0,0,0,0,1_null
1195,225,6,0,1,0,0,0,0,0,0,1_null
1195,225,7,0,1,0,0,0,0,0,0,1_null
1195,315,1,0,1,0,0,0,0,0,0,1_null
1195,315,2,0,1,0,0,0,0,0,0,1_null
1195,315,3,0,1,0,0,0,0,0,0,1_null
1195,315,4,0,1,0,0,0,0,0,0,1_null
1195,315,5,0,1,0,0,0,0,0,0,1_null
1195,315,6,0,1,0,0,0,0,0,0,1_null
1195,315,7,0,1,0,0,0,0,0,0,1_null
1205,45,1,0,0,0,1,0,0,0,1,3_present
1205,45,2,0,0,0,1,0,0,0,1,3_present
1205,45,3,0,1,0,0,0,0,0,0,1_null
1205,45,4,0,1,0,0,0,0,0,0,1_null
1205,45,5,0,0,0,1,0,0,0,1,3_present
1205,45,6,0,0,0,1,0,0,0,1,3_present
1205,45,7,0,1,0,0,0,0,0,0,1_null
1205,135,1,0,0,1,2,0,0,0,3,2_obstacle
1205,135,2,0,0,0,2,0,0,0,2,3_present
1205,135,3,0,0,0,1,0,0,0,1,3_present
1205,135,4,0,1,0,0,0,0,0,0,1_null
1205,135,5,0,0,1,2,0,0,0,3,2_obstacle
1205,135,6,0,0,0,2,0,0,0,2,3_present
1205,135,7,0,0,0,1,0,0,0,1,3_present
1205,225,1,0,1,0,0,0,0,0,0,1_null
1205,225,2,0,1,0,0,0,0,0,0,1_null
1205,225,3,0,1,0,0,0,0,0,0,1_null
1205,225,4,0,1,0,0,0,0,0,0,1_null
1205,225,5,0,1,0,0,0,0,0,0,1_null
1205,225,6,0,1,0,0,0,0,0,0,1_null
1205,225,7,0,1,0,0,0,0,0,0,1_null
1205,315,1,0,1,0,0,0,0,0,0,1_null
1205,315,2,0,1,0,0,0,0,0,0,1_null
1205,315,3,0,1,0,0,0,0,0,0,1_null
1205,315,4,0,1,0,0,0,0,0,0,1_null
1205,315,5,0,1,0,0,0,0,0,0,1_null
1205,315,6,0,1,0,0,0,0,0,0,1_null
1205,315,7,0,1,0,0,0,0,0,0,1_null
1525,45,1,0,1,0,0,0,0,0,0,1_null
1525,45,2,0,1,0,0,0,0,0,0,1_null
1525,45,3,0,1,0,0,0,0,0,0,1_null
1525,45,4,0,1,0,0,0,0,0,0,1_null
1525,45,5,0,0,0,1,0,0,0,1,3_present
1525,45,6,0,0,0,1,0,0,0,1,3_present
1525,45,7,0,1,0,0,0,0,0,0,1_null
1525,135,1,0,1,0,0,0,0,0,0,1_null
1525,135,2,0,1,0,0,0,0,0,0,1_null
1525,135,3,0,1,0,0,0,0,0,0,1_null
1525,135,4,0,1,0,0,0,0,0,0,1_null
1525,135,5,0,1,0,0,0,0,0,0,1_null
1525,135,6,0,1,0,0,0,0,0,0,1_null
1525,135,7,0,1,0,0,0,0,0,0,1_null
1525,225,1,0,1,0,0,0,0,0,0,1_null
1525,225,2,0,1,0,0,0,0,0,0,1_null
1525,225,3,0,1,0,0,0,0,0,0,1_null
1525,225,4,0,1,0,0,0,0,0,0,1_null
1525,225,5,0,1,0,0,0,0,0,0,1_null
1525,225,6,0,1,0,0,0,0,0,0,1_null
1525,225,7,0,1,0,0,0,0,0,0,1_null
1525,315,1,0,1,0,0,0,0,0,0,1_null
1525,315,2,0,1,0,0,0,0,0,0,1_null
1525,315,3,0,0,0,1,0,0,0,1,3_present
1525,315,4,0,1,0,0,0,0,0,0,1_null
1525,315,5,0,1,0,0,0,0,0,0,1_null
1525,315,6,0,0,0,1,0,0,0,1,3_present
1525,315,7,0,0,0,1,0,0,0,1,3_present
1532,45,1,0,1,0,0,0,0,0,0,1_null
1532,45,2,0,1,0,0,0,0,0,0,1_null
1532,45,3,0,1,0,0,0,0,0,0,1_null
1532,45,4,0,1,0,0,0,0,0,0,1_null
1532,45,5,0,1,0,0,0,0,0,0,1_null
1532,45,6,0,1,0,0,0,0,0,0,1_null
1532,45,7,0,1,0,0,0,0,0,0,1_null
1532,135,1,0,1,0,0,0,0,0,0,1_null
1532,135,2,0,1,0,0,0,0,0,0,1_null
1532,135,3,0,1,0,0,0,0,0,0,1_null
1532,135,4,0,1,0,0,0,0,0,0,1_null
1532,135,5,0,0,0,0,0,1,0,1,1_null
1532,135,6,0,0,0,0,0,1,0,1,1_null
1532,135,7,0,1,0,0,0,0,0,0,1_null
1532,225,1,0,1,0,0,0,0,0,0,1_null
1532,225,2,0,1,0,0,0,0,0,0,1_null
1532,225,3,0,1,0,0,0,0,0,0,1_null
1532,225,4,0,1,0,0,0,0,0,0,1_null
1532,225,5,0,1,0,0,0,0,0,0,1_null
1532,225,6,0,0,0,1,0,0,0,1,3_present
1532,225,7,0,0,0,1,0,0,0,1,3_present
1532,315,1,0,1,0,0,0,0,0,0,1_null
1532,315,2,0,1,0,0,0,0,0,0,1_null
1532,315,3,0,0,0,1,0,0,0,1,3_present
1532,315,4,0,0,0,1,0,0,0,1,3_present
1532,315,5,0,1,0,0,0,0,0,0,1_null
1532,315,6,0,0,0,1,0,0,0,1,3_present
1532,315,7,0,0,0,1,0,0,0,1,3_present
1636,45,1,0,1,0,0,0,0,0,0,1_null
1636,45,2,0,1,0,0,0,0,0,0,1_null
1636,45,3,0,1,0,0,0,0,0,0,1_null
1636,45,4,0,1,0,0,0,0,0,0,1_null
1636,45,5,0,1,0,0,0,0,0,0,1_null
1636,45,6,0,0,0,1,0,0,0,1,3_present
1636,45,7,0,0,0,1,0,0,0,1,3_present
1636,135,1,0,1,0,0,0,0,0,0,1_null
1636,135,2,0,0,0,1,0,0,0,1,3_present
1636,135,3,0,0,0,1,0,0,0,1,3_present
1636,135,4,0,1,0,0,0,0,0,0,1_null
1636,135,5,0,1,0,0,0,0,0,0,1_null
1636,135,6,0,0,0,1,0,0,0,1,3_present
1636,135,7,0,1,0,0,0,0,0,0,1_null
1636,225,1,0,1,0,0,0,0,0,0,1_null
1636,225,2,1,0,0,0,0,0,0,1,0_missing
1636,225,3,1,0,0,0,0,0,0,1,0_missing
1636,225,4,0,1,0,0,0,0,0,0,1_null
1636,225,5,0,0,0,1,0,0,0,1,3_present
1636,225,6,1,0,0,1,0,0,0,2,0_missing
1636,225,7,1,0,0,0,0,0,0,1,0_missing
1636,315,1,0,1,0,0,0,0,0,0,1_null
1636,315,2,0,1,0,0,0,0,0,0,1_null
1636,315,3,0,1,0,0,0,0,0,0,1_null
1636,315,4,0,1,0,0,0,0,0,0,1_null
1636,315,5,0,1,0,0,0,0,0,0,1_null
1636,315,6,0,0,0,1,0,0,0,1,3_present
1636,315,7,0,0,0,1,0,0,0,1,3_present
1663,45,1,0,1,0,0,0,0,0,0,1_null
1663,45,2,0,1,0,0,0,0,0,0,1_null
1663,45,3,0,1,0,0,0,0,0,0,1_null
1663,45,4,0,1,0,0,0,0,0,0,1_null
1663,45,5,0,1,0,0,0,0,0,0,1_null
1663,45,6,0,0,0,1,0,0,0,1,3_present
1663,45,7,0,1,0,0,0,0,0,0,1_null
1663,135,1,0,1,0,0,0,0,0,0,1_null
1663,135,2,1,0,0,0,0,0,0,1,0_missing
1663,135,3,1,0,0,0,0,0,0,1,0_missing
1663,135,4,0,1,0,0,0,0,0,0,1_null
1663,135,5,1,0,0,0,0,0,0,1,0_missing
1663,135,6,1,0,0,1,0,0,0,2,0_missing
1663,135,7,0,0,0,1,0,0,0,1,3_present
1663,225,1,0,1,0,0,0,0,0,0,1_null
1663,225,2,0,0,0,1,0,0,0,1,3_present
1663,225,3,0,0,0,1,0,0,0,1,3_present
1663,225,4,0,1,0,0,0,0,0,0,1_null
1663,225,5,0,1,0,0,0,0,0,0,1_null
1663,225,6,0,0,0,1,0,0,0,1,3_present
1663,225,7,0,0,0,1,0,0,0,1,3_present
1663,315,1,0,1,0,0,0,0,0,0,1_null
1663,315,2,0,1,0,0,0,0,0,0,1_null
1663,315,3,0,1,0,0,0,0,0,0,1_null
1663,315,4,0,1,0,0,0,0,0,0,1_null
1663,315,5,1,0,0,1,0,0,0,2,0_missing
1663,315,6,1,0,0,1,0,0,0,2,0_missing
1663,315,7,0,1,0,0,0,0,0,0,1_null
1747,45,1,0,1,0,0,0,0,0,0,1_null
1747,45,2,0,1,0,0,0,0,0,0,1_null
1747,45,3,0,1,0,0,0,0,0,0,1_null
1747,45,4,0,1,0,0,0,0,0,0,1_null
1747,45,5,0,0,0,1,0,0,0,1,3_present
1747,45,6,0,1,0,0,0,0,0,0,1_null
1747,45,7,0,1,0,0,0,0,0,0,1_null
1747,135,1,0,1,0,0,0,0,0,0,1_null
1747,135,2,0,1,0,0,0,0,0,0,1_null
1747,135,3,0,1,0,0,0,0,0,0,1_null
1747,135,4,0,1,0,0,0,0,0,0,1_null
1747,135,5,0,1,0,0,0,0,0,0,1_null
1747,135,6,0,0,0,1,0,0,0,1,3_present
1747,135,7,0,0,0,1,0,0,0,1,3_present
1747,225,1,0,1,0,0,0,0,0,0,1_null
1747,225,2,0,1,0,0,0,0,0,0,1_null
1747,225,3,0,0,0,1,0,0,0,1,3_present
1747,225,4,0,1,0,0,0,0,0,0,1_null
1747,225,5,0,1,0,0,0,0,0,0,1_null
1747,225,6,0,0,0,1,0,0,0,1,3_present
1747,225,7,0,0,0,1,0,0,0,1,3_present
1747,315,1,0,1,0,0,0,0,0,0,1_null
1747,315,2,0,0,0,1,0,0,0,1,3_present
1747,315,3,0,0,0,1,0,0,0,1,3_present
1747,315,4,0,1,0,0,0,0,0,0,1_null
1747,315,5,0,0,0,1,0,0,0,1,3_present
1747,315,6,0,0,0,1,0,0,0,1,3_present
1747,315,7,0,1,0,0,0,0,0,0,1_null
1894,45,1,0,1,0,0,0,0,0,0,1_null
1894,45,2,0,1,0,0,0,0,0,0,1_null
1894,45,3,0,1,0,0,0,0,0,0,1_null
1894,45,4,0,1,0,0,0,0,0,0,1_null
1894,45,5,0,1,0,0,0,0,0,0,1_null
1894,45,6,0,1,0,0,0,0,0,0,1_null
1894,45,7,0,1,0,0,0,0,0,0,1_null
1894,135,1,0,1,0,0,0,0,0,0,1_null
1894,135,2,0,1,0,0,0,0,0,0,1_null
1894,135,3,0,1,0,0,0,0,0,0,1_null
1894,135,4,0,1,0,0,0,0,0,0,1_null
1894,135,5,0,1,0,0,0,0,0,0,1_null
1894,135,6,0,1,0,0,0,0,0,0,1_null
1894,135,7,0,1,0,0,0,0,0,0,1_null
1894,225,1,0,1,0,0,0,0,0,0,1_null
1894,225,2,0,1,0,0,0,0,0,0,1_null
1894,225,3,0,1,0,0,0,0,0,0,1_null
1894,225,4,0,1,0,0,0,0,0,0,1_null
1894,225,5,0,1,0,0,0,0,0,0,1_null
1894,225,6,0,1,0,0,0,0,0,0,1_null
1894,225,7,0,1,0,0,0,0,0,0,1_null
1894,315,1,0,1,0,0,0,0,0,0,1_null
1894,315,2,0,1,0,0,0,0,0,0,1_null
1894,315,3,0,1,0,0,0,0,0,0,1_null
1894,315,4,0,0,0,0,1,0,0,1,4_surface_prob
1894,315,5,0,1,0,0,0,0,0,0,1_null
1894,315,6,0,1,0,0,0,0,0,0,1_null
1894,315,7,0,0,0,0,1,0,0,1,4_surface_prob
1895,45,1,0,1,0,0,0,0,0,0,1_null
1895,45,2,0,1,0,0,0,0,0,0,1_null
1895,45,3,0,0,0,0,0,1,0,1,1_null
1895,45,4,0,0,0,0,0,1,0,1,1_null
1895,45,5,0,1,0,0,0,0,0,0,1_null
1895,45,6,0,0,0,0,0,1,0,1,1_null
1895,45,7,0,0,0,0,0,1,0,1,1_null
1895,135,1,0,1,0,0,0,0,0,0,1_null
1895,135,2,0,1,0,0,0,0,0,0,1_null
1895,135,3,0,1,0,0,0,0,0,0,1_null
1895,135,4,0,1,0,0,0,0,0,0,1_null
1895,135,5,0,1,0,0,0,0,0,0,1_null
1895,135,6,0,1,0,0,0,0,0,0,1_null
1895,135,7,0,1,0,0,0,0,0,0,1_null
1895,225,1,0,1,0,0,0,0,0,0,1_null
1895,225,2,0,1,0,0,0,0,0,0,1_null
1895,225,3,0,1,0,0,0,0,0,0,1_null
1895,225,4,0,1,0,0,0,0,0,0,1_null
1895,225,5,0,1,0,0,0,0,0,0,1_null
1895,225,6,0,1,0,0,0,0,0,0,1_null
1895,225,7,0,1,0,0,0,0,0,0,1_null
1895,315,1,0,1,0,0,0,0,0,0,1_null
1895,315,2,0,1,0,0,0,0,0,0,1_null
1895,315,3,0,1,0,0,0,0,0,0,1_null
1895,315,4,0,1,0,0,0,0,0,0,1_null
1895,315,5,0,1,0,0,0,0,0,0,1_null
1895,315,6,0,1,0,0,0,0,0,0,1_null
1895,315,7,0,1,0,0,0,0,0,0,1_null
1899,45,1,0,1,0,0,0,0,0,0,1_null
1899,45,2,0,0,0,1,0,0,0,1,3_present
1899,45,3,0,1,0,0,0,0,0,0,1_null
1899,45,4,0,1,0,0,0,0,0,0,1_null
1899,45,5,0,0,0,1,0,0,0,1,3_present
1899,45,6,0,0,0,1,0,0,0,1,3_present
1899,45,7,0,1,0,0,0,0,0,0,1_null
1899,135,1,0,1,0,0,0,0,0,0,1_null
1899,135,2,0,0,0,1,0,0,0,1,3_present
1899,135,3,0,0,0,2,0,0,0,2,3_present
1899,135,4,0,1,0,0,0,0,0,0,1_null
1899,135,5,0,0,0,1,0,0,0,1,3_present
1899,135,6,0,0,0,2,0,0,0,2,3_present
1899,135,7,0,0,0,1,0,0,0,1,3_present
1899,225,1,0,1,0,0,0,0,0,0,1_null
1899,225,2,0,0,0,1,0,0,0,1,3_present
1899,225,3,0,1,0,0,0,0,0,0,1_null
1899,225,4,0,1,0,0,0,0,0,0,1_null
1899,225,5,0,0,0,1,0,0,0,1,3_present
1899,225,6,0,0,0,1,0,0,0,1,3_present
1899,225,7,0,1,0,0,0,0,0,0,1_null
1899,315,1,0,1,0,0,0,0,0,0,1_null
1899,315,2,0,1,0,0,0,0,0,0,1_null
1899,315,3,0,1,0,0,0,0,0,0,1_null
1899,315,4,0,1,0,0,0,0,0,0,1_null
1899,315,5,0,0,0,1,0,0,0,1,3_present
1899,315,6,0,0,0,1,0,0,0,1,3_present
1899,315,7,0,1,0,0,0,0,0,0,1_null
1908,45,1,0,1,0,0,0,0,0,0,1_null
1908,45,2,0,1,0,0,0,0,0,0,1_null
1908,45,3,0,1,0,0,0,0,0,0,1_null
1908,45,4,0,1,0,0,0,0,0,0,1_null
1908,45,5,0,0,0,1,0,0,0,1,3_present
1908,45,6,0,1,0,0,0,0,0,0,1_null
1908,45,7,0,1,0,0,0,0,0,0,1_null
1908,135,1,0,1,0,0,0,0,0,0,1_null
1908,135,2,0,1,0,0,0,0,0,0,1_null
1908,135,3,0,1,0,0,0,0,0,0,1_null
1908,135,4,0,1,0,0,0,0,0,0,1_null
1908,135,5,0,1,0,0,0,0,0,0,1_null
1908,135,6,0,0,0,1,0,0,0,1,3_present
1908,135,7,0,0,0,1,0,0,0,1,3_present
1908,225,1,0,1,0,0,0,0,0,0,1_null
1908,225,2,0,1,0,0,0,0,0,0,1_null
1908,225,3,0,0,0,1,0,0,0,1,3_present
1908,225,4,0,0,0,2,0,0,0,2,3_present
1908,225,5,0,1,0,0,0,0,0,0,1_null
1908,225,6,0,0,0,1,0,0,0,1,3_present
1908,225,7,0,0,0,2,0,0,0,2,3_present
1908,315,1,0,0,1,1,0,0,0,2,2_obstacle
1908,315,2,0,0,1,1,0,0,0,2,2_obstacle
1908,315,3,0,0,0,1,0,0,0,1,3_present
1908,315,4,0,1,0,0,0,0,0,0,1_null
1908,315,5,0,0,1,1,0,0,0,2,2_obstacle
1908,315,6,0,0,1,2,0,0,0,3,2_obstacle
1908,315,7,0,0,0,1,0,0,0,1,3_present
1914,45,1,0,1,0,0,0,0,0,0,1_null
1914,45,2,0,1,0,0,0,0,0,0,1_null
1914,45,3,0,0,0,0,2,0,0,2,4_surface_prob
1914,45,4,0,1,0,0,0,0,0,0,1_null
1914,45,5,0,1,0,0,0,0,0,0,1_null
1914,45,6,0,0,0,0,2,0,0,2,4_surface_prob
1914,45,7,0,0,0,0,2,0,0,2,4_surface_prob
1914,135,1,0,1,0,0,0,0,0,0,1_null
1914,135,2,0,1,0,0,0,0,0,0,1_null
1914,135,3,0,1,0,0,0,0,0,0,1_null
1914,135,4,0,1,0,0,0,0,0,0,1_null
1914,135,5,0,0,0,0,2,0,0,2,4_surface_prob
1914,135,6,0,1,0,0,0,0,0,0,1_null
1914,135,7,0,1,0,0,0,0,0,0,1_null
1914,225,1,0,1,0,0,0,0,0,0,1_null
1914,225,2,0,1,0,0,0,0,0,0,1_null
1914,225,3,0,1,0,0,0,0,0,0,1_null
1914,225,4,0,1,0,0,0,0,0,0,1_null
1914,225,5,0,1,0,0,0,0,0,0,1_null
1914,225,6,0,1,0,0,0,0,0,0,1_null
1914,225,7,0,0,0,1,0,0,0,1,3_present
1914,315,1,0,1,0,0,0,0,0,0,1_null
1914,315,2,0,1,0,0,0,0,0,0,1_null
1914,315,3,0,0,0,1,0,0,0,1,3_present
1914,315,4,0,0,0,1,0,0,0,1,3_present
1914,315,5,0,1,0,0,0,0,0,0,1_null
1914,315,6,0,1,0,0,0,0,0,0,1_null
1914,315,7,0,0,0,1,0,0,0,1,3_present
1926,45,1,0,1,0,0,0,0,0,0,1_null
1926,45,2,0,1,0,0,0,0,0,0,1_null
1926,45,3,0,1,0,0,0,0,0,0,1_null
1926,45,4,0,1,0,0,0,0,0,0,1_null
1926,45,5,0,1,0,0,0,0,0,0,1_null
1926,45,6,0,0,0,1,0,0,0,1,3_present
