,img_id,heading,crop_number,0_missing,1_null,2_obstacle,3_present,4_surface_prob,5_nosidewalk,6_occlusion,count_all,ground_truth,img_heading_folder,original_image_path,new_image_path,image_name
48,945,225,1,0,1,0,0,0,0,0,0,1_null,945_225,crops/945_225/1.jpg,labeled-train/1_null/945_225_1.jpg,945_225_1.jpg
49,945,225,5,0,0,0,0,0,1,0,1,1_null,945_225,crops/945_225/5.jpg,labeled-train/1_null/945_225_5.jpg,945_225_5.jpg
50,945,225,6,0,1,0,0,0,0,0,0,1_null,945_225,crops/945_225/6.jpg,labeled-train/1_null/945_225_6.jpg,945_225_6.jpg
51,945,225,7,0,0,0,0,0,1,0,1,1_null,945_225,crops/945_225/7.jpg,labeled-train/1_null/945_225_7.jpg,945_225_7.jpg
52,945,315,1,0,0,0,0,0,1,0,1,1_null,945_315,crops/945_315/1.jpg,labeled-train/1_null/945_315_1.jpg,945_315_1.jpg
53,945,315,7,0,1,0,0,0,0,0,0,1_null,945_315,crops/945_315/7.jpg,labeled-train/1_null/945_315_7.jpg,945_315_7.jpg
54,1023,45,1,0,0,1,0,0,0,0,1,2_obstacle,1023_45,crops/1023_45/1.jpg,labeled-train/2_obstacle/1023_45_1.jpg,1023_45_1.jpg
55,1023,45,2,0,0,1,0,0,0,0,1,2_obstacle,1023_45,crops/1023_45/2.jpg,labeled-train/2_obstacle/1023_45_2.jpg,1023_45_2.jpg
56,1023,45,4,0,0,0,0,1,0,0,1,4_surface_prob,1023_45,crops/1023_45/4.jpg,labeled-train/4_surface_prob/1023_45_4.jpg,1023_45_4.jpg
57,1023,45,5,0,0,1,0,0,0,0,1,2_obstacle,1023_45,crops/1023_45/5.jpg,labeled-train/2_obstacle/1023_45_5.jpg,1023_45_5.jpg
58,1023,45,6,0,0,1,0,0,0,0,1,2_obstacle,1023_45,crops/1023_45/6.jpg,labeled-train/2_obstacle/1023_45_6.jpg,1023_45_6.jpg
59,1023,45,7,0,0,0,0,1,0,0,1,4_surface_prob,1023_45,crops/1023_45/7.jpg,labeled-train/4_surface_prob/1023_45_7.jpg,1023_45_7.jpg
60,1023,135,1,0,0,0,0,1,0,0,1,4_surface_prob,1023_135,crops/1023_135/1.jpg,labeled-train/4_surface_prob/1023_135_1.jpg,1023_135_1.jpg
61,1023,135,5,0,0,0,0,1,0,0,1,4_surface_prob,1023_135,crops/1023_135/5.jpg,labeled-train/4_surface_prob/1023_135_5.jpg,1023_135_5.jpg
62,1023,135,6,0,1,0,0,0,0,0,0,1_null,1023_135,crops/1023_135/6.jpg,labeled-train/1_null/1023_135_6.jpg,1023_135_6.jpg
63,1023,225,1,0,0,0,0,1,0,0,1,4_surface_prob,1023_225,crops/1023_225/1.jpg,labeled-train/4_surface_prob/1023_225_1.jpg,1023_225_1.jpg
64,1023,225,2,0,1,0,0,0,0,0,0,1_null,1023_225,crops/1023_225/2.jpg,labeled-train/1_null/1023_225_2.jpg,1023_225_2.jpg
65,1023,225,4,0,1,0,0,0,0,0,0,1_null,1023_225,crops/1023_225/4.jpg,labeled-train/1_null/1023_225_4.jpg,1023_225_4.jpg
66,1023,225,5,0,0,0,0,1,0,0,1,4_surface_prob,1023_225,crops/1023_225/5.jpg,labeled-train/4_surface_prob/1023_225_5.jpg,1023_225_5.jpg
67,1023,315,1,0,1,0,0,0,0,0,0,1_null,1023_315,crops/1023_315/1.jpg,labeled-train/1_null/1023_315_1.jpg,1023_315_1.jpg
68,1023,315,3,0,0,0,0,1,0,0,1,4_surface_prob,1023_315,crops/1023_315/3.jpg,labeled-train/4_surface_prob/1023_315_3.jpg,1023_315_3.jpg
69,1023,315,4,0,0,0,0,1,0,0,1,4_surface_prob,1023_315,crops/1023_315/4.jpg,labeled-train/4_surface_prob/1023_315_4.jpg,1023_315_4.jpg
70,1023,315,6,0,0,0,0,1,0,0,1,4_surface_prob,1023_315,crops/1023_315/6.jpg,labeled-train/4_surface_prob/1023_315_6.jpg,1023_315_6.jpg
71,1023,315,7,0,0,0,0,1,0,0,1,4_surface_prob,1023_315,crops/1023_315/7.jpg,labeled-train/4_surface_prob/1023_315_7.jpg,1023_315_7.jpg
72,1042,45,1,0,0,2,0,0,0,0,2,2_obstacle,1042_45,crops/1042_45/1.jpg,labeled-train/2_obstacle/1042_45_1.jpg,1042_45_1.jpg
73,1042,45,3,0,1,0,0,0,0,0,0,1_null,1042_45,crops/1042_45/3.jpg,labeled-train/1_null/1042_45_3.jpg,1042_45_3.jpg
74,1042,45,5,0,0,3,0,0,0,0,3,2_obstacle,1042_45,crops/1042_45/5.jpg,labeled-train/2_obstacle/1042_45_5.jpg,1042_45_5.jpg
75,1042,45,6,0,0,1,0,0,0,0,1,2_obstacle,1042_45,crops/1042_45/6.jpg,labeled-train/2_obstacle/1042_45_6.jpg,1042_45_6.jpg
76,1042,45,7,0,1,0,0,0,0,0,0,1_null,1042_45,crops/1042_45/7.jpg,labeled-train/1_null/1042_45_7.jpg,1042_45_7.jpg
77,1042,135,1,0,1,0,0,0,0,0,0,1_null,1042_135,crops/1042_135/1.jpg,labeled-train/1_null/1042_135_1.jpg,1042_135_1.jpg
78,1042,135,4,0,0,1,0,0,0,0,1,2_obstacle,1042_135,crops/1042_135/4.jpg,labeled-train/2_obstacle/1042_135_4.jpg,1042_135_4.jpg
79,1042,135,5,0,1,0,0,0,0,0,0,1_null,1042_135,crops/1042_135/5.jpg,labeled-train/1_null/1042_135_5.jpg,1042_135_5.jpg
80,1042,135,7,0,0,1,0,0,0,0,1,2_obstacle,1042_135,crops/1042_135/7.jpg,labeled-train/2_obstacle/1042_135_7.jpg,1042_135_7.jpg
81,1042,315,1,0,0,1,0,0,0,0,1,2_obstacle,1042_315,crops/1042_315/1.jpg,labeled-train/2_obstacle/1042_315_1.jpg,1042_315_1.jpg
82,1042,315,2,0,0,3,0,0,0,0,3,2_obstacle,1042_315,crops/1042_315/2.jpg,labeled-train/2_obstacle/1042_315_2.jpg,1042_315_2.jpg
83,1042,315,3,0,0,3,0,0,0,0,3,2_obstacle,1042_315,crops/1042_315/3.jpg,labeled-train/2_obstacle/1042_315_3.jpg,1042_315_3.jpg
84,1042,315,4,0,1,0,0,0,0,0,0,1_null,1042_315,crops/1042_315/4.jpg,labeled-train/1_null/1042_315_4.jpg,1042_315_4.jpg
85,1042,315,5,0,0,2,0,0,0,0,2,2_obstacle,1042_315,crops/1042_315/5.jpg,labeled-train/2_obstacle/1042_315_5.jpg,1042_315_5.jpg
86,1042,315,6,0,0,3,0,0,0,0,3,2_obstacle,1042_315,crops/1042_315/6.jpg,labeled-train/2_obstacle/1042_315_6.jpg,1042_315_6.jpg
87,1042,315,7,0,0,1,0,0,0,0,1,2_obstacle,1042_315,crops/1042_315/7.jpg,labeled-train/2_obstacle/1042_315_7.jpg,1042_315_7.jpg
88,1195,45,2,0,0,0,1,0,0,0,1,3_present,1195_45,crops/1195_45/2.jpg,labeled-train/3_present/1195_45_2.jpg,1195_45_2.jpg
89,1195,45,3,0,1,0,0,0,0,0,0,1_null,1195_45,crops/1195_45/3.jpg,labeled-train/1_null/1195_45_3.jpg,1195_45_3.jpg
90,1195,45,5,1,0,0,1,0,0,0,2,0_missing,1195_45,crops/1195_45/5.jpg,labeled-train/0_missing/1195_45_5.jpg,1195_45_5.jpg
91,1195,45,6,1,0,0,1,0,0,0,2,0_missing,1195_45,crops/1195_45/6.jpg,labeled-train/0_missing/1195_45_6.jpg,1195_45_6.jpg
92,1195,135,1,0,1,0,0,0,0,0,0,1_null,1195_135,crops/1195_135/1.jpg,labeled-train/1_null/1195_135_1.jpg,1195_135_1.jpg
93,1195,135,3,0,0,0,0,1,0,0,1,4_surface_prob,1195_135,crops/1195_135/3.jpg,labeled-train/4_surface_prob/1195_135_3.jpg,1195_135_3.jpg
94,1195,135,5,0,0,0,0,1,0,0,1,4_surface_prob,1195_135,crops/1195_135/5.jpg,labeled-train/4_surface_prob/1195_135_5.jpg,1195_135_5.jpg
95,1195,135,6,0,0,0,0,2,0,0,2,4_surface_prob,1195_135,crops/1195_135/6.jpg,labeled-train/4_surface_prob/1195_135_6.jpg,1195_135_6.jpg
96,1195,135,7,0,0,0,0,1,0,0,1,4_surface_prob,1195_135,crops/1195_135/7.jpg,labeled-train/4_surface_prob/1195_135_7.jpg,1195_135_7.jpg
97,1195,225,3,0,1,0,0,0,0,0,0,1_null,1195_225,crops/1195_225/3.jpg,labeled-train/1_null/1195_225_3.jpg,1195_225_3.jpg
98,1195,225,4,0,1,0,0,0,0,0,0,1_null,1195_225,crops/1195_225/4.jpg,labeled-train/1_null/1195_225_4.jpg,1195_225_4.jpg
99,1195,225,6,0,1,0,0,0,0,0,0,1_null,1195_225,crops/1195_225/6.jpg,labeled-train/1_null/1195_225_6.jpg,1195_225_6.jpg
100,1195,315,5,0,1,0,0,0,0,0,0,1_null,1195_315,crops/1195_315/5.jpg,labeled-train/1_null/1195_315_5.jpg,1195_315_5.jpg
101,1195,315,6,0,1,0,0,0,0,0,0,1_null,1195_315,crops/1195_315/6.jpg,labeled-train/1_null/1195_315_6.jpg,1195_315_6.jpg
102,1195,315,7,0,1,0,0,0,0,0,0,1_null,1195_315,crops/1195_315/7.jpg,labeled-train/1_null/1195_315_7.jpg,1195_315_7.jpg
103,1205,45,1,0,0,0,1,0,0,0,1,3_present,1205_45,crops/1205_45/1.jpg,labeled-train/3_present/1205_45_1.jpg,1205_45_1.jpg
104,1205,45,2,0,0,0,1,0,0,0,1,3_present,1205_45,crops/1205_45/2.jpg,labeled-train/3_present/1205_45_2.jpg,1205_45_2.jpg
105,1205,45,4,0,1,0,0,0,0,0,0,1_null,1205_45,crops/1205_45/4.jpg,labeled-train/1_null/1205_45_4.jpg,1205_45_4.jpg
106,1205,45,5,0,0,0,1,0,0,0,1,3_present,1205_45,crops/1205_45/5.jpg,labeled-train/3_present/1205_45_5.jpg,1205_45_5.jpg
107,1205,45,6,0,0,0,1,0,0,0,1,3_present,1205_45,crops/1205_45/6.jpg,labeled-train/3_present/1205_45_6.jpg,1205_45_6.jpg
108,1205,45,7,0,1,0,0,0,0,0,0,1_null,1205_45,crops/1205_45/7.jpg,labeled-train/1_null/1205_45_7.jpg,1205_45_7.jpg
109,1205,135,1,0,0,1,2,0,0,0,3,2_obstacle,1205_135,crops/1205_135/1.jpg,labeled-train/2_obstacle/1205_135_1.jpg,1205_135_1.jpg
110,1205,135,2,0,0,0,2,0,0,0,2,3_present,1205_135,crops/1205_135/2.jpg,labeled-train/3_present/1205_135_2.jpg,1205_135_2.jpg
111,1205,135,3,0,0,0,1,0,0,0,1,3_present,1205_135,crops/1205_135/3.jpg,labeled-train/3_present/1205_135_3.jpg,1205_135_3.jpg
112,1205,135,5,0,0,1,2,0,0,0,3,2_obstacle,1205_135,crops/1205_135/5.jpg,labeled-train/2_obstacle/1205_135_5.jpg,1205_135_5.jpg
113,1205,135,6,0,0,0,2,0,0,0,2,3_present,1205_135,crops/1205_135/6.jpg,labeled-train/3_present/1205_135_6.jpg,1205_135_6.jpg
114,1205,135,7,0,0,0,1,0,0,0,1,3_present,1205_135,crops/1205_135/7.jpg,labeled-train/3_present/1205_135_7.jpg,1205_135_7.jpg
115,1205,225,1,0,1,0,0,0,0,0,0,1_null,1205_225,crops/1205_225/1.jpg,labeled-train/1_null/1205_225_1.jpg,1205_225_1.jpg
116,1205,315,1,0,1,0,0,0,0,0,0,1_null,1205_315,crops/1205_315/1.jpg,labeled-train/1_null/1205_315_1.jpg,1205_315_1.jpg
117,1205,315,4,0,1,0,0,0,0,0,0,1_null,1205_315,crops/1205_315/4.jpg,labeled-train/1_null/1205_315_4.jpg,1205_315_4.jpg
118,1525,45,5,0,0,0,1,0,0,0,1,3_present,1525_45,crops/1525_45/5.jpg,labeled-train/3_present/1525_45_5.jpg,1525_45_5.jpg
119,1525,45,6,0,0,0,1,0,0,0,1,3_present,1525_45,crops/1525_45/6.jpg,labeled-train/3_present/1525_45_6.jpg,1525_45_6.jpg
120,1525,135,1,0,1,0,0,0,0,0,0,1_null,1525_135,crops/1525_135/1.jpg,labeled-train/1_null/1525_135_1.jpg,1525_135_1.jpg
121,1525,135,2,0,1,0,0,0,0,0,0,1_null,1525_135,crops/1525_135/2.jpg,labeled-train/1_null/1525_135_2.jpg,1525_135_2.jpg
122,1525,135,4,0,1,0,0,0,0,0,0,1_null,1525_135,crops/1525_135/4.jpg,labeled-train/1_null/1525_135_4.jpg,1525_135_4.jpg
123,1525,135,5,0,1,0,0,0,0,0,0,1_null,1525_135,crops/1525_135/5.jpg,labeled-train/1_null/1525_135_5.jpg,1525_135_5.jpg
124,1525,225,2,0,1,0,0,0,0,0,0,1_null,1525_225,crops/1525_225/2.jpg,labeled-train/1_null/1525_225_2.jpg,1525_225_2.jpg
125,1525,225,5,0,1,0,0,0,0,0,0,1_null,1525_225,crops/1525_225/5.jpg,labeled-train/1_null/1525_225_5.jpg,1525_225_5.jpg
126,1525,225,6,0,1,0,0,0,0,0,0,1_null,1525_225,crops/1525_225/6.jpg,labeled-train/1_null/1525_225_6.jpg,1525_225_6.jpg
127,1525,315,3,0,0,0,1,0,0,0,1,3_present,1525_315,crops/1525_315/3.jpg,labeled-train/3_present/1525_315_3.jpg,1525_315_3.jpg
128,1525,315,5,0,1,0,0,0,0,0,0,1_null,1525_315,crops/1525_315/5.jpg,labeled-train/1_null/1525_315_5.jpg,1525_315_5.jpg
129,1525,315,6,0,0,0,1,0,0,0,1,3_present,1525_315,crops/1525_315/6.jpg,labeled-train/3_present/1525_315_6.jpg,1525_315_6.jpg
130,1525,315,7,0,0,0,1,0,0,0,1,3_present,1525_315,crops/1525_315/7.jpg,labeled-train/3_present/1525_315_7.jpg,1525_315_7.jpg
131,1532,45,3,0,1,0,0,0,0,0,0,1_null,1532_45,crops/1532_45/3.jpg,labeled-train/1_null/1532_45_3.jpg,1532_45_3.jpg
132,1532,45,4,0,1,0,0,0,0,0,0,1_null,1532_45,crops/1532_45/4.jpg,labeled-train/1_null/1532_45_4.jpg,1532_45_4.jpg
133,1532,45,5,0,1,0,0,0,0,0,0,1_null,1532_45,crops/1532_45/5.jpg,labeled-train/1_null/1532_45_5.jpg,1532_45_5.jpg
134,1532,45,6,0,1,0,0,0,0,0,0,1_null,1532_45,crops/1532_45/6.jpg,labeled-train/1_null/1532_45_6.jpg,1532_45_6.jpg
135,1532,135,1,0,1,0,0,0,0,0,0,1_null,1532_135,crops/1532_135/1.jpg,labeled-train/1_null/1532_135_1.jpg,1532_135_1.jpg
136,1532,135,2,0,1,0,0,0,0,0,0,1_null,1532_135,crops/1532_135/2.jpg,labeled-train/1_null/1532_135_2.jpg,1532_135_2.jpg
137,1532,135,3,0,1,0,0,0,0,0,0,1_null,1532_135,crops/1532_135/3.jpg,labeled-train/1_null/1532_135_3.jpg,1532_135_3.jpg
138,1532,135,6,0,0,0,0,0,1,0,1,1_null,1532_135,crops/1532_135/6.jpg,labeled-train/1_null/1532_135_6.jpg,1532_135_6.jpg
139,1532,135,7,0,1,0,0,0,0,0,0,1_null,1532_135,crops/1532_135/7.jpg,labeled-train/1_null/1532_135_7.jpg,1532_135_7.jpg
140,1532,225,3,0,1,0,0,0,0,0,0,1_null,1532_225,crops/1532_225/3.jpg,labeled-train/1_null/1532_225_3.jpg,1532_225_3.jpg
141,1532,225,4,0,1,0,0,0,0,0,0,1_null,1532_225,crops/1532_225/4.jpg,labeled-train/1_null/1532_225_4.jpg,1532_225_4.jpg
142,1532,225,6,0,0,0,1,0,0,0,1,3_present,1532_225,crops/1532_225/6.jpg,labeled-train/3_present/1532_225_6.jpg,1532_225_6.jpg
143,1532,225,7,0,0,0,1,0,0,0,1,3_present,1532_225,crops/1532_225/7.jpg,labeled-train/3_present/1532_225_7.jpg,1532_225_7.jpg
144,1532,315,2,0,1,0,0,0,0,0,0,1_null,1532_315,crops/1532_315/2.jpg,labeled-train/1_null/1532_315_2.jpg,1532_315_2.jpg
145,1532,315,3,0,0,0,1,0,0,0,1,3_present,1532_315,crops/1532_315/3.jpg,labeled-train/3_present/1532_315_3.jpg,1532_315_3.jpg
146,1532,315,4,0,0,0,1,0,0,0,1,3_present,1532_315,crops/1532_315/4.jpg,labeled-train/3_present/1532_315_4.jpg,1532_315_4.jpg
147,1532,315,6,0,0,0,1,0,0,0,1,3_present,1532_315,crops/1532_315/6.jpg,labeled-train/3_present/1532_315_6.jpg,1532_315_6.jpg
148,1532,315,7,0,0,0,1,0,0,0,1,3_present,1532_315,crops/1532_315/7.jpg,labeled-train/3_present/1532_315_7.jpg,1532_315_7.jpg
149,1636,45,1,0,1,0,0,0,0,0,0,1_null,1636_45,crops/1636_45/1.jpg,labeled-train/1_null/1636_45_1.jpg,1636_45_1.jpg
150,1636,45,4,0,1,0,0,0,0,0,0,1_null,1636_45,crops/1636_45/4.jpg,labeled-train/1_null/1636_45_4.jpg,1636_45_4.jpg
151,1636,45,6,0,0,0,1,0,0,0,1,3_present,1636_45,crops/1636_45/6.jpg,labeled-train/3_present/1636_45_6.jpg,1636_45_6.jpg
152,1636,45,7,0,0,0,1,0,0,0,1,3_present,1636_45,crops/1636_45/7.jpg,labeled-train/3_present/1636_45_7.jpg,1636_45_7.jpg
153,1636,135,2,0,0,0,1,0,0,0,1,3_present,1636_135,crops/1636_135/2.jpg,labeled-train/3_present/1636_135_2.jpg,1636_135_2.jpg
154,1636,135,3,0,0,0,1,0,0,0,1,3_present,1636_135,crops/1636_135/3.jpg,labeled-train/3_present/1636_135_3.jpg,1636_135_3.jpg
155,1636,135,5,0,1,0,0,0,0,0,0,1_null,1636_135,crops/1636_135/5.jpg,labeled-train/1_null/1636_135_5.jpg,1636_135_5.jpg
156,1636,135,6,0,0,0,1,0,0,0,1,3_present,1636_135,crops/1636_135/6.jpg,labeled-train/3_present/1636_135_6.jpg,1636_135_6.jpg
157,1636,225,2,1,0,0,0,0,0,0,1,0_missing,1636_225,crops/1636_225/2.jpg,labeled-train/0_missing/1636_225_2.jpg,1636_225_2.jpg
158,1636,225,3,1,0,0,0,0,0,0,1,0_missing,1636_225,crops/1636_225/3.jpg,labeled-train/0_missing/1636_225_3.jpg,1636_225_3.jpg
159,1636,225,4,0,1,0,0,0,0,0,0,1_null,1636_225,crops/1636_225/4.jpg,labeled-train/1_null/1636_225_4.jpg,1636_225_4.jpg
160,1636,225,5,0,0,0,1,0,0,0,1,3_present,1636_225,crops/1636_225/5.jpg,labeled-train/3_present/1636_225_5.jpg,1636_225_5.jpg
161,1636,225,6,1,0,0,1,0,0,0,2,0_missing,1636_225,crops/1636_225/6.jpg,labeled-train/0_missing/1636_225_6.jpg,1636_225_6.jpg
162,1636,225,7,1,0,0,0,0,0,0,1,0_missing,1636_225,crops/1636_225/7.jpg,labeled-train/0_missing/1636_225_7.jpg,1636_225_7.jpg
163,1636,315,1,0,1,0,0,0,0,0,0,1_null,1636_315,crops/1636_315/1.jpg,labeled-train/1_null/1636_315_1.jpg,1636_315_1.jpg
164,1636,315,2,0,1,0,0,0,0,0,0,1_null,1636_315,crops/1636_315/2.jpg,labeled-train/1_null/1636_315_2.jpg,1636_315_2.jpg
165,1636,315,5,0,1,0,0,0,0,0,0,1_null,1636_315,crops/1636_315/5.jpg,labeled-train/1_null/1636_315_5.jpg,1636_315_5.jpg
166,1636,315,6,0,0,0,1,0,0,0,1,3_present,1636_315,crops/1636_315/6.jpg,labeled-train/3_present/1636_315_6.jpg,1636_315_6.jpg
167,1636,315,7,0,0,0,1,0,0,0,1,3_present,1636_315,crops/1636_315/7.jpg,labeled-train/3_present/1636_315_7.jpg,1636_315_7.jpg
168,1663,45,1,0,1,0,0,0,0,0,0,1_null,1663_45,crops/1663_45/1.jpg,labeled-train/1_null/1663_45_1.jpg,1663_45_1.jpg
169,1663,45,3,0,1,0,0,0,0,0,0,1_null,1663_45,crops/1663_45/3.jpg,labeled-train/1_null/1663_45_3.jpg,1663_45_3.jpg
170,1663,45,6,0,0,0,1,0,0,0,1,3_present,1663_45,crops/1663_45/6.jpg,labeled-train/3_present/1663_45_6.jpg,1663_45_6.jpg
171,1663,135,2,1,0,0,0,0,0,0,1,0_missing,1663_135,crops/1663_135/2.jpg,labeled-train/0_missing/1663_135_2.jpg,1663_135_2.jpg
