filename,crop_number,region_id,label_name,region_count,img_id,sv_image_x,sv_image_y,sv_image_y_bottom_origin,xpt_minus_xleft,xright_minus_xpt,ypt_minus_ytop,ybottom_minus_ypt,heading,crop_name_id,label_id
8829_135.jpg,1,2,Surface Problem,6,8829,167,378,262,167,53,178,42,135,8829_135_1,8829_135_2
8829_135.jpg,1,3,Present Curb Ramp,6,8829,112,380,260,112,108,180,40,135,8829_135_1,8829_135_3
8829_135.jpg,1,4,Obstacle,6,8829,137,377,263,137,83,177,43,135,8829_135_1,8829_135_4
8829_135.jpg,1,5,Present Curb Ramp,6,8829,127,368,272,127,93,168,52,135,8829_135_1,8829_135_5
8861_45.jpg,1,0,Present Curb Ramp,2,8861,172,387,253,172,48,187,33,45,8861_45_1,8861_45_0
8861_45.jpg,1,1,Obstacle,2,8861,127,372,268,127,93,172,48,45,8861_45_1,8861_45_1
8861_315.jpg,1,0,Missing Curb Ramp,2,8861,73,419,221,73,147,219,1,315,8861_315_1,8861_315_0
9987_45.jpg,1,0,Present Curb Ramp,1,9987,171,379,261,171,49,179,41,45,9987_45_1,9987_45_0
10076_225.jpg,1,0,Present Curb Ramp,1,10076,119,365,275,119,101,165,55,225,10076_225_1,10076_225_0
13736_45.jpg,1,0,Present Curb Ramp,2,13736,159,350,290,159,61,150,70,45,13736_45_1,13736_45_0
16005_315.jpg,1,0,Present Curb Ramp,5,16005,51,401,239,51,169,201,19,315,16005_315_1,16005_315_0
16078_45.jpg,1,2,Obstacle,3,16078,100,395,245,100,120,195,25,45,16078_45_1,16078_45_2
16078_315.jpg,1,0,Present Curb Ramp,7,16078,21,419,221,21,199,219,1,315,16078_315_1,16078_315_0
16127_135.jpg,1,0,Present Curb Ramp,2,16127,133,387,253,133,87,187,33,135,16127_135_1,16127_135_0
16175_45.jpg,1,0,Present Curb Ramp,1,16175,219,360,280,219,1,160,60,45,16175_45_1,16175_45_0
16180_135.jpg,1,0,Missing Curb Ramp,2,16180,100,352,288,100,120,152,68,135,16180_135_1,16180_135_0
16180_135.jpg,1,1,Present Curb Ramp,2,16180,160,369,271,160,60,169,51,135,16180_135_1,16180_135_1
16188_225.jpg,1,1,Present Curb Ramp,2,16188,58,389,251,58,162,189,31,225,16188_225_1,16188_225_1
16275_135.jpg,1,0,Present Curb Ramp,1,16275,207,387,253,207,13,187,33,135,16275_135_1,16275_135_0
16376_45.jpg,1,0,Present Curb Ramp,1,16376,191,385,255,191,29,185,35,45,16376_45_1,16376_45_0
16377_315.jpg,1,0,Present Curb Ramp,2,16377,154,400,240,154,66,200,20,315,16377_315_1,16377_315_0
16377_315.jpg,1,1,Obstacle,2,16377,27,361,279,27,193,161,59,315,16377_315_1,16377_315_1
16672_45.jpg,1,0,Obstacle,2,16672,90,384,256,90,130,184,36,45,16672_45_1,16672_45_0
16672_45.jpg,1,1,Present Curb Ramp,2,16672,102,392,248,102,118,192,28,45,16672_45_1,16672_45_1
16679_135.jpg,1,0,Present Curb Ramp,1,16679,159,404,236,159,61,204,16,135,16679_135_1,16679_135_0
16833_225.jpg,1,0,Present Curb Ramp,2,16833,205,376,264,205,15,176,44,225,16833_225_1,16833_225_0
16833_225.jpg,1,1,Present Curb Ramp,2,16833,157,377,263,157,63,177,43,225,16833_225_1,16833_225_1
16927_135.jpg,1,0,Present Curb Ramp,1,16927,218,397,243,218,2,197,23,135,16927_135_1,16927_135_0
16968_45.jpg,1,0,Present Curb Ramp,1,16968,214,416,224,214,6,216,4,45,16968_45_1,16968_45_0
17026_315.jpg,1,0,Present Curb Ramp,1,17026,41,401,239,41,179,201,19,315,17026_315_1,17026_315_0
17033_135.jpg,1,1,Present Curb Ramp,3,17033,198,367,273,198,22,167,53,135,17033_135_1,17033_135_1
17033_315.jpg,1,0,Present Curb Ramp,1,17033,205,390,250,205,15,190,30,315,17033_315_1,17033_315_0
17045_45.jpg,1,1,Present Curb Ramp,2,17045,128,353,287,128,92,153,67,45,17045_45_1,17045_45_1
17047_135.jpg,1,1,Present Curb Ramp,2,17047,196,364,276,196,24,164,56,135,17047_135_1,17047_135_1
17047_315.jpg,1,0,Present Curb Ramp,1,17047,210,394,246,210,10,194,26,315,17047_315_1,17047_315_0
17049_45.jpg,1,1,Occlusion,2,17049,215,365,275,215,5,165,55,45,17049_45_1,17049_45_1
17051_135.jpg,1,0,Present Curb Ramp,1,17051,180,390,250,180,40,190,30,135,17051_135_1,17051_135_0
17053_135.jpg,1,0,Present Curb Ramp,1,17053,190,374,266,190,30,174,46,135,17053_135_1,17053_135_0
17062_225.jpg,1,1,Present Curb Ramp,2,17062,15,396,244,15,205,196,24,225,17062_225_1,17062_225_1
17062_315.jpg,1,0,Present Curb Ramp,1,17062,55,405,235,55,165,205,15,315,17062_315_1,17062_315_0
17067_135.jpg,1,0,Present Curb Ramp,1,17067,147,387,253,147,73,187,33,135,17067_135_1,17067_135_0
17068_315.jpg,1,0,Present Curb Ramp,1,17068,81,400,240,81,139,200,20,315,17068_315_1,17068_315_0
17152_135.jpg,1,0,Present Curb Ramp,4,17152,32,405,235,32,188,205,15,135,17152_135_1,17152_135_0
17152_135.jpg,1,1,Present Curb Ramp,4,17152,205,375,265,205,15,175,45,135,17152_135_1,17152_135_1
17152_315.jpg,1,1,Present Curb Ramp,2,17152,78,413,227,78,142,213,7,315,17152_315_1,17152_315_1
17179_45.jpg,1,0,Present Curb Ramp,1,17179,176,379,261,176,44,179,41,45,17179_45_1,17179_45_0
17202_135.jpg,1,1,Present Curb Ramp,2,17202,123,382,258,123,97,182,38,135,17202_135_1,17202_135_1
17386_45.jpg,1,1,Obstacle,2,17386,86,356,284,86,134,156,64,45,17386_45_1,17386_45_1
17386_135.jpg,1,0,Present Curb Ramp,4,17386,144,376,264,144,76,176,44,135,17386_135_1,17386_135_0
17386_225.jpg,1,3,No Sidewalk,4,17386,101,394,246,101,119,194,26,225,17386_225_1,17386_225_3
17403_45.jpg,1,0,Present Curb Ramp,1,17403,140,358,282,140,80,158,62,45,17403_45_1,17403_45_0
17436_315.jpg,1,0,Present Curb Ramp,1,17436,212,390,250,212,8,190,30,315,17436_315_1,17436_315_0
17437_45.jpg,1,0,Present Curb Ramp,1,17437,198,371,269,198,22,171,49,45,17437_45_1,17437_45_0
17445_225.jpg,1,0,Present Curb Ramp,2,17445,179,371,269,179,41,171,49,225,17445_225_1,17445_225_0
17551_135.jpg,1,0,Present Curb Ramp,2,17551,214,350,290,214,6,150,70,135,17551_135_1,17551_135_0
17558_45.jpg,1,0,Present Curb Ramp,1,17558,199,341,299,199,21,141,79,45,17558_45_1,17558_45_0
17558_225.jpg,1,0,Present Curb Ramp,2,17558,157,344,296,157,63,144,76,225,17558_225_1,17558_225_0
17558_225.jpg,1,1,Obstacle,2,17558,140,337,303,140,80,137,83,225,17558_225_1,17558_225_1
17626_225.jpg,1,1,Present Curb Ramp,2,17626,29,399,241,29,191,199,21,225,17626_225_1,17626_225_1
17699_225.jpg,1,0,Present Curb Ramp,1,17699,207,381,259,207,13,181,39,225,17699_225_1,17699_225_0
17733_45.jpg,1,0,Present Curb Ramp,2,17733,194,376,264,194,26,176,44,45,17733_45_1,17733_45_0
17892_135.jpg,1,0,Present Curb Ramp,2,17892,186,349,291,186,34,149,71,135,17892_135_1,17892_135_0
17973_225.jpg,1,5,Surface Problem,7,17973,138,408,232,138,82,208,12,225,17973_225_1,17973_225_5
17973_225.jpg,1,6,Surface Problem,7,17973,48,392,248,48,172,192,28,225,17973_225_1,17973_225_6
17973_315.jpg,1,0,Present Curb Ramp,3,17973,188,410,230,188,32,210,10,315,17973_315_1,17973_315_0
17973_315.jpg,1,2,Surface Problem,3,17973,174,381,259,174,46,181,39,315,17973_315_1,17973_315_2
17974_135.jpg,1,0,Present Curb Ramp,1,17974,201,364,276,201,19,164,56,135,17974_135_1,17974_135_0
17976_225.jpg,1,1,Surface Problem,5,17976,144,406,234,144,76,206,14,225,17976_225_1,17976_225_1
17976_225.jpg,1,4,Surface Problem,5,17976,78,387,253,78,142,187,33,225,17976_225_1,17976_225_4
17976_315.jpg,1,1,Surface Problem,3,17976,204,375,265,204,16,175,45,315,17976_315_1,17976_315_1
18075_315.jpg,1,0,Present Curb Ramp,1,18075,21,370,270,21,199,170,50,315,18075_315_1,18075_315_0
18131_45.jpg,1,3,Surface Problem,4,18131,208,362,278,208,12,162,58,45,18131_45_1,18131_45_3
18131_315.jpg,1,0,Present Curb Ramp,3,18131,99,416,224,99,121,216,4,315,18131_315_1,18131_315_0
18131_315.jpg,1,1,Obstacle,3,18131,79,397,243,79,141,197,23,315,18131_315_1,18131_315_1
18131_315.jpg,1,2,Surface Problem,3,18131,148,406,234,148,72,206,14,315,18131_315_1,18131_315_2
18145_315.jpg,1,0,Present Curb Ramp,4,18145,131,362,278,131,89,162,58,315,18145_315_1,18145_315_0
18145_315.jpg,1,1,Surface Problem,4,18145,167,356,284,167,53,156,64,315,18145_315_1,18145_315_1
18145_315.jpg,1,3,Surface Problem,4,18145,92,343,297,92,128,143,77,315,18145_315_1,18145_315_3
18151_135.jpg,1,0,Present Curb Ramp,4,18151,157,357,283,157,63,157,63,135,18151_135_1,18151_135_0
18151_135.jpg,1,1,Present Curb Ramp,4,18151,192,358,282,192,28,158,62,135,18151_135_1,18151_135_1
18151_315.jpg,1,1,Present Curb Ramp,2,18151,194,368,272,194,26,168,52,315,18151_315_1,18151_315_1
18158_135.jpg,1,0,Surface Problem,1,18158,5,398,242,5,215,198,22,135,18158_135_1,18158_135_0
18158_225.jpg,1,1,Missing Curb Ramp,3,18158,197,367,273,197,23,167,53,225,18158_225_1,18158_225_1
18158_225.jpg,1,2,Missing Curb Ramp,3,18158,100,382,258,100,120,182,38,225,18158_225_1,18158_225_2
18158_315.jpg,1,2,Surface Problem,3,18158,35,369,271,35,185,169,51,315,18158_315_1,18158_315_2
18163_45.jpg,1,0,Present Curb Ramp,1,18163,136,384,256,136,84,184,36,45,18163_45_1,18163_45_0
18218_225.jpg,1,0,Present Curb Ramp,4,18218,153,401,239,153,67,201,19,225,18218_225_1,18218_225_0
18218_225.jpg,1,1,No Sidewalk,4,18218,114,396,244,114,106,196,24,225,18218_225_1,18218_225_1
18242_135.jpg,1,1,Present Curb Ramp,2,18242,162,346,294,162,58,146,74,135,18242_135_1,18242_135_1
18242_315.jpg,1,3,Obstacle,5,18242,66,405,235,66,154,205,15,315,18242_315_1,18242_315_3
18242_315.jpg,1,4,Missing Curb Ramp,5,18242,30,416,224,30,190,216,4,315,18242_315_1,18242_315_4
18256_135.jpg,1,0,Present Curb Ramp,2,18256,208,356,284,208,12,156,64,135,18256_135_1,18256_135_0
18256_135.jpg,1,1,Present Curb Ramp,2,18256,205,373,267,205,15,173,47,135,18256_135_1,18256_135_1
18256_225.jpg,1,1,Missing Curb Ramp,3,18256,213,408,232,213,7,208,12,225,18256_225_1,18256_225_1
18256_315.jpg,1,0,Present Curb Ramp,2,18256,105,360,280,105,115,160,60,315,18256_315_1,18256_315_0
18256_315.jpg,1,1,Surface Problem,2,18256,143,361,279,143,77,161,59,315,18256_315_1,18256_315_1
18271_135.jpg,1,0,Surface Problem,2,18271,30,393,247,30,190,193,27,135,18271_135_1,18271_135_0
18271_225.jpg,1,0,Missing Curb Ramp,1,18271,32,385,255,32,188,185,35,225,18271_225_1,18271_225_0
18272_225.jpg,1,2,Surface Problem,3,18272,161,364,276,161,59,164,56,225,18272_225_1,18272_225_2
18272_315.jpg,1,0,Obstacle,1,18272,113,360,280,113,107,160,60,315,18272_315_1,18272_315_0
18274_225.jpg,1,0,Surface Problem,4,18274,204,359,281,204,16,159,61,225,18274_225_1,18274_225_0
18278_45.jpg,1,0,Present Curb Ramp,3,18278,98,399,241,98,122,199,21,45,18278_45_1,18278_45_0
18278_135.jpg,1,0,Present Curb Ramp,4,18278,18,414,226,18,202,214,6,135,18278_135_1,18278_135_0
18278_135.jpg,1,1,Surface Problem,4,18278,45,406,234,45,175,206,14,135,18278_135_1,18278_135_1
18278_135.jpg,1,2,Surface Problem,4,18278,106,386,254,106,114,186,34,135,18278_135_1,18278_135_2
18279_135.jpg,1,0,Surface Problem,1,18279,45,361,279,45,175,161,59,135,18279_135_1,18279_135_0
18279_225.jpg,1,1,Present Curb Ramp,2,18279,30,388,252,30,190,188,32,225,18279_225_1,18279_225_1
18281_135.jpg,1,0,Present Curb Ramp,1,18281,201,364,276,201,19,164,56,135,18281_135_1,18281_135_0
18284_45.jpg,1,0,Present Curb Ramp,2,18284,173,383,257,173,47,183,37,45,18284_45_1,18284_45_0
18284_225.jpg,1,0,Present Curb Ramp,4,18284,205,355,285,205,15,155,65,225,18284_225_1,18284_225_0
18284_315.jpg,1,0,Obstacle,2,18284,35,379,261,35,185,179,41,315,18284_315_1,18284_315_0
18284_315.jpg,1,1,Surface Problem,2,18284,72,374,266,72,148,174,46,315,18284_315_1,18284_315_1
18312_45.jpg,1,0,Present Curb Ramp,3,18312,95,367,273,95,125,167,53,45,18312_45_1,18312_45_0
18312_135.jpg,1,0,Present Curb Ramp,2,18312,68,381,259,68,152,181,39,135,18312_135_1,18312_135_0
18340_45.jpg,1,0,Present Curb Ramp,3,18340,70,378,262,70,150,178,42,45,18340_45_1,18340_45_0
18340_45.jpg,1,1,Present Curb Ramp,3,18340,134,366,274,134,86,166,54,45,18340_45_1,18340_45_1
18340_315.jpg,1,0,Present Curb Ramp,1,18340,171,376,264,171,49,176,44,315,18340_315_1,18340_315_0
18387_135.jpg,1,1,Present Curb Ramp,3,18387,145,368,272,145,75,168,52,135,18387_135_1,18387_135_1
18387_135.jpg,1,2,Present Curb Ramp,3,18387,109,351,289,109,111,151,69,135,18387_135_1,18387_135_2
18387_315.jpg,1,1,Missing Curb Ramp,2,18387,182,366,274,182,38,166,54,315,18387_315_1,18387_315_1
18393_45.jpg,1,0,Present Curb Ramp,2,18393,116,405,235,116,104,205,15,45,18393_45_1,18393_45_0
18393_45.jpg,1,1,Present Curb Ramp,2,18393,206,399,241,206,14,199,21,45,18393_45_1,18393_45_1
18393_315.jpg,1,0,Present Curb Ramp,1,18393,180,351,289,180,40,151,69,315,18393_315_1,18393_315_0
18398_135.jpg,1,0,Present Curb Ramp,1,18398,197,373,267,197,23,173,47,135,18398_135_1,18398_135_0
18398_225.jpg,1,0,Present Curb Ramp,4,18398,106,356,284,106,114,156,64,225,18398_225_1,18398_225_0
18398_225.jpg,1,1,Present Curb Ramp,4,18398,139,353,287,139,81,153,67,225,18398_225_1,18398_225_1
18401_135.jpg,1,0,Present Curb Ramp,2,18401,4,397,243,4,216,197,23,135,18401_135_1,18401_135_0
18401_135.jpg,1,1,Missing Curb Ramp,2,18401,49,391,249,49,171,191,29,135,18401_135_1,18401_135_1
18401_315.jpg,1,0,Present Curb Ramp,2,18401,133,378,262,133,87,178,42,315,18401_315_1,18401_315_0
18401_315.jpg,1,1,Present Curb Ramp,2,18401,158,356,284,158,62,156,64,315,18401_315_1,18401_315_1
18410_315.jpg,1,0,Present Curb Ramp,2,18410,142,352,288,142,78,152,68,315,18410_315_1,18410_315_0
18782_135.jpg,1,0,Present Curb Ramp,3,18782,210,386,254,210,10,186,34,135,18782_135_1,18782_135_0
18782_135.jpg,1,2,Obstacle,3,18782,26,395,245,26,194,195,25,135,18782_135_1,18782_135_2
18782_225.jpg,1,1,Present Curb Ramp,3,18782,42,364,276,42,178,164,56,225,18782_225_1,18782_225_1
18782_225.jpg,1,2,Missing Curb Ramp,3,18782,95,361,279,95,125,161,59,225,18782_225_1,18782_225_2
18786_135.jpg,1,2,Present Curb Ramp,3,18786,206,381,259,206,14,181,39,135,18786_135_1,18786_135_2
18786_315.jpg,1,0,No Sidewalk,2,18786,128,365,275,128,92,165,55,315,18786_315_1,18786_315_0
18802_135.jpg,1,0,Present Curb Ramp,2,18802,158,379,261,158,62,179,41,135,18802_135_1,18802_135_0
18802_135.jpg,1,1,Present Curb Ramp,2,18802,88,348,292,88,132,148,72,135,18802_135_1,18802_135_1
18810_135.jpg,1,0,Present Curb Ramp,1,18810,129,384,256,129,91,184,36,135,18810_135_1,18810_135_0
18813_315.jpg,1,1,Obstacle,2,18813,194,366,274,194,26,166,54,315,18813_315_1,18813_315_1
18955_135.jpg,1,0,Present Curb Ramp,2,18955,185,416,224,185,35,216,4,135,18955_135_1,18955_135_0
18955_315.jpg,1,0,Present Curb Ramp,2,18955,107,375,265,107,113,175,45,315,18955_315_1,18955_315_0
18955_315.jpg,1,1,Present Curb Ramp,2,18955,55,380,260,55,165,180,40,315,18955_315_1,18955_315_1
18969_45.jpg,1,0,Present Curb Ramp,2,18969,134,366,274,134,86,166,54,45,18969_45_1,18969_45_0
18969_315.jpg,1,1,Missing Curb Ramp,2,18969,172,411,229,172,48,211,9,315,18969_315_1,18969_315_1
18989_45.jpg,1,0,Missing Curb Ramp,1,18989,125,379,261,125,95,179,41,45,18989_45_1,18989_45_0
18998_45.jpg,1,0,Missing Curb Ramp,2,18998,195,357,283,195,25,157,63,45,18998_45_1,18998_45_0
18998_45.jpg,1,1,Missing Curb Ramp,2,18998,117,361,279,117,103,161,59,45,18998_45_1,18998_45_1
18998_315.jpg,1,1,Missing Curb Ramp,2,18998,132,404,236,132,88,204,16,315,18998_315_1,18998_315_1
19009_225.jpg,1,0,Present Curb Ramp,2,19009,19,382,258,19,201,182,38,225,19009_225_1,19009_225_0
19009_225.jpg,1,1,Present Curb Ramp,2,19009,94,384,256,94,126,184,36,225,19009_225_1,19009_225_1
19023_135.jpg,1,0,Present Curb Ramp,2,19023,149,376,264,149,71,176,44,135,19023_135_1,19023_135_0
19023_135.jpg,1,1,Present Curb Ramp,2,19023,202,372,268,202,18,172,48,135,19023_135_1,19023_135_1
19023_315.jpg,1,0,Present Curb Ramp,2,19023,181,386,254,181,39,186,34,315,19023_315_1,19023_315_0
19027_45.jpg,1,0,Present Curb Ramp,1,19027,20,377,263,20,200,177,43,45,19027_45_1,19027_45_0
19029_135.jpg,1,1,Present Curb Ramp,2,19029,148,345,295,148,72,145,75,135,19029_135_1,19029_135_1
19029_225.jpg,1,0,Missing Curb Ramp,2,19029,165,399,241,165,55,199,21,225,19029_225_1,19029_225_0
19029_315.jpg,1,2,Present Curb Ramp,5,19029,204,345,295,204,16,145,75,315,19029_315_1,19029_315_2
19035_45.jpg,1,0,Present Curb Ramp,2,19035,135,362,278,135,85,162,58,45,19035_45_1,19035_45_0
19039_225.jpg,1,0,Present Curb Ramp,1,19039,137,370,270,137,83,170,50,225,19039_225_1,19039_225_0
19051_45.jpg,1,0,Present Curb Ramp,1,19051,202,366,274,202,18,166,54,45,19051_45_1,19051_45_0
19051_135.jpg,1,0,Occlusion,2,19051,174,358,282,174,46,158,62,135,19051_135_1,19051_135_0
19051_225.jpg,1,0,Present Curb Ramp,3,19051,121,354,286,121,99,154,66,225,19051_225_1,19051_225_0
19102_45.jpg,1,0,Missing Curb Ramp,1,19102,128,353,287,128,92,153,67,45,19102_45_1,19102_45_0
19102_225.jpg,1,0,Present Curb Ramp,1,19102,127,350,290,127,93,150,70,225,19102_225_1,19102_225_0
19102_315.jpg,1,0,Present Curb Ramp,2,19102,185,393,247,185,35,193,27,315,19102_315_1,19102_315_0
19133_45.jpg,1,0,Present Curb Ramp,2,19133,150,390,250,150,70,190,30,45,19133_45_1,19133_45_0
19133_225.jpg,1,0,Present Curb Ramp,1,19133,159,373,267,159,61,173,47,225,19133_225_1,19133_225_0
19133_315.jpg,1,1,Present Curb Ramp,2,19133,176,341,299,176,44,141,79,315,19133_315_1,19133_315_1
510_225.jpg,1,0,No Sidewalk,1,510,201,383,257,201,19,183,37,225,510_225_1,510_225_0
1023_45.jpg,1,1,Obstacle,2,1023,189,359,281,189,31,159,61,45,1023_45_1,1023_45_1
1023_135.jpg,1,0,Surface Problem,1,1023,101,384,256,101,119,184,36,135,1023_135_1,1023_135_0
1023_225.jpg,1,0,Surface Problem,1,1023,29,416,224,29,191,216,4,225,1023_225_1,1023_225_0
2350_45.jpg,1,0,Present Curb Ramp,1,2350,192,396,244,192,28,196,24,45,2350_45_1,2350_45_0
2350_225.jpg,1,0,Present Curb Ramp,2,2350,184,357,283,184,36,157,63,225,2350_225_1,2350_225_0
2678_225.jpg,1,0,Present Curb Ramp,1,2678,181,401,239,181,39,201,19,225,2678_225_1,2678_225_0
3524_225.jpg,1,0,Surface Problem,1,3524,201,376,264,201,19,176,44,225,3524_225_1,3524_225_0
3905_225.jpg,1,0,Present Curb Ramp,2,3905,208,413,227,208,12,213,7,225,3905_225_1,3905_225_0
3905_315.jpg,1,0,Present Curb Ramp,2,3905,157,347,293,157,63,147,73,315,3905_315_1,3905_315_0
4016_225.jpg,1,0,Present Curb Ramp,1,4016,117,408,232,117,103,208,12,225,4016_225_1,4016_225_0
4034_315.jpg,1,1,Surface Problem,2,4034,186,359,281,186,34,159,61,315,4034_315_1,4034_315_1
9780_225.jpg,1,0,Present Curb Ramp,1,9780,193,385,255,193,27,185,35,225,9780_225_1,9780_225_0
10013_135.jpg,1,0,Present Curb Ramp,1,10013,141,391,249,141,79,191,29,135,10013_135_1,10013_135_0
10039_315.jpg,1,0,Present Curb Ramp,1,10039,141,415,225,141,79,215,5,315,10039_315_1,10039_315_0
10228_45.jpg,1,0,Present Curb Ramp,2,10228,133,372,268,133,87,172,48,45,10228_45_1,10228_45_0
10317_135.jpg,1,0,No Sidewalk,1,10317,78,385,255,78,142,185,35,135,10317_135_1,10317_135_0
10423_315.jpg,1,0,Present Curb Ramp,3,10423,18,392,248,18,202,192,28,315,10423_315_1,10423_315_0
10702_135.jpg,1,1,Present Curb Ramp,2,10702,132,397,243,132,88,197,23,135,10702_135_1,10702_135_1
10702_315.jpg,1,1,Missing Curb Ramp,2,10702,180,377,263,180,40,177,43,315,10702_315_1,10702_315_1
11295_45.jpg,1,0,Present Curb Ramp,1,11295,70,410,230,70,150,210,10,45,11295_45_1,11295_45_0
11677_45.jpg,1,0,Present Curb Ramp,1,11677,196,372,268,196,24,172,48,45,11677_45_1,11677_45_0
11677_225.jpg,1,1,Present Curb Ramp,2,11677,127,353,287,127,93,153,67,225,11677_225_1,11677_225_1
11765_225.jpg,1,0,Present Curb Ramp,1,11765,165,397,243,165,55,197,23,225,11765_225_1,11765_225_0
11775_45.jpg,1,0,Present Curb Ramp,1,11775,189,372,268,189,31,172,48,45,11775_45_1,11775_45_0
11775_135.jpg,1,0,Present Curb Ramp,1,11775,186,349,291,186,34,149,71,135,11775_135_1,11775_135_0
11841_315.jpg,1,0,Present Curb Ramp,1,11841,14,406,234,14,206,206,14,315,11841_315_1,11841_315_0
11985_225.jpg,1,0,Present Curb Ramp,1,11985,210,400,240,210,10,200,20,225,11985_225_1,11985_225_0
12066_225.jpg,1,0,Present Curb Ramp,1,12066,189,404,236,189,31,204,16,225,12066_225_1,12066_225_0
12260_45.jpg,1,0,Present Curb Ramp,1,12260,190,383,257,190,30,183,37,45,12260_45_1,12260_45_0
12260_225.jpg,1,0,Present Curb Ramp,1,12260,105,414,226,105,115,214,6,225,12260_225_1,12260_225_0
12270_225.jpg,1,0,Present Curb Ramp,1,12270,174,377,263,174,46,177,43,225,12270_225_1,12270_225_0
12277_225.jpg,1,0,Surface Problem,3,12277,46,407,233,46,174,207,13,225,12277_225_1,12277_225_0
12277_225.jpg,1,1,Surface Problem,3,12277,104,400,240,104,116,200,20,225,12277_225_1,12277_225_1
12277_225.jpg,1,2,Surface Problem,3,12277,148,391,249,148,72,191,29,225,12277_225_1,12277_225_2
12367_315.jpg,1,0,Present Curb Ramp,7,12367,158,416,224,158,62,216,4,315,12367_315_1,12367_315_0
12367_315.jpg,1,1,Surface Problem,7,12367,215,402,238,215,5,202,18,315,12367_315_1,12367_315_1
12806_135.jpg,1,0,Present Curb Ramp,2,12806,113,419,221,113,107,219,1,135,12806_135_1,12806_135_0
12874_315.jpg,1,0,Present Curb Ramp,2,12874,141,386,254,141,79,186,34,315,12874_315_1,12874_315_0
13051_225.jpg,1,0,Present Curb Ramp,1,13051,182,389,251,182,38,189,31,225,13051_225_1,13051_225_0
13234_45.jpg,1,0,Surface Problem,1,13234,86,395,245,86,134,195,25,45,13234_45_1,13234_45_0
14188_225.jpg,1,0,Surface Problem,1,14188,53,393,247,53,167,193,27,225,14188_225_1,14188_225_0
14190_135.jpg,1,1,Present Curb Ramp,2,14190,145,415,225,145,75,215,5,135,14190_135_1,14190_135_1
14619_135.jpg,1,0,Present Curb Ramp,1,14619,184,405,235,184,36,205,15,135,14619_135_1,14619_135_0
15245_45.jpg,1,0,Present Curb Ramp,2,15245,28,396,244,28,192,196,24,45,15245_45_1,15245_45_0
