img_id,heading,crop_number,0_missing,1_null,2_present,count_all,ground_truth,new_group,jpg_name,original_folder_path,original_group,original_label,new_folder_path
4615.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,4615_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
4639.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,4639_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
4698.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,4698_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/3_present,train,3_present,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
4768.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,4768_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
4903.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,4903_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
5308.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,5308_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
5476.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,5476_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
5479.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,5479_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/4_surface_prob,train,4_surface_prob,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
5642.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,5642_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
5894.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,5894_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/4_surface_prob,train,4_surface_prob,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
6014.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,6014_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
6053.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,6053_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/4_surface_prob,train,4_surface_prob,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
6084.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,6084_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
6343.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,6343_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
6419.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,6419_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
6500.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,6500_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/3_present,train,3_present,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
6544.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,6544_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
6753.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,6753_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/3_present,train,3_present,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
6950.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,6950_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/3_present,train,3_present,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
6962.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,6962_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/4_surface_prob,train,4_surface_prob,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
6973.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,6973_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
7136.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,7136_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
7155.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,7155_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/3_present,train,3_present,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
7220.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,7220_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/4_surface_prob,train,4_surface_prob,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
7316.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,7316_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
7403.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,7403_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
7405.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,7405_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
7481.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,7481_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/3_present,train,3_present,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
7609.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,7609_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/3_present,train,3_present,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
7673.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,7673_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
7743.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,7743_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/3_present,train,3_present,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
7748.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,7748_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
7837.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,7837_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
7929.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,7929_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/2_obstacle,train,2_obstacle,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
7978.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,7978_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/3_present,train,3_present,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
7985.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,7985_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
8064.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,8064_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
8080.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,8080_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
8192.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,8192_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
8531.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,8531_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
8589.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,8589_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
8787.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,8787_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
8829.0,45.0,1.0,1.0,0.0,0.0,1.0,0_missing,train,8829_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/3_present,train,3_present,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/0_missing
9052.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,9052_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
9557.0,45.0,1.0,0.0,0.0,1.0,1.0,2_present,train,9557_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/2_present
9756.0,45.0,1.0,0.0,0.0,1.0,1.0,2_present,train,9756_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/2_present
9827.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,9827_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
9864.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,9864_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
9987.0,45.0,1.0,1.0,0.0,0.0,1.0,0_missing,train,9987_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/3_present,train,3_present,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/0_missing
10039.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,10039_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
10277.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,10277_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
10317.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,10317_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
10407.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,10407_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
11206.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,11206_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
11289.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,11289_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
11295.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,11295_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/3_present,train,3_present,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
11677.0,45.0,1.0,0.0,0.0,1.0,1.0,2_present,train,11677_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/3_present,train,3_present,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/2_present
11775.0,45.0,1.0,0.0,0.0,1.0,1.0,2_present,train,11775_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/3_present,train,3_present,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/2_present
11856.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,11856_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
12017.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,12017_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
12051.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,12051_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
12057.0,45.0,1.0,0.0,0.0,1.0,1.0,2_present,train,12057_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/2_present
12260.0,45.0,1.0,0.0,0.0,1.0,1.0,2_present,train,12260_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/3_present,train,3_present,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/2_present
12273.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,12273_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
12367.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,12367_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
12578.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,12578_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
12582.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,12582_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
12776.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,12776_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
13373.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,13373_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
13538.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,13538_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
13641.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,13641_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/3_present,train,3_present,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
13736.0,45.0,1.0,1.0,0.0,0.0,1.0,0_missing,train,13736_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/3_present,train,3_present,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/0_missing
13755.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,13755_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
13853.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,13853_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
14073.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,14073_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
14188.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,14188_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
14190.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,14190_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
14540.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,14540_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
14619.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,14619_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
14739.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,14739_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
15245.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,15245_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/3_present,train,3_present,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
16175.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,16175_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/3_present,train,3_present,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
16254.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,16254_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
16275.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,16275_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
16376.0,45.0,1.0,0.0,0.0,1.0,1.0,2_present,train,16376_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/3_present,train,3_present,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/2_present
16679.0,45.0,1.0,0.0,0.0,1.0,1.0,2_present,train,16679_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/2_present
16706.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,16706_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
16743.0,45.0,1.0,0.0,0.0,1.0,1.0,2_present,train,16743_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/2_present
16833.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,16833_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
16927.0,45.0,1.0,0.0,0.0,1.0,1.0,2_present,train,16927_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/2_present
16968.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,16968_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/3_present,train,3_present,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
17002.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,17002_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/3_present,train,3_present,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
17045.0,45.0,1.0,0.0,0.0,1.0,1.0,2_present,train,17045_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/3_present,train,3_present,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/2_present
17067.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,17067_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
17143.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,17143_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
17170.0,45.0,1.0,0.0,0.0,1.0,1.0,2_present,train,17170_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/2_present
17179.0,45.0,1.0,0.0,0.0,1.0,1.0,2_present,train,17179_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/3_present,train,3_present,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/2_present
17180.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,17180_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/3_present,train,3_present,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
17388.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,17388_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
17392.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,17392_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/3_present,train,3_present,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
17403.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,17403_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/3_present,train,3_present,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
17406.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,17406_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
17437.0,45.0,1.0,0.0,0.0,1.0,1.0,2_present,train,17437_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/3_present,train,3_present,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/2_present
17445.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,17445_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
17558.0,45.0,1.0,0.0,0.0,1.0,1.0,2_present,train,17558_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/3_present,train,3_present,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/2_present
17626.0,45.0,1.0,0.0,1.0,0.0,1.0,1_null,train,17626_45_1.jpg,/home/ec2-user/SageMaker/classify-streetview/images/train/1_null,train,1_null,/home/ec2-user/SageMaker/classify-streetview/roi-images/train/1_null
