img_id,heading,crop_number,3_present,4_surface_prob,2_obstacle,0_missing,6_occlusion,5_nosidewalk,count_all
1895,45,4,0,0,0,0,0,1,1
1895,45,6,0,0,0,0,0,1,1
1895,45,7,0,0,0,0,0,1,1
1899,135,2,1,0,0,0,0,0,1
1899,135,3,2,0,0,0,0,0,2
1899,135,5,1,0,0,0,0,0,1
1899,135,6,2,0,0,0,0,0,2
1899,135,7,1,0,0,0,0,0,1
1899,225,2,1,0,0,0,0,0,1
1899,225,5,1,0,0,0,0,0,1
1899,225,6,1,0,0,0,0,0,1
1899,315,5,1,0,0,0,0,0,1
1899,315,6,1,0,0,0,0,0,1
1899,45,2,1,0,0,0,0,0,1
1899,45,5,1,0,0,0,0,0,1
1899,45,6,1,0,0,0,0,0,1
1908,135,6,1,0,0,0,0,0,1
1908,135,7,1,0,0,0,0,0,1
1908,225,3,1,0,0,0,0,0,1
1908,225,4,2,0,0,0,0,0,2
1908,225,6,1,0,0,0,0,0,1
1908,225,7,2,0,0,0,0,0,2
1908,315,1,1,0,1,0,0,0,2
1908,315,2,1,0,1,0,0,0,2
1908,315,3,1,0,0,0,0,0,1
1908,315,5,1,0,1,0,0,0,2
1908,315,6,2,0,1,0,0,0,3
1908,315,7,1,0,0,0,0,0,1
1908,45,5,1,0,0,0,0,0,1
1914,135,5,0,2,0,0,0,0,2
1914,225,7,1,0,0,0,0,0,1
1914,315,3,1,0,0,0,0,0,1
1914,315,4,1,0,0,0,0,0,1
1914,315,7,1,0,0,0,0,0,1
1914,45,3,0,2,0,0,0,0,2
1914,45,6,0,2,0,0,0,0,2
1914,45,7,0,2,0,0,0,0,2
1926,135,5,1,0,0,0,0,0,1
1926,135,6,2,0,0,0,0,0,2
1926,135,7,1,0,0,0,0,0,1
1926,225,5,1,0,0,0,0,0,1
1926,45,6,1,0,0,0,0,0,1
1926,45,7,1,0,0,0,0,0,1
1936,135,5,1,0,0,0,0,0,1
1936,135,6,1,0,0,0,0,0,1
1936,225,5,1,0,0,0,0,0,1
1936,315,7,1,0,0,0,0,0,1
1936,45,3,0,0,0,0,1,0,1
1936,45,6,0,0,0,0,1,0,1
1936,45,7,0,0,0,0,1,0,1
2087,135,2,1,0,0,0,0,0,1
2087,135,5,1,0,0,0,0,0,1
2087,135,6,1,0,0,0,0,0,1
2087,225,1,1,0,0,0,0,0,1
2087,225,2,1,0,0,0,0,0,1
2087,225,5,1,0,0,0,0,0,1
2087,225,6,1,0,0,0,0,0,1
2087,315,3,1,0,0,0,0,0,1
2087,315,6,1,0,0,0,0,0,1
2087,315,7,1,0,0,0,0,0,1
2087,45,2,0,0,0,0,1,0,1
2087,45,3,0,0,0,0,1,0,1
2087,45,6,0,0,0,0,1,0,1
2093,135,6,1,0,0,0,0,0,1
2093,225,5,1,0,0,0,0,0,1
2093,225,6,1,0,0,0,0,0,1
2093,315,6,1,0,0,0,0,0,1
2093,45,6,1,0,0,0,0,0,1
2099,135,3,0,0,3,0,0,0,3
2099,135,4,0,0,2,0,0,0,2
2099,135,5,0,0,1,0,0,0,1
2099,135,6,0,0,3,0,0,0,3
2099,135,7,0,0,3,0,0,0,3
2099,225,7,0,0,1,0,0,0,1
2099,315,4,1,0,0,0,0,0,1
2099,315,5,0,0,1,0,0,0,1
2099,315,7,1,0,0,0,0,0,1
2099,45,7,0,0,0,0,1,0,1
2210,135,2,1,0,0,0,0,0,1
2210,135,3,1,0,0,0,0,0,1
2210,135,6,1,0,0,0,0,0,1
2210,225,2,1,0,0,0,0,0,1
2210,225,3,1,0,0,0,0,0,1
2210,225,6,1,0,0,0,0,0,1
2210,315,2,0,0,0,1,0,0,1
2210,315,3,1,0,0,1,0,0,2
2210,315,5,0,0,0,1,0,0,1
2210,315,6,1,0,0,1,0,0,2
2210,315,7,1,0,0,0,0,0,1
2210,45,2,1,0,0,0,0,0,1
2210,45,5,1,0,0,0,0,0,1
2210,45,6,1,0,0,0,0,0,1
2269,135,2,1,0,0,0,0,0,1
2269,135,5,1,0,0,0,0,0,1
2269,135,6,1,0,0,0,0,0,1
2269,225,5,1,0,0,0,0,0,1
2269,225,6,1,0,0,0,0,0,1
2269,315,6,1,0,0,0,0,0,1
2269,315,7,1,0,0,0,0,0,1
2269,45,3,1,0,0,0,0,0,1
2269,45,4,1,0,0,0,0,0,1
2269,45,6,1,0,0,0,0,0,1
2269,45,7,1,0,0,0,0,0,1
2350,135,5,1,0,0,0,0,1,2
2350,135,6,0,0,0,0,0,1,1
2350,225,1,1,0,0,0,0,0,1
2350,225,2,1,0,0,0,0,0,1
2350,225,5,1,0,0,0,0,0,1
2350,225,6,1,0,0,0,0,0,1
2350,225,7,1,0,0,0,0,0,1
2350,315,3,1,0,0,0,0,0,1
2350,315,4,1,0,0,0,0,0,1
2350,315,6,1,0,0,0,0,0,1
2350,315,7,1,0,0,0,0,0,1
2350,45,1,1,0,0,0,0,0,1
2350,45,2,1,0,0,0,0,0,1
2350,45,5,1,0,0,0,0,0,1
2350,45,6,1,0,0,0,0,0,1
2446,135,5,1,0,0,0,0,0,1
2446,135,6,1,0,0,0,0,0,1
2446,225,2,0,0,0,1,0,0,1
2446,225,5,0,0,0,1,0,0,1
2446,225,6,1,0,0,1,0,0,2
2446,225,7,1,0,0,0,0,0,1
2446,315,5,1,0,0,0,0,0,1
2446,315,6,1,0,0,0,0,0,1
2446,45,2,1,0,0,0,0,0,1
2446,45,3,1,0,0,0,0,0,1
2446,45,6,1,0,0,0,0,0,1
2446,45,7,1,0,0,0,0,0,1
2460,135,5,1,0,0,0,0,0,1
2460,135,6,1,0,0,0,0,0,1
2460,225,6,1,0,0,0,0,0,1
2460,225,7,1,0,0,0,0,0,1
2460,315,2,1,0,0,0,0,0,1
2460,315,3,1,0,0,0,0,0,1
2460,315,6,1,0,0,0,0,0,1
2460,45,2,1,0,0,0,0,0,1
2460,45,5,1,0,0,0,0,0,1
2460,45,6,1,0,0,0,0,0,1
2501,135,3,0,0,3,0,0,0,3
2501,135,4,0,0,1,0,0,0,1
2501,135,6,0,0,3,0,0,0,3
2501,135,7,0,0,3,0,0,0,3
2501,225,1,0,0,1,0,0,0,1
2501,225,2,0,0,1,0,0,0,1
2501,225,5,0,0,1,0,0,0,1
2501,225,6,1,0,0,0,0,0,1
2501,315,2,0,1,0,0,0,0,1
2501,315,3,0,1,2,0,0,0,3
2501,315,4,0,0,3,0,0,0,3
2501,315,6,1,1,1,0,0,0,3
2501,315,7,1,1,2,0,0,0,4
2501,45,2,0,0,1,0,0,0,1
2501,45,3,0,0,1,0,0,0,1
2501,45,4,0,0,1,0,0,0,1
2501,45,5,0,0,1,0,0,0,1
2501,45,6,0,0,2,0,0,0,2
2501,45,7,0,0,1,0,0,0,1
2511,135,5,1,0,0,0,0,0,1
2511,135,6,1,0,0,0,0,0,1
2511,135,7,1,0,0,0,0,0,1
2511,225,2,1,0,0,0,0,0,1
2511,225,3,1,0,0,0,0,0,1
2511,225,5,1,0,0,0,0,0,1
2511,225,6,2,0,0,0,0,0,2
2511,225,7,1,0,0,0,0,0,1
2511,315,2,1,0,0,0,0,0,1
2511,315,3,2,0,0,0,0,0,2
2511,315,4,1,0,0,0,0,0,1
2511,315,6,2,0,0,0,0,0,2
2511,315,7,2,0,0,0,0,0,2
2511,45,1,1,0,0,0,0,0,1
2511,45,2,1,0,0,0,0,0,1
2511,45,5,2,0,0,0,0,0,2
2511,45,6,1,0,0,0,0,0,1
2555,135,1,0,0,0,0,1,0,1
2555,135,2,0,0,0,0,1,0,1
2555,135,5,0,0,0,0,1,0,1
2555,135,6,0,0,0,0,1,0,1
2555,225,2,0,1,0,0,0,0,1
2555,225,5,0,1,0,0,0,0,1
2555,225,6,1,1,0,0,0,0,2
2555,225,7,1,0,0,0,0,0,1
2555,315,3,0,0,1,0,0,0,1
2555,315,4,0,0,1,0,0,0,1
2555,315,6,1,0,1,0,0,0,2
2555,315,7,0,0,1,0,0,0,1
2555,45,3,1,0,0,0,0,0,1
2555,45,6,1,0,0,0,0,0,1
2555,45,7,1,0,0,0,0,0,1
2564,135,7,1,0,0,0,0,0,1
2564,225,2,1,0,0,0,0,0,1
2564,225,3,1,0,0,0,0,0,1
2564,225,6,1,0,0,0,0,0,1
2564,225,7,1,0,0,0,0,0,1
2564,315,7,0,1,0,0,0,0,1
2663,315,3,2,0,0,0,0,0,2
2663,315,4,1,0,0,0,0,0,1
2663,315,5,1,0,0,1,0,0,2
2663,315,6,1,0,0,0,0,0,1
2663,315,7,2,0,0,0,0,0,2
2666,135,2,1,0,0,0,0,0,1
2666,135,5,1,0,0,0,0,0,1
2666,135,6,1,0,0,0,0,0,1
2666,225,5,1,0,0,0,0,0,1
2666,225,6,1,0,0,0,0,0,1
2666,315,6,1,0,0,0,0,0,1
2666,315,7,1,0,0,0,0,0,1
2666,45,3,1,0,0,0,0,0,1
2666,45,4,1,0,0,0,0,0,1
2666,45,6,1,0,0,0,0,0,1
2666,45,7,1,0,0,0,0,0,1
2678,135,2,0,1,0,0,0,0,1
2678,135,3,1,1,0,0,0,0,2
2678,135,6,1,1,0,0,0,0,2
2678,135,7,1,0,0,0,0,0,1
2678,225,1,1,0,0,0,0,0,1
2678,225,2,1,0,0,0,0,0,1
2678,225,5,1,0,0,0,0,0,1
2678,225,6,1,0,0,0,0,0,1
2678,315,3,1,0,0,0,0,0,1
2678,315,4,1,0,0,0,0,0,1
2678,315,6,1,0,0,0,0,0,1
2678,315,7,1,0,0,0,0,0,1
2678,45,2,1,0,0,0,0,0,1
2678,45,3,1,0,0,0,0,0,1
2678,45,5,1,0,0,0,0,0,1
2678,45,6,1,0,0,0,0,0,1
2685,225,5,0,1,0,0,0,0,1
2685,315,6,1,0,0,0,0,0,1
2685,315,7,1,0,0,0,0,0,1
2685,45,6,1,0,0,0,0,0,1
2792,135,2,0,1,0,0,0,0,1
2792,135,3,1,4,0,0,0,0,5
2792,135,4,1,1,0,0,0,0,2
2792,135,6,1,3,0,0,0,0,4
2792,135,7,1,4,0,0,0,0,5
2792,225,2,1,1,0,0,0,0,2
2792,225,5,1,1,0,0,0,0,2
2792,225,6,1,1,0,0,0,0,2
2792,315,1,0,1,0,0,0,0,1
2792,315,2,0,1,0,0,0,0,1
2792,315,5,1,1,0,0,0,0,2
2792,315,6,1,1,0,0,0,0,2
2792,45,3,0,0,1,0,0,0,1
2792,45,4,0,0,1,0,0,0,1
2792,45,7,0,0,1,0,0,0,1
2891,315,3,1,0,0,0,0,0,1
2891,315,4,1,0,0,0,0,0,1
2891,315,5,1,0,0,0,0,0,1
2891,315,6,1,0,0,0,0,0,1
2891,315,7,1,0,0,0,0,0,1
2891,45,6,1,0,0,0,0,0,1
2891,45,7,1,0,0,0,0,0,1
2957,135,2,0,0,0,1,0,0,1
2957,135,5,0,0,0,1,0,0,1
2957,135,6,1,0,0,1,0,0,2
2957,135,7,1,0,0,0,0,0,1
3287,315,3,0,1,0,0,0,0,1
3287,315,4,0,1,0,0,0,0,1
3287,315,7,0,1,0,0,0,0,1
3515,315,7,1,0,0,0,0,0,1
3517,315,2,1,0,0,0,0,0,1
3517,315,3,1,0,0,0,0,0,1
3517,315,4,1,0,0,0,0,0,1
3517,315,5,0,0,0,1,0,0,1
3517,315,6,1,0,0,1,0,0,2
3517,315,7,2,0,0,0,0,0,2
3517,45,1,0,0,0,1,0,0,1
3517,45,3,1,0,0,0,0,0,1
3517,45,5,0,0,0,1,0,0,1
3517,45,6,1,0,0,0,0,0,1
3517,45,7,1,0,0,0,0,0,1
3524,135,2,0,1,0,0,0,0,1
3524,135,3,0,1,0,0,0,0,1
3524,135,6,1,1,0,0,0,0,2
3524,225,1,0,1,0,0,0,0,1
3524,225,2,0,1,0,0,0,0,1
3524,225,5,0,1,0,0,0,0,1
3524,225,6,0,1,0,0,0,0,1
3524,315,5,0,1,0,0,0,0,1
3524,315,6,0,1,0,0,0,0,1
3524,45,6,1,1,0,0,0,0,2
3524,45,7,1,1,0,0,0,0,2
3573,135,2,1,0,0,0,0,0,1
3573,135,3,1,0,0,0,0,0,1
3573,135,5,1,0,0,0,0,0,1
3573,135,6,1,0,0,0,0,0,1
3573,225,3,1,0,0,0,0,0,1
3573,225,6,1,0,0,0,0,0,1
3573,225,7,1,0,0,0,0,0,1
3573,315,3,1,0,0,0,0,0,1
3573,315,4,1,0,0,0,0,0,1
3573,315,6,1,0,0,0,0,0,1
3573,315,7,1,0,0,0,0,0,1
3573,45,1,1,0,0,0,0,0,1
3573,45,3,1,0,0,0,0,0,1
3573,45,4,1,0,0,0,0,0,1
3573,45,5,1,0,0,0,0,0,1
3573,45,6,1,0,0,0,0,0,1
3573,45,7,1,0,0,0,0,0,1
3577,135,7,1,0,0,0,0,0,1
3577,225,2,1,0,2,1,0,0,4
3577,225,3,1,0,1,1,0,0,3
3577,225,5,0,0,2,0,0,0,2
3577,225,6,1,0,3,1,0,0,5
3577,225,7,0,0,1,1,0,0,2
3577,315,1,1,0,0,0,0,0,1
3577,315,2,1,0,0,0,0,0,1
3577,315,5,1,0,0,0,0,0,1
3577,315,6,1,0,0,0,0,0,1
3613,225,3,1,0,0,0,0,0,1
3613,225,4,1,0,0,0,0,0,1
3613,225,6,1,0,0,0,0,0,1
3613,225,7,1,0,0,0,0,0,1
3613,315,1,0,0,1,0,0,0,1
3613,315,2,0,0,1,0,0,0,1
3613,315,5,0,0,1,0,0,0,1
3613,315,6,0,0,1,0,0,0,1
3654,135,3,1,0,0,0,0,0,1
3654,135,6,1,0,0,0,0,0,1
3654,135,7,1,0,0,0,0,0,1
3654,225,2,1,0,0,0,0,0,1
3654,225,3,1,0,2,0,0,0,3
3654,225,4,0,0,1,0,0,0,1
3654,225,6,1,0,2,0,0,0,3
3654,225,7,0,0,2,0,0,0,2
3654,315,2,1,0,0,0,0,0,1
3654,315,5,1,0,0,0,0,0,1
3654,315,6,1,0,0,0,0,0,1
3654,45,2,0,0,1,0,0,0,1
3654,45,3,0,0,1,0,0,0,1
3654,45,5,1,0,1,0,0,0,2
3654,45,6,1,0,2,0,0,0,3
3654,45,7,0,0,1,0,0,0,1
3751,135,2,1,0,0,0,0,0,1
3751,135,3,1,0,0,0,0,0,1
3751,135,6,1,0,0,0,0,0,1
3751,225,5,1,0,0,0,0,0,1
3751,315,5,1,0,0,0,0,0,1
3751,315,6,1,0,0,0,0,0,1
3751,45,7,1,0,0,0,0,0,1
3905,225,1,1,0,0,0,0,0,1
3905,225,2,1,0,0,0,0,0,1
3905,225,3,1,0,0,0,0,0,1
3905,225,5,1,0,0,0,0,0,1
3905,225,6,2,0,0,0,0,0,2
3905,225,7,1,0,0,0,0,0,1
3905,315,1,1,0,0,0,0,0,1
3905,315,2,2,0,0,0,0,0,2
3905,315,5,2,0,0,0,0,0,2
3905,315,6,1,0,0,0,0,0,1
3914,225,5,1,1,0,0,0,0,2
3914,45,7,1,0,0,0,0,0,1
4016,135,3,1,0,0,0,0,0,1
4016,135,6,1,0,0,0,0,0,1
4016,135,7,1,0,0,0,0,0,1
4016,225,1,1,0,0,0,0,0,1
4016,225,5,1,0,0,0,0,0,1
4016,315,3,1,0,0,0,0,0,1
4016,315,4,1,0,0,0,0,0,1
4016,315,7,1,0,0,0,0,0,1
4016,45,2,1,0,0,0,0,0,1
4016,45,3,1,0,0,0,0,0,1
4016,45,6,1,0,0,0,0,0,1
4016,45,7,1,0,0,0,0,0,1
4034,135,5,1,0,0,0,0,0,1
4034,225,6,1,0,0,0,0,0,1
4034,315,1,0,1,0,0,0,0,1
4034,315,2,0,1,0,0,0,0,1
4034,315,3,0,1,0,0,0,0,1
4034,315,4,0,1,0,0,0,0,1
4034,315,5,0,1,0,0,0,0,1
4034,315,6,0,1,0,0,0,0,1
4034,315,7,0,1,0,0,0,0,1
4034,45,3,0,1,0,0,0,0,1
4034,45,5,0,1,0,0,0,0,1
4034,45,6,0,1,0,0,0,0,1
4034,45,7,0,1,0,0,0,0,1
4042,135,2,1,0,0,0,0,0,1
4042,135,3,1,0,0,0,0,0,1
4042,135,5,1,0,0,0,0,0,1
4042,135,6,2,0,0,0,0,0,2
4042,135,7,1,0,0,0,0,0,1
4042,225,5,1,0,0,0,0,0,1
4042,45,7,2,0,0,0,0,0,2
4047,135,5,0,0,0,1,0,0,1
4047,135,6,0,0,0,1,0,0,1
4047,225,2,1,0,0,0,0,0,1
4047,225,3,1,0,0,0,0,0,1
4047,225,6,1,0,0,0,0,0,1
4047,315,5,1,0,0,0,0,0,1
4047,45,7,0,2,0,0,0,0,2
4093,135,1,0,0,1,0,0,0,1
4093,135,2,0,0,1,0,0,0,1
4093,135,5,0,0,1,0,0,0,1
4093,135,6,0,0,1,0,0,0,1
4093,225,1,1,0,0,0,0,0,1
4093,225,2,1,0,0,0,0,0,1
4093,225,3,0,0,0,1,0,0,1
4093,225,4,0,0,0,1,0,0,1
4093,225,5,1,0,0,0,0,0,1
4093,225,6,1,0,0,1,0,0,2
4093,225,7,0,0,0,1,0,0,1
4093,315,6,0,0,0,1,0,0,1
4093,315,7,1,0,0,1,0,0,2
4113,135,5,1,0,0,0,0,0,1
4113,225,6,1,0,0,0,0,0,1
4113,225,7,1,0,0,0,0,0,1
4113,315,6,1,0,0,0,0,0,1
4113,315,7,1,0,0,0,0,0,1
4113,45,2,1,0,0,0,0,0,1
4113,45,3,1,0,0,0,0,0,1
4113,45,6,1,0,0,0,0,0,1
4113,45,7,1,0,0,0,0,0,1
4165,135,7,1,0,0,0,0,0,1
4165,225,6,1,0,0,0,0,0,1
4165,315,1,0,0,1,0,0,0,1
4165,315,4,0,0,1,0,0,0,1
4165,315,5,0,0,1,0,0,0,1
