img_id,heading,crop_num,jpg_name,present_ramp,missing_ramp,total_count,includes_both,ground_truth,train/val/test,folder_label,original_image_path,new_image_path
18998,45,A,18998_45_A.jpg,0,1,1,False,only_missing,train,0_missing,mini-crops/18998_45_A.jpg,mini-crops-labeled/project-sidewalk/train/0_missing/18998_45_A.jpg
18998,315,B,18998_315_B.jpg,0,1,1,False,only_missing,train,0_missing,mini-crops/18998_315_B.jpg,mini-crops-labeled/project-sidewalk/train/0_missing/18998_315_B.jpg
18998,45,B,18998_45_B.jpg,0,2,2,False,only_missing,train,0_missing,mini-crops/18998_45_B.jpg,mini-crops-labeled/project-sidewalk/train/0_missing/18998_45_B.jpg
18998,45,C,18998_45_C.jpg,0,1,1,False,only_missing,train,0_missing,mini-crops/18998_45_C.jpg,mini-crops-labeled/project-sidewalk/train/0_missing/18998_45_C.jpg
19027,315,B,19027_315_B.jpg,0,1,1,False,only_missing,train,0_missing,mini-crops/19027_315_B.jpg,mini-crops-labeled/project-sidewalk/train/0_missing/19027_315_B.jpg
19027,315,C,19027_315_C.jpg,0,1,1,False,only_missing,train,0_missing,mini-crops/19027_315_C.jpg,mini-crops-labeled/project-sidewalk/train/0_missing/19027_315_C.jpg
19029,225,A,19029_225_A.jpg,0,1,1,False,only_missing,train,0_missing,mini-crops/19029_225_A.jpg,mini-crops-labeled/project-sidewalk/train/0_missing/19029_225_A.jpg
19029,225,B,19029_225_B.jpg,0,1,1,False,only_missing,train,0_missing,mini-crops/19029_225_B.jpg,mini-crops-labeled/project-sidewalk/train/0_missing/19029_225_B.jpg
19029,225,D,19029_225_D.jpg,0,1,1,False,only_missing,train,0_missing,mini-crops/19029_225_D.jpg,mini-crops-labeled/project-sidewalk/train/0_missing/19029_225_D.jpg
19029,225,E,19029_225_E.jpg,0,1,1,False,only_missing,train,0_missing,mini-crops/19029_225_E.jpg,mini-crops-labeled/project-sidewalk/train/0_missing/19029_225_E.jpg
5588,135,A,5588_135_A.jpg,0,1,1,False,only_missing,train,0_missing,mini-crops/5588_135_A.jpg,mini-crops-labeled/project-sidewalk/train/0_missing/5588_135_A.jpg
5588,135,B,5588_135_B.jpg,0,1,1,False,only_missing,train,0_missing,mini-crops/5588_135_B.jpg,mini-crops-labeled/project-sidewalk/train/0_missing/5588_135_B.jpg
6500,225,D,6500_225_D.jpg,0,1,1,False,only_missing,train,0_missing,mini-crops/6500_225_D.jpg,mini-crops-labeled/project-sidewalk/train/0_missing/6500_225_D.jpg
6500,225,E,6500_225_E.jpg,0,1,1,False,only_missing,train,0_missing,mini-crops/6500_225_E.jpg,mini-crops-labeled/project-sidewalk/train/0_missing/6500_225_E.jpg
6500,225,F,6500_225_F.jpg,0,1,1,False,only_missing,train,0_missing,mini-crops/6500_225_F.jpg,mini-crops-labeled/project-sidewalk/train/0_missing/6500_225_F.jpg
8829,135,C,8829_135_C.jpg,0,1,1,False,only_missing,train,0_missing,mini-crops/8829_135_C.jpg,mini-crops-labeled/project-sidewalk/train/0_missing/8829_135_C.jpg
10702,315,B,10702_315_B.jpg,0,1,1,False,only_missing,train,0_missing,mini-crops/10702_315_B.jpg,mini-crops-labeled/project-sidewalk/train/0_missing/10702_315_B.jpg
10702,225,F,10702_225_F.jpg,0,1,1,False,only_missing,train,0_missing,mini-crops/10702_225_F.jpg,mini-crops-labeled/project-sidewalk/train/0_missing/10702_225_F.jpg
12776,225,F,12776_225_F.jpg,0,1,1,False,only_missing,train,0_missing,mini-crops/12776_225_F.jpg,mini-crops-labeled/project-sidewalk/train/0_missing/12776_225_F.jpg
9808,315,D,9808_315_D.jpg,0,1,1,False,only_missing,train,0_missing,mini-crops/9808_315_D.jpg,mini-crops-labeled/project-sidewalk/train/0_missing/9808_315_D.jpg
1636,225,D,1636_225_D.jpg,0,1,1,False,only_missing,train,0_missing,mini-crops/1636_225_D.jpg,mini-crops-labeled/project-sidewalk/train/0_missing/1636_225_D.jpg
1663,135,C,1663_135_C.jpg,0,1,1,False,only_missing,train,0_missing,mini-crops/1663_135_C.jpg,mini-crops-labeled/project-sidewalk/train/0_missing/1663_135_C.jpg
1663,315,D,1663_315_D.jpg,0,1,1,False,only_missing,train,0_missing,mini-crops/1663_315_D.jpg,mini-crops-labeled/project-sidewalk/train/0_missing/1663_315_D.jpg
2210,315,C,2210_315_C.jpg,0,1,1,False,only_missing,train,0_missing,mini-crops/2210_315_C.jpg,mini-crops-labeled/project-sidewalk/train/0_missing/2210_315_C.jpg
2446,225,B,2446_225_B.jpg,0,1,1,False,only_missing,train,0_missing,mini-crops/2446_225_B.jpg,mini-crops-labeled/project-sidewalk/train/0_missing/2446_225_B.jpg
2446,225,C,2446_225_C.jpg,0,1,1,False,only_missing,train,0_missing,mini-crops/2446_225_C.jpg,mini-crops-labeled/project-sidewalk/train/0_missing/2446_225_C.jpg
2957,135,B,2957_135_B.jpg,0,1,1,False,only_missing,train,0_missing,mini-crops/2957_135_B.jpg,mini-crops-labeled/project-sidewalk/train/0_missing/2957_135_B.jpg
2957,135,C,2957_135_C.jpg,0,1,1,False,only_missing,train,0_missing,mini-crops/2957_135_C.jpg,mini-crops-labeled/project-sidewalk/train/0_missing/2957_135_C.jpg
4047,135,B,4047_135_B.jpg,0,1,1,False,only_missing,train,0_missing,mini-crops/4047_135_B.jpg,mini-crops-labeled/project-sidewalk/train/0_missing/4047_135_B.jpg
4093,225,D,4093_225_D.jpg,0,1,1,False,only_missing,train,0_missing,mini-crops/4093_225_D.jpg,mini-crops-labeled/project-sidewalk/train/0_missing/4093_225_D.jpg
4093,315,D,4093_315_D.jpg,0,1,1,False,only_missing,train,0_missing,mini-crops/4093_315_D.jpg,mini-crops-labeled/project-sidewalk/train/0_missing/4093_315_D.jpg
4093,225,E,4093_225_E.jpg,0,1,1,False,only_missing,train,0_missing,mini-crops/4093_225_E.jpg,mini-crops-labeled/project-sidewalk/train/0_missing/4093_225_E.jpg
4093,315,E,4093_315_E.jpg,0,1,1,False,only_missing,train,0_missing,mini-crops/4093_315_E.jpg,mini-crops-labeled/project-sidewalk/train/0_missing/4093_315_E.jpg
4918,135,D,4918_135_D.jpg,0,1,1,False,only_missing,train,0_missing,mini-crops/4918_135_D.jpg,mini-crops-labeled/project-sidewalk/train/0_missing/4918_135_D.jpg
5196,45,D,5196_45_D.jpg,0,1,1,False,only_missing,train,0_missing,mini-crops/5196_45_D.jpg,mini-crops-labeled/project-sidewalk/train/0_missing/5196_45_D.jpg
5241,45,C,5241_45_C.jpg,0,1,1,False,only_missing,train,0_missing,mini-crops/5241_45_C.jpg,mini-crops-labeled/project-sidewalk/train/0_missing/5241_45_C.jpg
5373,315,D,5373_315_D.jpg,0,1,1,False,only_missing,train,0_missing,mini-crops/5373_315_D.jpg,mini-crops-labeled/project-sidewalk/train/0_missing/5373_315_D.jpg
6461,135,D,6461_135_D.jpg,0,1,1,False,only_missing,train,0_missing,mini-crops/6461_135_D.jpg,mini-crops-labeled/project-sidewalk/train/0_missing/6461_135_D.jpg
6713,45,A,6713_45_A.jpg,0,1,1,False,only_missing,train,0_missing,mini-crops/6713_45_A.jpg,mini-crops-labeled/project-sidewalk/train/0_missing/6713_45_A.jpg
6713,45,D,6713_45_D.jpg,0,1,1,False,only_missing,train,0_missing,mini-crops/6713_45_D.jpg,mini-crops-labeled/project-sidewalk/train/0_missing/6713_45_D.jpg
7755,45,C,7755_45_C.jpg,0,1,1,False,only_missing,train,0_missing,mini-crops/7755_45_C.jpg,mini-crops-labeled/project-sidewalk/train/0_missing/7755_45_C.jpg
7755,135,D,7755_135_D.jpg,0,1,1,False,only_missing,train,0_missing,mini-crops/7755_135_D.jpg,mini-crops-labeled/project-sidewalk/train/0_missing/7755_135_D.jpg
8589,225,D,8589_225_D.jpg,0,1,1,False,only_missing,train,0_missing,mini-crops/8589_225_D.jpg,mini-crops-labeled/project-sidewalk/train/0_missing/8589_225_D.jpg
8589,45,F,8589_45_F.jpg,0,1,1,False,only_missing,train,0_missing,mini-crops/8589_45_F.jpg,mini-crops-labeled/project-sidewalk/train/0_missing/8589_45_F.jpg
8791,225,A,8791_225_A.jpg,0,1,1,False,only_missing,train,0_missing,mini-crops/8791_225_A.jpg,mini-crops-labeled/project-sidewalk/train/0_missing/8791_225_A.jpg
8791,225,B,8791_225_B.jpg,0,1,1,False,only_missing,train,0_missing,mini-crops/8791_225_B.jpg,mini-crops-labeled/project-sidewalk/train/0_missing/8791_225_B.jpg
8791,315,D,8791_315_D.jpg,0,1,1,False,only_missing,train,0_missing,mini-crops/8791_315_D.jpg,mini-crops-labeled/project-sidewalk/train/0_missing/8791_315_D.jpg
8791,45,D,8791_45_D.jpg,0,1,1,False,only_missing,train,0_missing,mini-crops/8791_45_D.jpg,mini-crops-labeled/project-sidewalk/train/0_missing/8791_45_D.jpg
8791,315,E,8791_315_E.jpg,0,1,1,False,only_missing,train,0_missing,mini-crops/8791_315_E.jpg,mini-crops-labeled/project-sidewalk/train/0_missing/8791_315_E.jpg
8531,135,C,8531_135_C.jpg,0,1,1,False,only_missing,train,0_missing,mini-crops/8531_135_C.jpg,mini-crops-labeled/project-sidewalk/train/0_missing/8531_135_C.jpg
8531,135,D,8531_135_D.jpg,0,1,1,False,only_missing,train,0_missing,mini-crops/8531_135_D.jpg,mini-crops-labeled/project-sidewalk/train/0_missing/8531_135_D.jpg
10733,45,A,10733_45_A.jpg,0,0,0,False,1_null,train,1_null,mini-crops/10733_45_A.jpg,mini-crops-labeled/project-sidewalk/train/1_null/10733_45_A.jpg
10317,225,C,10317_225_C.jpg,0,0,0,False,1_null,train,1_null,mini-crops/10317_225_C.jpg,mini-crops-labeled/project-sidewalk/train/1_null/10317_225_C.jpg
6753,135,C,6753_135_C.jpg,0,0,0,False,1_null,train,1_null,mini-crops/6753_135_C.jpg,mini-crops-labeled/project-sidewalk/train/1_null/6753_135_C.jpg
16614,45,D,16614_45_D.jpg,0,0,0,False,1_null,train,1_null,mini-crops/16614_45_D.jpg,mini-crops-labeled/project-sidewalk/train/1_null/16614_45_D.jpg
12790,45,D,12790_45_D.jpg,0,0,0,False,1_null,train,1_null,mini-crops/12790_45_D.jpg,mini-crops-labeled/project-sidewalk/train/1_null/12790_45_D.jpg
4404,45,A,4404_45_A.jpg,0,0,0,False,1_null,train,1_null,mini-crops/4404_45_A.jpg,mini-crops-labeled/project-sidewalk/train/1_null/4404_45_A.jpg
17026,225,C,17026_225_C.jpg,0,0,0,False,1_null,train,1_null,mini-crops/17026_225_C.jpg,mini-crops-labeled/project-sidewalk/train/1_null/17026_225_C.jpg
13254,135,E,13254_135_E.jpg,0,0,0,False,1_null,train,1_null,mini-crops/13254_135_E.jpg,mini-crops-labeled/project-sidewalk/train/1_null/13254_135_E.jpg
5479,135,D,5479_135_D.jpg,0,0,0,False,1_null,train,1_null,mini-crops/5479_135_D.jpg,mini-crops-labeled/project-sidewalk/train/1_null/5479_135_D.jpg
5894,225,A,5894_225_A.jpg,0,0,0,False,1_null,train,1_null,mini-crops/5894_225_A.jpg,mini-crops-labeled/project-sidewalk/train/1_null/5894_225_A.jpg
9852,135,C,9852_135_C.jpg,0,0,0,False,1_null,train,1_null,mini-crops/9852_135_C.jpg,mini-crops-labeled/project-sidewalk/train/1_null/9852_135_C.jpg
8447,135,C,8447_135_C.jpg,0,0,0,False,1_null,train,1_null,mini-crops/8447_135_C.jpg,mini-crops-labeled/project-sidewalk/train/1_null/8447_135_C.jpg
2564,315,B,2564_315_B.jpg,0,0,0,False,1_null,train,1_null,mini-crops/2564_315_B.jpg,mini-crops-labeled/project-sidewalk/train/1_null/2564_315_B.jpg
14619,45,C,14619_45_C.jpg,0,0,0,False,1_null,train,1_null,mini-crops/14619_45_C.jpg,mini-crops-labeled/project-sidewalk/train/1_null/14619_45_C.jpg
8192,45,E,8192_45_E.jpg,0,0,0,False,1_null,train,1_null,mini-crops/8192_45_E.jpg,mini-crops-labeled/project-sidewalk/train/1_null/8192_45_E.jpg
8531,225,B,8531_225_B.jpg,0,0,0,False,1_null,train,1_null,mini-crops/8531_225_B.jpg,mini-crops-labeled/project-sidewalk/train/1_null/8531_225_B.jpg
18321,225,B,18321_225_B.jpg,0,0,0,False,1_null,train,1_null,mini-crops/18321_225_B.jpg,mini-crops-labeled/project-sidewalk/train/1_null/18321_225_B.jpg
16218,225,B,16218_225_B.jpg,0,0,0,False,1_null,train,1_null,mini-crops/16218_225_B.jpg,mini-crops-labeled/project-sidewalk/train/1_null/16218_225_B.jpg
4016,45,A,4016_45_A.jpg,0,0,0,False,1_null,train,1_null,mini-crops/4016_45_A.jpg,mini-crops-labeled/project-sidewalk/train/1_null/4016_45_A.jpg
18393,135,A,18393_135_A.jpg,0,0,0,False,1_null,train,1_null,mini-crops/18393_135_A.jpg,mini-crops-labeled/project-sidewalk/train/1_null/18393_135_A.jpg
12776,315,D,12776_315_D.jpg,0,0,0,False,1_null,train,1_null,mini-crops/12776_315_D.jpg,mini-crops-labeled/project-sidewalk/train/1_null/12776_315_D.jpg
4639,315,B,4639_315_B.jpg,0,0,0,False,1_null,train,1_null,mini-crops/4639_315_B.jpg,mini-crops-labeled/project-sidewalk/train/1_null/4639_315_B.jpg
1023,315,D,1023_315_D.jpg,0,0,0,False,1_null,train,1_null,mini-crops/1023_315_D.jpg,mini-crops-labeled/project-sidewalk/train/1_null/1023_315_D.jpg
8721,225,E,8721_225_E.jpg,0,0,0,False,1_null,train,1_null,mini-crops/8721_225_E.jpg,mini-crops-labeled/project-sidewalk/train/1_null/8721_225_E.jpg
9852,225,E,9852_225_E.jpg,0,0,0,False,1_null,train,1_null,mini-crops/9852_225_E.jpg,mini-crops-labeled/project-sidewalk/train/1_null/9852_225_E.jpg
5308,225,F,5308_225_F.jpg,0,0,0,False,1_null,train,1_null,mini-crops/5308_225_F.jpg,mini-crops-labeled/project-sidewalk/train/1_null/5308_225_F.jpg
510,315,D,510_315_D.jpg,0,0,0,False,1_null,train,1_null,mini-crops/510_315_D.jpg,mini-crops-labeled/project-sidewalk/train/1_null/510_315_D.jpg
4913,225,B,4913_225_B.jpg,0,0,0,False,1_null,train,1_null,mini-crops/4913_225_B.jpg,mini-crops-labeled/project-sidewalk/train/1_null/4913_225_B.jpg
18324,135,B,18324_135_B.jpg,0,0,0,False,1_null,train,1_null,mini-crops/18324_135_B.jpg,mini-crops-labeled/project-sidewalk/train/1_null/18324_135_B.jpg
6744,225,B,6744_225_B.jpg,0,0,0,False,1_null,train,1_null,mini-crops/6744_225_B.jpg,mini-crops-labeled/project-sidewalk/train/1_null/6744_225_B.jpg
12248,225,E,12248_225_E.jpg,0,0,0,False,1_null,train,1_null,mini-crops/12248_225_E.jpg,mini-crops-labeled/project-sidewalk/train/1_null/12248_225_E.jpg
10277,135,E,10277_135_E.jpg,0,0,0,False,1_null,train,1_null,mini-crops/10277_135_E.jpg,mini-crops-labeled/project-sidewalk/train/1_null/10277_135_E.jpg
17045,45,F,17045_45_F.jpg,0,0,0,False,1_null,train,1_null,mini-crops/17045_45_F.jpg,mini-crops-labeled/project-sidewalk/train/1_null/17045_45_F.jpg
15188,45,A,15188_45_A.jpg,0,0,0,False,1_null,train,1_null,mini-crops/15188_45_A.jpg,mini-crops-labeled/project-sidewalk/train/1_null/15188_45_A.jpg
1936,135,F,1936_135_F.jpg,0,0,0,False,1_null,train,1_null,mini-crops/1936_135_F.jpg,mini-crops-labeled/project-sidewalk/train/1_null/1936_135_F.jpg
13838,45,B,13838_45_B.jpg,0,0,0,False,1_null,train,1_null,mini-crops/13838_45_B.jpg,mini-crops-labeled/project-sidewalk/train/1_null/13838_45_B.jpg
7220,315,C,7220_315_C.jpg,0,0,0,False,1_null,train,1_null,mini-crops/7220_315_C.jpg,mini-crops-labeled/project-sidewalk/train/1_null/7220_315_C.jpg
11775,135,E,11775_135_E.jpg,0,0,0,False,1_null,train,1_null,mini-crops/11775_135_E.jpg,mini-crops-labeled/project-sidewalk/train/1_null/11775_135_E.jpg
2685,225,A,2685_225_A.jpg,0,0,0,False,1_null,train,1_null,mini-crops/2685_225_A.jpg,mini-crops-labeled/project-sidewalk/train/1_null/2685_225_A.jpg
7108,225,F,7108_225_F.jpg,0,0,0,False,1_null,train,1_null,mini-crops/7108_225_F.jpg,mini-crops-labeled/project-sidewalk/train/1_null/7108_225_F.jpg
7253,315,A,7253_315_A.jpg,0,0,0,False,1_null,train,1_null,mini-crops/7253_315_A.jpg,mini-crops-labeled/project-sidewalk/train/1_null/7253_315_A.jpg
2511,225,F,2511_225_F.jpg,0,0,0,False,1_null,train,1_null,mini-crops/2511_225_F.jpg,mini-crops-labeled/project-sidewalk/train/1_null/2511_225_F.jpg
2511,135,A,2511_135_A.jpg,0,0,0,False,1_null,train,1_null,mini-crops/2511_135_A.jpg,mini-crops-labeled/project-sidewalk/train/1_null/2511_135_A.jpg
14670,135,C,14670_135_C.jpg,0,0,0,False,1_null,train,1_null,mini-crops/14670_135_C.jpg,mini-crops-labeled/project-sidewalk/train/1_null/14670_135_C.jpg
16376,135,F,16376_135_F.jpg,0,0,0,False,1_null,train,1_null,mini-crops/16376_135_F.jpg,mini-crops-labeled/project-sidewalk/train/1_null/16376_135_F.jpg
13373,225,A,13373_225_A.jpg,0,0,0,False,1_null,train,1_null,mini-crops/13373_225_A.jpg,mini-crops-labeled/project-sidewalk/train/1_null/13373_225_A.jpg
7743,45,B,7743_45_B.jpg,0,0,0,False,1_null,train,1_null,mini-crops/7743_45_B.jpg,mini-crops-labeled/project-sidewalk/train/1_null/7743_45_B.jpg
13399,45,F,13399_45_F.jpg,0,0,0,False,1_null,train,1_null,mini-crops/13399_45_F.jpg,mini-crops-labeled/project-sidewalk/train/1_null/13399_45_F.jpg
13564,135,D,13564_135_D.jpg,0,0,0,False,1_null,train,1_null,mini-crops/13564_135_D.jpg,mini-crops-labeled/project-sidewalk/train/1_null/13564_135_D.jpg
4042,225,E,4042_225_E.jpg,0,0,0,False,1_null,train,1_null,mini-crops/4042_225_E.jpg,mini-crops-labeled/project-sidewalk/train/1_null/4042_225_E.jpg
2350,315,F,2350_315_F.jpg,0,0,0,False,1_null,train,1_null,mini-crops/2350_315_F.jpg,mini-crops-labeled/project-sidewalk/train/1_null/2350_315_F.jpg
10733,315,E,10733_315_E.jpg,0,0,0,False,1_null,train,1_null,mini-crops/10733_315_E.jpg,mini-crops-labeled/project-sidewalk/train/1_null/10733_315_E.jpg
11856,315,A,11856_315_A.jpg,0,0,0,False,1_null,train,1_null,mini-crops/11856_315_A.jpg,mini-crops-labeled/project-sidewalk/train/1_null/11856_315_A.jpg
9175,135,D,9175_135_D.jpg,0,0,0,False,1_null,train,1_null,mini-crops/9175_135_D.jpg,mini-crops-labeled/project-sidewalk/train/1_null/9175_135_D.jpg
2957,135,A,2957_135_A.jpg,0,0,0,False,1_null,train,1_null,mini-crops/2957_135_A.jpg,mini-crops-labeled/project-sidewalk/train/1_null/2957_135_A.jpg
17045,135,A,17045_135_A.jpg,0,0,0,False,1_null,train,1_null,mini-crops/17045_135_A.jpg,mini-crops-labeled/project-sidewalk/train/1_null/17045_135_A.jpg
17388,45,C,17388_45_C.jpg,0,0,0,False,1_null,train,1_null,mini-crops/17388_45_C.jpg,mini-crops-labeled/project-sidewalk/train/1_null/17388_45_C.jpg
16177,225,F,16177_225_F.jpg,0,0,0,False,1_null,train,1_null,mini-crops/16177_225_F.jpg,mini-crops-labeled/project-sidewalk/train/1_null/16177_225_F.jpg
17247,225,A,17247_225_A.jpg,0,0,0,False,1_null,train,1_null,mini-crops/17247_225_A.jpg,mini-crops-labeled/project-sidewalk/train/1_null/17247_225_A.jpg
13051,135,A,13051_135_A.jpg,0,0,0,False,1_null,train,1_null,mini-crops/13051_135_A.jpg,mini-crops-labeled/project-sidewalk/train/1_null/13051_135_A.jpg
6275,225,B,6275_225_B.jpg,0,0,0,False,1_null,train,1_null,mini-crops/6275_225_B.jpg,mini-crops-labeled/project-sidewalk/train/1_null/6275_225_B.jpg
11744,45,D,11744_45_D.jpg,0,0,0,False,1_null,train,1_null,mini-crops/11744_45_D.jpg,mini-crops-labeled/project-sidewalk/train/1_null/11744_45_D.jpg
3914,45,D,3914_45_D.jpg,0,0,0,False,1_null,train,1_null,mini-crops/3914_45_D.jpg,mini-crops-labeled/project-sidewalk/train/1_null/3914_45_D.jpg
12273,135,D,12273_135_D.jpg,0,0,0,False,1_null,train,1_null,mini-crops/12273_135_D.jpg,mini-crops-labeled/project-sidewalk/train/1_null/12273_135_D.jpg
6461,225,F,6461_225_F.jpg,0,0,0,False,1_null,train,1_null,mini-crops/6461_225_F.jpg,mini-crops-labeled/project-sidewalk/train/1_null/6461_225_F.jpg
7760,135,D,7760_135_D.jpg,0,0,0,False,1_null,train,1_null,mini-crops/7760_135_D.jpg,mini-crops-labeled/project-sidewalk/train/1_null/7760_135_D.jpg
10733,225,A,10733_225_A.jpg,0,0,0,False,1_null,train,1_null,mini-crops/10733_225_A.jpg,mini-crops-labeled/project-sidewalk/train/1_null/10733_225_A.jpg
18401,315,D,18401_315_D.jpg,0,0,0,False,1_null,train,1_null,mini-crops/18401_315_D.jpg,mini-crops-labeled/project-sidewalk/train/1_null/18401_315_D.jpg
13838,315,F,13838_315_F.jpg,0,0,0,False,1_null,train,1_null,mini-crops/13838_315_F.jpg,mini-crops-labeled/project-sidewalk/train/1_null/13838_315_F.jpg
11245,45,D,11245_45_D.jpg,0,0,0,False,1_null,train,1_null,mini-crops/11245_45_D.jpg,mini-crops-labeled/project-sidewalk/train/1_null/11245_45_D.jpg
7220,135,F,7220_135_F.jpg,0,0,0,False,1_null,train,1_null,mini-crops/7220_135_F.jpg,mini-crops-labeled/project-sidewalk/train/1_null/7220_135_F.jpg
6419,225,E,6419_225_E.jpg,0,0,0,False,1_null,train,1_null,mini-crops/6419_225_E.jpg,mini-crops-labeled/project-sidewalk/train/1_null/6419_225_E.jpg
5292,315,A,5292_315_A.jpg,0,0,0,False,1_null,train,1_null,mini-crops/5292_315_A.jpg,mini-crops-labeled/project-sidewalk/train/1_null/5292_315_A.jpg
8584,45,F,8584_45_F.jpg,0,0,0,False,1_null,train,1_null,mini-crops/8584_45_F.jpg,mini-crops-labeled/project-sidewalk/train/1_null/8584_45_F.jpg
7855,315,A,7855_315_A.jpg,0,0,0,False,1_null,train,1_null,mini-crops/7855_315_A.jpg,mini-crops-labeled/project-sidewalk/train/1_null/7855_315_A.jpg
7929,225,C,7929_225_C.jpg,0,0,0,False,1_null,train,1_null,mini-crops/7929_225_C.jpg,mini-crops-labeled/project-sidewalk/train/1_null/7929_225_C.jpg
