filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes,img_id,present_ramp,missing_ramp,obstacle,surface_prob,no_sidewalk,null,sv_image_x,sv_image_y,sv_image_y_bottom_origin,label_name,crop_num,corner_x,corner_y,size,x_crop_left,x_crop_right,y_crop_top,y_crop_bottom,margin,x_roi_left,x_roi_right,y_roi_top,y_roi_bottom
1908_225.jpg,41207,{},2,1,"{""name"":""point"",""cx"":530,""cy"":382}","{""Present Curb Ramp"":""1""}",1908,True,False,False,False,False,False,530,382,258,Present Curb Ramp,A,5,320,180,5,185,320,500,10,15,175,330,490
1908_315.jpg,40331,{},3,0,"{""name"":""point"",""cx"":399,""cy"":375}","{""Present Curb Ramp"":""2""}",1908,True,False,False,False,False,False,399,375,265,Present Curb Ramp,A,5,320,180,5,185,320,500,10,15,175,330,490
1908_315.jpg,40331,{},3,1,"{""name"":""point"",""cx"":193,""cy"":353}","{""Present Curb Ramp"":""2""}",1908,True,False,False,False,False,False,193,353,287,Present Curb Ramp,A,5,320,180,5,185,320,500,10,15,175,330,490
1908_315.jpg,40331,{},3,2,"{""name"":""point"",""cx"":215,""cy"":346}","{""Obstacle"":""1""}",1908,False,False,True,False,False,False,215,346,294,Obstacle,A,5,320,180,5,185,320,500,10,15,175,330,490
3613_225.jpg,74547,{},1,0,"{""name"":""point"",""cx"":433,""cy"":402}","{""Present Curb Ramp"":""3""}",3613,True,False,False,False,False,False,433,402,238,Present Curb Ramp,A,5,320,180,5,185,320,500,10,15,175,330,490
3613_315.jpg,53578,{},1,0,"{""name"":""point"",""cx"":191,""cy"":381}","{""Obstacle"":""1""}",3613,False,False,True,False,False,False,191,381,259,Obstacle,A,5,320,180,5,185,320,500,10,15,175,330,490
3914_45.jpg,66193,{},1,0,"{""name"":""point"",""cx"":474,""cy"":434}","{""Present Curb Ramp"":""2""}",3914,True,False,False,False,False,False,474,434,206,Present Curb Ramp,A,5,320,180,5,185,320,500,10,15,175,330,490
3914_225.jpg,56042,{},2,0,"{""name"":""point"",""cx"":67,""cy"":568}","{""Present Curb Ramp"":""1""}",3914,True,False,False,False,False,False,67,568,72,Present Curb Ramp,A,5,320,180,5,185,320,500,10,15,175,330,490
3914_225.jpg,56042,{},2,1,"{""name"":""point"",""cx"":107,""cy"":472}","{""Surface Problem"":""1""}",3914,False,False,False,True,False,False,107,472,168,Surface Problem,A,5,320,180,5,185,320,500,10,15,175,330,490
4684_45.jpg,75047,{},2,0,"{""name"":""point"",""cx"":465,""cy"":371}","{""Present Curb Ramp"":""1""}",4684,True,False,False,False,False,False,465,371,269,Present Curb Ramp,A,5,320,180,5,185,320,500,10,15,175,330,490
4684_45.jpg,75047,{},2,1,"{""name"":""point"",""cx"":294,""cy"":421}","{""Present Curb Ramp"":""2""}",4684,True,False,False,False,False,False,294,421,219,Present Curb Ramp,A,5,320,180,5,185,320,500,10,15,175,330,490
4684_135.jpg,54577,{},6,0,"{""name"":""point"",""cx"":399,""cy"":403}","{""Present Curb Ramp"":""3""}",4684,True,False,False,False,False,False,399,403,237,Present Curb Ramp,A,5,320,180,5,185,320,500,10,15,175,330,490
4684_135.jpg,54577,{},6,1,"{""name"":""point"",""cx"":495,""cy"":398}","{""Surface Problem"":""1""}",4684,False,False,False,True,False,False,495,398,242,Surface Problem,A,5,320,180,5,185,320,500,10,15,175,330,490
4684_135.jpg,54577,{},6,2,"{""name"":""point"",""cx"":443,""cy"":387}","{""Surface Problem"":""1""}",4684,False,False,False,True,False,False,443,387,253,Surface Problem,A,5,320,180,5,185,320,500,10,15,175,330,490
4684_135.jpg,54577,{},6,3,"{""name"":""point"",""cx"":603,""cy"":439}","{""Present Curb Ramp"":""1""}",4684,True,False,False,False,False,False,603,439,201,Present Curb Ramp,A,5,320,180,5,185,320,500,10,15,175,330,490
4684_135.jpg,54577,{},6,4,"{""name"":""point"",""cx"":539,""cy"":420}","{""Present Curb Ramp"":""1""}",4684,True,False,False,False,False,False,539,420,220,Present Curb Ramp,A,5,320,180,5,185,320,500,10,15,175,330,490
4684_135.jpg,54577,{},6,5,"{""name"":""point"",""cx"":469,""cy"":355}","{""Surface Problem"":""1""}",4684,False,False,False,True,False,False,469,355,285,Surface Problem,A,5,320,180,5,185,320,500,10,15,175,330,490
4684_225.jpg,48427,{},7,0,"{""name"":""point"",""cx"":155,""cy"":447}","{""Surface Problem"":""1""}",4684,False,False,False,True,False,False,155,447,193,Surface Problem,A,5,320,180,5,185,320,500,10,15,175,330,490
4684_225.jpg,48427,{},7,1,"{""name"":""point"",""cx"":212,""cy"":431}","{""Surface Problem"":""1""}",4684,False,False,False,True,False,False,212,431,209,Surface Problem,A,5,320,180,5,185,320,500,10,15,175,330,490
4684_225.jpg,48427,{},7,2,"{""name"":""point"",""cx"":273,""cy"":414}","{""Surface Problem"":""1""}",4684,False,False,False,True,False,False,273,414,226,Surface Problem,A,5,320,180,5,185,320,500,10,15,175,330,490
4684_225.jpg,48427,{},7,3,"{""name"":""point"",""cx"":333,""cy"":395}","{""Surface Problem"":""1""}",4684,False,False,False,True,False,False,333,395,245,Surface Problem,A,5,320,180,5,185,320,500,10,15,175,330,490
4684_225.jpg,48427,{},7,4,"{""name"":""point"",""cx"":31,""cy"":508}","{""Surface Problem"":""3""}",4684,False,False,False,True,False,False,31,508,132,Surface Problem,A,5,320,180,5,185,320,500,10,15,175,330,490
4684_225.jpg,48427,{},7,5,"{""name"":""point"",""cx"":399,""cy"":378}","{""Surface Problem"":""1""}",4684,False,False,False,True,False,False,399,378,262,Surface Problem,A,5,320,180,5,185,320,500,10,15,175,330,490
4684_225.jpg,48427,{},7,6,"{""name"":""point"",""cx"":507,""cy"":347}","{""Obstacle"":""1""}",4684,False,False,True,False,False,False,507,347,293,Obstacle,A,5,320,180,5,185,320,500,10,15,175,330,490
4684_315.jpg,69545,{},2,0,"{""name"":""point"",""cx"":201,""cy"":378}","{""Surface Problem"":""1""}",4684,False,False,False,True,False,False,201,378,262,Surface Problem,A,5,320,180,5,185,320,500,10,15,175,330,490
4684_315.jpg,69545,{},2,1,"{""name"":""point"",""cx"":602,""cy"":521}","{""Surface Problem"":""1""}",4684,False,False,False,True,False,False,602,521,119,Surface Problem,A,5,320,180,5,185,320,500,10,15,175,330,490
5479_45.jpg,53832,{},4,0,"{""name"":""point"",""cx"":289,""cy"":365}","{""Obstacle"":""3""}",5479,False,False,True,False,False,False,289,365,275,Obstacle,A,5,320,180,5,185,320,500,10,15,175,330,490
5479_45.jpg,53832,{},4,1,"{""name"":""point"",""cx"":215,""cy"":377}","{""Surface Problem"":""1""}",5479,False,False,False,True,False,False,215,377,263,Surface Problem,A,5,320,180,5,185,320,500,10,15,175,330,490
5479_45.jpg,53832,{},4,2,"{""name"":""point"",""cx"":134,""cy"":389}","{""Surface Problem"":""1""}",5479,False,False,False,True,False,False,134,389,251,Surface Problem,A,5,320,180,5,185,320,500,10,15,175,330,490
5479_45.jpg,53832,{},4,3,"{""name"":""point"",""cx"":69,""cy"":403}","{""Surface Problem"":""3""}",5479,False,False,False,True,False,False,69,403,237,Surface Problem,A,5,320,180,5,185,320,500,10,15,175,330,490
5479_135.jpg,54811,{},2,0,"{""name"":""point"",""cx"":282,""cy"":448}","{""Present Curb Ramp"":""2""}",5479,True,False,False,False,False,False,282,448,192,Present Curb Ramp,A,5,320,180,5,185,320,500,10,15,175,330,490
5479_135.jpg,54811,{},2,1,"{""name"":""point"",""cx"":519,""cy"":344}","{""Surface Problem"":""2""}",5479,False,False,False,True,False,False,519,344,296,Surface Problem,A,5,320,180,5,185,320,500,10,15,175,330,490
5479_225.jpg,49105,{},1,0,"{""name"":""point"",""cx"":433,""cy"":438}","{""Present Curb Ramp"":""1""}",5479,True,False,False,False,False,False,433,438,202,Present Curb Ramp,A,5,320,180,5,185,320,500,10,15,175,330,490
5588_45.jpg,47050,{},1,0,"{""name"":""point"",""cx"":454,""cy"":432}","{""Present Curb Ramp"":""1""}",5588,True,False,False,False,False,False,454,432,208,Present Curb Ramp,A,5,320,180,5,185,320,500,10,15,175,330,490
5588_135.jpg,48553,{},1,0,"{""name"":""point"",""cx"":156,""cy"":438}","{""Missing Curb Ramp"":""5""}",5588,False,True,False,False,False,False,156,438,202,Missing Curb Ramp,A,5,320,180,5,185,320,500,10,15,175,330,490
5588_225.jpg,61897,{},1,0,"{""name"":""point"",""cx"":253,""cy"":427}","{""Present Curb Ramp"":""2""}",5588,True,False,False,False,False,False,253,427,213,Present Curb Ramp,A,5,320,180,5,185,320,500,10,15,175,330,490
5588_315.jpg,77670,{},1,0,"{""name"":""point"",""cx"":282,""cy"":468}","{""Present Curb Ramp"":""2""}",5588,True,False,False,False,False,False,282,468,172,Present Curb Ramp,A,5,320,180,5,185,320,500,10,15,175,330,490
5758_135.jpg,61301,{},1,0,"{""name"":""point"",""cx"":260,""cy"":506}","{""Present Curb Ramp"":""2""}",5758,True,False,False,False,False,False,260,506,134,Present Curb Ramp,A,5,320,180,5,185,320,500,10,15,175,330,490
5758_225.jpg,75831,{},2,0,"{""name"":""point"",""cx"":470,""cy"":443}","{""Present Curb Ramp"":""2""}",5758,True,False,False,False,False,False,470,443,197,Present Curb Ramp,A,5,320,180,5,185,320,500,10,15,175,330,490
5758_225.jpg,75831,{},2,1,"{""name"":""point"",""cx"":413,""cy"":409}","{""Surface Problem"":""1""}",5758,False,False,False,True,False,False,413,409,231,Surface Problem,A,5,320,180,5,185,320,500,10,15,175,330,490
5758_315.jpg,94621,{},1,0,"{""name"":""point"",""cx"":295,""cy"":389}","{""Present Curb Ramp"":""1""}",5758,True,False,False,False,False,False,295,389,251,Present Curb Ramp,A,5,320,180,5,185,320,500,10,15,175,330,490
6500_45.jpg,57959,{},2,0,"{""name"":""point"",""cx"":195,""cy"":410}","{""Present Curb Ramp"":""2""}",6500,True,False,False,False,False,False,195,410,230,Present Curb Ramp,A,5,320,180,5,185,320,500,10,15,175,330,490
6500_45.jpg,57959,{},2,1,"{""name"":""point"",""cx"":592,""cy"":599}","{""Present Curb Ramp"":""2""}",6500,True,False,False,False,False,False,592,599,41,Present Curb Ramp,A,5,320,180,5,185,320,500,10,15,175,330,490
6500_135.jpg,52887,{},4,0,"{""name"":""point"",""cx"":515,""cy"":421}","{""Present Curb Ramp"":""1""}",6500,True,False,False,False,False,False,515,421,219,Present Curb Ramp,A,5,320,180,5,185,320,500,10,15,175,330,490
6500_135.jpg,52887,{},4,1,"{""name"":""point"",""cx"":546,""cy"":352}","{""Present Curb Ramp"":""2""}",6500,True,False,False,False,False,False,546,352,288,Present Curb Ramp,A,5,320,180,5,185,320,500,10,15,175,330,490
6500_135.jpg,52887,{},4,2,"{""name"":""point"",""cx"":445,""cy"":380}","{""Present Curb Ramp"":""1""}",6500,True,False,False,False,False,False,445,380,260,Present Curb Ramp,A,5,320,180,5,185,320,500,10,15,175,330,490
6500_135.jpg,52887,{},4,3,"{""name"":""point"",""cx"":33,""cy"":600}","{""Present Curb Ramp"":""2""}",6500,True,False,False,False,False,False,33,600,40,Present Curb Ramp,A,5,320,180,5,185,320,500,10,15,175,330,490
6500_225.jpg,41258,{},4,0,"{""name"":""point"",""cx"":445,""cy"":435}","{""Missing Curb Ramp"":""3""}",6500,False,True,False,False,False,False,445,435,205,Missing Curb Ramp,A,5,320,180,5,185,320,500,10,15,175,330,490
6500_225.jpg,41258,{},4,1,"{""name"":""point"",""cx"":192,""cy"":365}","{""Present Curb Ramp"":""1""}",6500,True,False,False,False,False,False,192,365,275,Present Curb Ramp,A,5,320,180,5,185,320,500,10,15,175,330,490
6500_225.jpg,41258,{},4,2,"{""name"":""point"",""cx"":131,""cy"":365}","{""Present Curb Ramp"":""1""}",6500,True,False,False,False,False,False,131,365,275,Present Curb Ramp,A,5,320,180,5,185,320,500,10,15,175,330,490
6500_225.jpg,41258,{},4,3,"{""name"":""point"",""cx"":607,""cy"":485}","{""Missing Curb Ramp"":""3""}",6500,False,True,False,False,False,False,607,485,155,Missing Curb Ramp,A,5,320,180,5,185,320,500,10,15,175,330,490
6500_315.jpg,41625,{},2,0,"{""name"":""point"",""cx"":382,""cy"":399}","{""Present Curb Ramp"":""2""}",6500,True,False,False,False,False,False,382,399,241,Present Curb Ramp,A,5,320,180,5,185,320,500,10,15,175,330,490
6500_315.jpg,41625,{},2,1,"{""name"":""point"",""cx"":173,""cy"":351}","{""Present Curb Ramp"":""1""}",6500,True,False,False,False,False,False,173,351,289,Present Curb Ramp,A,5,320,180,5,185,320,500,10,15,175,330,490
7136_45.jpg,57429,{},1,0,"{""name"":""point"",""cx"":115,""cy"":469}","{""Present Curb Ramp"":""3""}",7136,True,False,False,False,False,False,115,469,171,Present Curb Ramp,A,5,320,180,5,185,320,500,10,15,175,330,490
7136_135.jpg,67204,{},1,0,"{""name"":""point"",""cx"":425,""cy"":526}","{""Present Curb Ramp"":""2""}",7136,True,False,False,False,False,False,425,526,114,Present Curb Ramp,A,5,320,180,5,185,320,500,10,15,175,330,490
7136_225.jpg,57724,{},1,0,"{""name"":""point"",""cx"":465,""cy"":413}","{""Present Curb Ramp"":""2""}",7136,True,False,False,False,False,False,465,413,227,Present Curb Ramp,A,5,320,180,5,185,320,500,10,15,175,330,490
7136_315.jpg,50207,{},1,0,"{""name"":""point"",""cx"":268,""cy"":403}","{""Present Curb Ramp"":""2""}",7136,True,False,False,False,False,False,268,403,237,Present Curb Ramp,A,5,320,180,5,185,320,500,10,15,175,330,490
7633_45.jpg,66142,{},1,0,"{""name"":""point"",""cx"":238,""cy"":415}","{""Present Curb Ramp"":""3""}",7633,True,False,False,False,False,False,238,415,225,Present Curb Ramp,A,5,320,180,5,185,320,500,10,15,175,330,490
7633_135.jpg,35796,{},3,0,"{""name"":""point"",""cx"":195,""cy"":446}","{""Present Curb Ramp"":""2""}",7633,True,False,False,False,False,False,195,446,194,Present Curb Ramp,A,5,320,180,5,185,320,500,10,15,175,330,490
7633_135.jpg,35796,{},3,1,"{""name"":""point"",""cx"":505,""cy"":375}","{""Present Curb Ramp"":""1""}",7633,True,False,False,False,False,False,505,375,265,Present Curb Ramp,A,5,320,180,5,185,320,500,10,15,175,330,490
7633_135.jpg,35796,{},3,2,"{""name"":""point"",""cx"":91,""cy"":388}","{""Surface Problem"":""1""}",7633,False,False,False,True,False,False,91,388,252,Surface Problem,A,5,320,180,5,185,320,500,10,15,175,330,490
7633_225.jpg,47726,{},2,0,"{""name"":""point"",""cx"":545,""cy"":404}","{""Present Curb Ramp"":""1""}",7633,True,False,False,False,False,False,545,404,236,Present Curb Ramp,A,5,320,180,5,185,320,500,10,15,175,330,490
7633_225.jpg,47726,{},2,1,"{""name"":""point"",""cx"":541,""cy"":383}","{""Missing Curb Ramp"":""4""}",7633,False,True,False,False,False,False,541,383,257,Missing Curb Ramp,A,5,320,180,5,185,320,500,10,15,175,330,490
8721_45.jpg,39488,{},2,0,"{""name"":""point"",""cx"":385,""cy"":396}","{""Present Curb Ramp"":""1""}",8721,True,False,False,False,False,False,385,396,244,Present Curb Ramp,A,5,320,180,5,185,320,500,10,15,175,330,490
8721_45.jpg,39488,{},2,1,"{""name"":""point"",""cx"":508,""cy"":396}","{""Present Curb Ramp"":""1""}",8721,True,False,False,False,False,False,508,396,244,Present Curb Ramp,A,5,320,180,5,185,320,500,10,15,175,330,490
8721_135.jpg,35840,{},1,0,"{""name"":""point"",""cx"":177,""cy"":389}","{""Present Curb Ramp"":""1""}",8721,True,False,False,False,False,False,177,389,251,Present Curb Ramp,A,5,320,180,5,185,320,500,10,15,175,330,490
8721_225.jpg,44680,{},1,0,"{""name"":""point"",""cx"":425,""cy"":401}","{""Surface Problem"":""1""}",8721,False,False,False,True,False,False,425,401,239,Surface Problem,A,5,320,180,5,185,320,500,10,15,175,330,490
8721_315.jpg,57098,{},1,0,"{""name"":""point"",""cx"":479,""cy"":432}","{""Present Curb Ramp"":""1""}",8721,True,False,False,False,False,False,479,432,208,Present Curb Ramp,A,5,320,180,5,185,320,500,10,15,175,330,490
8829_45.jpg,46968,{},2,0,"{""name"":""point"",""cx"":166,""cy"":413}","{""Present Curb Ramp"":""1""}",8829,True,False,False,False,False,False,166,413,227,Present Curb Ramp,A,5,320,180,5,185,320,500,10,15,175,330,490
8829_45.jpg,46968,{},2,1,"{""name"":""point"",""cx"":119,""cy"":388}","{""Present Curb Ramp"":""1""}",8829,True,False,False,False,False,False,119,388,252,Present Curb Ramp,A,5,320,180,5,185,320,500,10,15,175,330,490
8829_135.jpg,47310,{},6,0,"{""name"":""point"",""cx"":259,""cy"":411}","{""Missing Curb Ramp"":""4""}",8829,False,True,False,False,False,False,259,411,229,Missing Curb Ramp,A,5,320,180,5,185,320,500,10,15,175,330,490
8829_135.jpg,47310,{},6,1,"{""name"":""point"",""cx"":211,""cy"":389}","{""Surface Problem"":""1""}",8829,False,False,False,True,False,False,211,389,251,Surface Problem,A,5,320,180,5,185,320,500,10,15,175,330,490
8829_135.jpg,47310,{},6,2,"{""name"":""point"",""cx"":167,""cy"":378}","{""Surface Problem"":""1""}",8829,False,False,False,True,False,False,167,378,262,Surface Problem,A,5,320,180,5,185,320,500,10,15,175,330,490
8829_135.jpg,47310,{},6,3,"{""name"":""point"",""cx"":112,""cy"":380}","{""Present Curb Ramp"":""1""}",8829,True,False,False,False,False,False,112,380,260,Present Curb Ramp,A,5,320,180,5,185,320,500,10,15,175,330,490
8829_135.jpg,47310,{},6,4,"{""name"":""point"",""cx"":137,""cy"":377}","{""Obstacle"":""3""}",8829,False,False,True,False,False,False,137,377,263,Obstacle,A,5,320,180,5,185,320,500,10,15,175,330,490
8829_135.jpg,47310,{},6,5,"{""name"":""point"",""cx"":127,""cy"":368}","{""Present Curb Ramp"":""1""}",8829,True,False,False,False,False,False,127,368,272,Present Curb Ramp,A,5,320,180,5,185,320,500,10,15,175,330,490
8829_225.jpg,56804,{},3,0,"{""name"":""point"",""cx"":291,""cy"":439}","{""Present Curb Ramp"":""2""}",8829,True,False,False,False,False,False,291,439,201,Present Curb Ramp,A,5,320,180,5,185,320,500,10,15,175,330,490
8829_225.jpg,56804,{},3,1,"{""name"":""point"",""cx"":556,""cy"":381}","{""Obstacle"":""1""}",8829,False,False,True,False,False,False,556,381,259,Obstacle,A,5,320,180,5,185,320,500,10,15,175,330,490
8829_225.jpg,56804,{},3,2,"{""name"":""point"",""cx"":524,""cy"":390}","{""Surface Problem"":""1""}",8829,False,False,False,True,False,False,524,390,250,Surface Problem,A,5,320,180,5,185,320,500,10,15,175,330,490
8829_315.jpg,51622,{},2,0,"{""name"":""point"",""cx"":429,""cy"":404}","{""Present Curb Ramp"":""2""}",8829,True,False,False,False,False,False,429,404,236,Present Curb Ramp,A,5,320,180,5,185,320,500,10,15,175,330,490
8829_315.jpg,51622,{},2,1,"{""name"":""point"",""cx"":576,""cy"":371}","{""Present Curb Ramp"":""1""}",8829,True,False,False,False,False,False,576,371,269,Present Curb Ramp,A,5,320,180,5,185,320,500,10,15,175,330,490
8839_45.jpg,53225,{},1,0,"{""name"":""point"",""cx"":578,""cy"":407}","{""Present Curb Ramp"":""2""}",8839,True,False,False,False,False,False,578,407,233,Present Curb Ramp,A,5,320,180,5,185,320,500,10,15,175,330,490
8839_135.jpg,44226,{},1,0,"{""name"":""point"",""cx"":249,""cy"":360}","{""Present Curb Ramp"":""1""}",8839,True,False,False,False,False,False,249,360,280,Present Curb Ramp,A,5,320,180,5,185,320,500,10,15,175,330,490
8839_225.jpg,39027,{},2,0,"{""name"":""point"",""cx"":387,""cy"":371}","{""Present Curb Ramp"":""2""}",8839,True,False,False,False,False,False,387,371,269,Present Curb Ramp,A,5,320,180,5,185,320,500,10,15,175,330,490
8839_225.jpg,39027,{},2,1,"{""name"":""point"",""cx"":445,""cy"":373}","{""Missing Curb Ramp"":""5""}",8839,False,True,False,False,False,False,445,373,267,Missing Curb Ramp,A,5,320,180,5,185,320,500,10,15,175,330,490
8839_315.jpg,48238,{},1,0,"{""name"":""point"",""cx"":512,""cy"":454}","{""Present Curb Ramp"":""2""}",8839,True,False,False,False,False,False,512,454,186,Present Curb Ramp,A,5,320,180,5,185,320,500,10,15,175,330,490
