img_id,heading,crop_num,present_ramp,missing_ramp,label_name,sv_image_x,sv_image_y,xpt_minus_xleft,xright_minus_xpt,ypt_minus_ytop,ybottom_minus_ypt,in_10px_roi,jpg_name
18242,315,A,False,True,Missing Curb Ramp,30,416,25,155,96,84,True,18242_315_A.jpg
18256,315,A,True,False,Present Curb Ramp,105,360,100,80,40,140,True,18256_315_A.jpg
18256,315,A,False,False,Surface Problem,143,361,138,42,41,139,True,18256_315_A.jpg
18271,135,A,False,False,Surface Problem,30,393,25,155,73,107,True,18271_135_A.jpg
18271,135,A,False,True,Missing Curb Ramp,43,424,38,142,104,76,True,18271_135_A.jpg
18271,225,A,False,True,Missing Curb Ramp,32,385,27,153,65,115,True,18271_225_A.jpg
18272,225,A,False,False,Surface Problem,161,364,156,24,44,136,True,18272_225_A.jpg
18272,315,A,False,False,Obstacle,113,360,108,72,40,140,True,18272_315_A.jpg
18278,45,A,True,False,Present Curb Ramp,98,399,93,87,79,101,True,18278_45_A.jpg
18278,135,A,True,False,Present Curb Ramp,18,414,13,167,94,86,True,18278_135_A.jpg
18278,135,A,False,False,Surface Problem,45,406,40,140,86,94,True,18278_135_A.jpg
18278,135,A,False,False,Surface Problem,106,386,101,79,66,114,True,18278_135_A.jpg
18278,225,A,False,True,Missing Curb Ramp,25,431,20,160,111,69,True,18278_225_A.jpg
18279,135,A,False,False,Surface Problem,45,361,40,140,41,139,True,18279_135_A.jpg
18279,225,A,True,False,Present Curb Ramp,30,388,25,155,68,112,True,18279_225_A.jpg
18284,45,A,True,False,Present Curb Ramp,173,383,168,12,63,117,True,18284_45_A.jpg
18284,315,A,False,False,Obstacle,35,379,30,150,59,121,True,18284_315_A.jpg
18284,315,A,False,False,Surface Problem,72,374,67,113,54,126,True,18284_315_A.jpg
18312,45,A,True,False,Present Curb Ramp,95,367,90,90,47,133,True,18312_45_A.jpg
18312,135,A,True,False,Present Curb Ramp,68,381,63,117,61,119,True,18312_135_A.jpg
18340,45,A,True,False,Present Curb Ramp,70,378,65,115,58,122,True,18340_45_A.jpg
18340,45,A,True,False,Present Curb Ramp,134,366,129,51,46,134,True,18340_45_A.jpg
18340,315,A,True,False,Present Curb Ramp,171,376,166,14,56,124,True,18340_315_A.jpg
18387,135,A,True,False,Present Curb Ramp,145,368,140,40,48,132,True,18387_135_A.jpg
18387,135,A,True,False,Present Curb Ramp,109,351,104,76,31,149,True,18387_135_A.jpg
18387,315,A,False,True,Missing Curb Ramp,182,366,177,3,46,134,False,18387_315_A.jpg
18393,45,A,True,False,Present Curb Ramp,116,405,111,69,85,95,True,18393_45_A.jpg
18393,315,A,True,False,Present Curb Ramp,180,351,175,5,31,149,False,18393_315_A.jpg
18398,225,A,True,False,Present Curb Ramp,106,356,101,79,36,144,True,18398_225_A.jpg
18398,225,A,True,False,Present Curb Ramp,139,353,134,46,33,147,True,18398_225_A.jpg
18401,135,A,False,True,Missing Curb Ramp,49,391,44,136,71,109,True,18401_135_A.jpg
18401,315,A,True,False,Present Curb Ramp,133,378,128,52,58,122,True,18401_315_A.jpg
18401,315,A,True,False,Present Curb Ramp,158,356,153,27,36,144,True,18401_315_A.jpg
18410,315,A,True,False,Present Curb Ramp,142,352,137,43,32,148,True,18410_315_A.jpg
18782,135,A,False,False,Obstacle,26,395,21,159,75,105,True,18782_135_A.jpg
18782,225,A,True,False,Present Curb Ramp,42,364,37,143,44,136,True,18782_225_A.jpg
18782,225,A,False,True,Missing Curb Ramp,95,361,90,90,41,139,True,18782_225_A.jpg
18786,315,A,False,False,No Sidewalk,128,365,123,57,45,135,True,18786_315_A.jpg
18802,135,A,True,False,Present Curb Ramp,158,379,153,27,59,121,True,18802_135_A.jpg
18802,135,A,True,False,Present Curb Ramp,88,348,83,97,28,152,True,18802_135_A.jpg
18802,225,A,False,True,Missing Curb Ramp,45,486,40,140,166,14,True,18802_225_A.jpg
18810,135,A,True,False,Present Curb Ramp,129,384,124,56,64,116,True,18810_135_A.jpg
18955,315,A,True,False,Present Curb Ramp,107,375,102,78,55,125,True,18955_315_A.jpg
18955,315,A,True,False,Present Curb Ramp,55,380,50,130,60,120,True,18955_315_A.jpg
18969,45,A,True,False,Present Curb Ramp,134,366,129,51,46,134,True,18969_45_A.jpg
18969,135,A,False,True,Missing Curb Ramp,47,445,42,138,125,55,True,18969_135_A.jpg
18969,315,A,False,True,Missing Curb Ramp,172,411,167,13,91,89,True,18969_315_A.jpg
18989,45,A,False,True,Missing Curb Ramp,125,379,120,60,59,121,True,18989_45_A.jpg
18989,135,A,False,True,Missing Curb Ramp,135,485,130,50,165,15,True,18989_135_A.jpg
18989,315,A,False,True,Missing Curb Ramp,17,433,12,168,113,67,True,18989_315_A.jpg
18998,45,A,False,True,Missing Curb Ramp,117,361,112,68,41,139,True,18998_45_A.jpg
18998,315,A,False,True,Missing Curb Ramp,132,404,127,53,84,96,True,18998_315_A.jpg
19009,225,A,True,False,Present Curb Ramp,19,382,14,166,62,118,True,19009_225_A.jpg
19009,225,A,True,False,Present Curb Ramp,94,384,89,91,64,116,True,19009_225_A.jpg
19023,135,A,True,False,Present Curb Ramp,149,376,144,36,56,124,True,19023_135_A.jpg
19023,315,A,True,False,Present Curb Ramp,181,386,176,4,66,114,False,19023_315_A.jpg
19027,45,A,True,False,Present Curb Ramp,20,377,15,165,57,123,True,19027_45_A.jpg
19027,225,A,True,False,Present Curb Ramp,13,431,8,172,111,69,True,19027_225_A.jpg
19029,135,A,True,False,Present Curb Ramp,148,345,143,37,25,155,True,19029_135_A.jpg
19029,225,A,False,True,Missing Curb Ramp,165,399,160,20,79,101,True,19029_225_A.jpg
19035,45,A,True,False,Present Curb Ramp,135,362,130,50,42,138,True,19035_45_A.jpg
19039,225,A,True,False,Present Curb Ramp,137,370,132,48,50,130,True,19039_225_A.jpg
19051,135,A,False,False,Occlusion,174,358,169,11,38,142,True,19051_135_A.jpg
19051,225,A,True,False,Present Curb Ramp,121,354,116,64,34,146,True,19051_225_A.jpg
19102,45,A,False,True,Missing Curb Ramp,128,353,123,57,33,147,True,19102_45_A.jpg
19102,225,A,True,False,Present Curb Ramp,127,350,122,58,30,150,True,19102_225_A.jpg
19133,45,A,True,False,Present Curb Ramp,150,390,145,35,70,110,True,19133_45_A.jpg
19133,225,A,True,False,Present Curb Ramp,159,373,154,26,53,127,True,19133_225_A.jpg
19133,315,A,True,False,Present Curb Ramp,176,341,171,9,21,159,False,19133_315_A.jpg
1023,135,A,False,False,Surface Problem,101,384,96,84,64,116,True,1023_135_A.jpg
1023,225,A,False,False,Surface Problem,29,416,24,156,96,84,True,1023_225_A.jpg
1532,135,A,False,False,No Sidewalk,174,431,169,11,111,69,True,1532_135_A.jpg
1747,45,A,True,False,Present Curb Ramp,124,452,119,61,132,48,True,1747_45_A.jpg
1914,135,A,False,False,Surface Problem,164,425,159,21,105,75,True,1914_135_A.jpg
1914,135,A,False,False,Surface Problem,99,442,94,86,122,58,True,1914_135_A.jpg
1926,225,A,True,False,Present Curb Ramp,78,428,73,107,108,72,True,1926_225_A.jpg
2350,135,A,False,False,No Sidewalk,184,432,179,1,112,68,False,2350_135_A.jpg
2350,135,A,True,False,Present Curb Ramp,65,468,60,120,148,32,True,2350_135_A.jpg
2350,225,A,True,False,Present Curb Ramp,184,357,179,1,37,143,False,2350_225_A.jpg
2666,225,A,True,False,Present Curb Ramp,177,457,172,8,137,43,False,2666_225_A.jpg
2678,225,A,True,False,Present Curb Ramp,181,401,176,4,81,99,False,2678_225_A.jpg
2685,225,A,False,False,Surface Problem,87,484,82,98,164,16,True,2685_225_A.jpg
3751,225,A,True,False,Present Curb Ramp,145,424,140,40,104,76,True,3751_225_A.jpg
3905,315,A,True,False,Present Curb Ramp,157,347,152,28,27,153,True,3905_315_A.jpg
4016,225,A,True,False,Present Curb Ramp,117,408,112,68,88,92,True,4016_225_A.jpg
4034,45,A,False,False,Surface Problem,69,424,64,116,104,76,True,4034_45_A.jpg
4034,135,A,True,False,Present Curb Ramp,152,437,147,33,117,63,True,4034_135_A.jpg
4042,225,A,True,False,Present Curb Ramp,74,490,69,111,170,10,True,4042_225_A.jpg
4113,135,A,True,False,Present Curb Ramp,169,428,164,16,108,72,True,4113_135_A.jpg
9756,135,A,True,False,Present Curb Ramp,32,452,27,153,132,48,True,9756_135_A.jpg
9808,45,A,True,False,Present Curb Ramp,179,421,174,6,101,79,False,9808_45_A.jpg
9864,135,A,True,False,Present Curb Ramp,16,452,11,169,132,48,True,9864_135_A.jpg
10013,135,A,True,False,Present Curb Ramp,141,391,136,44,71,109,True,10013_135_A.jpg
10039,315,A,True,False,Present Curb Ramp,141,415,136,44,95,85,True,10039_315_A.jpg
10086,225,A,True,False,Present Curb Ramp,108,498,103,77,178,2,True,10086_225_A.jpg
10086,225,A,False,False,Obstacle,85,421,80,100,101,79,True,10086_225_A.jpg
10228,45,A,True,False,Present Curb Ramp,133,372,128,52,52,128,True,10228_45_A.jpg
10317,135,A,False,False,No Sidewalk,78,385,73,107,65,115,True,10317_135_A.jpg
10423,315,A,True,False,Present Curb Ramp,18,392,13,167,72,108,True,10423_315_A.jpg
10702,135,A,True,False,Present Curb Ramp,132,397,127,53,77,103,True,10702_135_A.jpg
10702,315,A,False,True,Missing Curb Ramp,180,377,175,5,57,123,False,10702_315_A.jpg
11269,135,A,True,False,Present Curb Ramp,82,432,77,103,112,68,True,11269_135_A.jpg
11289,135,A,False,False,Surface Problem,23,484,18,162,164,16,True,11289_135_A.jpg
11295,45,A,True,False,Present Curb Ramp,70,410,65,115,90,90,True,11295_45_A.jpg
11677,225,A,True,False,Present Curb Ramp,127,353,122,58,33,147,True,11677_225_A.jpg
11765,225,A,True,False,Present Curb Ramp,165,397,160,20,77,103,True,11765_225_A.jpg
11841,315,A,True,False,Present Curb Ramp,14,406,9,171,86,94,True,11841_315_A.jpg
12017,225,A,True,False,Present Curb Ramp,176,481,171,9,161,19,False,12017_225_A.jpg
12241,315,A,True,False,Present Curb Ramp,126,463,121,59,143,37,True,12241_315_A.jpg
12255,315,A,True,False,Present Curb Ramp,182,459,177,3,139,41,False,12255_315_A.jpg
12258,45,A,True,False,Present Curb Ramp,63,424,58,122,104,76,True,12258_45_A.jpg
12260,225,A,True,False,Present Curb Ramp,105,414,100,80,94,86,True,12260_225_A.jpg
12270,225,A,True,False,Present Curb Ramp,174,377,169,11,57,123,True,12270_225_A.jpg
12273,45,A,True,False,Present Curb Ramp,145,481,140,40,161,19,True,12273_45_A.jpg
12277,45,A,False,False,Surface Problem,74,429,69,111,109,71,True,12277_45_A.jpg
12277,45,A,False,False,Surface Problem,138,440,133,47,120,60,True,12277_45_A.jpg
12277,225,A,False,False,Surface Problem,46,407,41,139,87,93,True,12277_225_A.jpg
12277,225,A,False,False,Surface Problem,104,400,99,81,80,100,True,12277_225_A.jpg
12277,225,A,False,False,Surface Problem,148,391,143,37,71,109,True,12277_225_A.jpg
12367,315,A,True,False,Present Curb Ramp,158,416,153,27,96,84,True,12367_315_A.jpg
12747,225,A,True,False,Present Curb Ramp,122,483,117,63,163,17,True,12747_225_A.jpg
12776,315,A,True,False,Present Curb Ramp,33,448,28,152,128,52,True,12776_315_A.jpg
12781,225,A,True,False,Present Curb Ramp,17,466,12,168,146,34,True,12781_225_A.jpg
12806,135,A,True,False,Present Curb Ramp,113,419,108,72,99,81,True,12806_135_A.jpg
12806,225,A,True,False,Present Curb Ramp,124,439,119,61,119,61,True,12806_225_A.jpg
12874,315,A,True,False,Present Curb Ramp,141,386,136,44,66,114,True,12874_315_A.jpg
13051,225,A,True,False,Present Curb Ramp,182,389,177,3,69,111,False,13051_225_A.jpg
13080,225,A,True,False,Present Curb Ramp,24,438,19,161,118,62,True,13080_225_A.jpg
13234,45,A,False,False,Surface Problem,86,395,81,99,75,105,True,13234_45_A.jpg
14188,225,A,False,False,Surface Problem,53,393,48,132,73,107,True,14188_225_A.jpg
14190,135,A,True,False,Present Curb Ramp,145,415,140,40,95,85,True,14190_135_A.jpg
14619,45,A,True,False,Present Curb Ramp,117,429,112,68,109,71,True,14619_45_A.jpg
14619,135,A,True,False,Present Curb Ramp,184,405,179,1,85,95,False,14619_135_A.jpg
15245,45,A,True,False,Present Curb Ramp,28,396,23,157,76,104,True,15245_45_A.jpg
15775,45,A,True,False,Present Curb Ramp,129,356,124,56,36,144,True,15775_45_A.jpg
15775,45,A,True,False,Present Curb Ramp,87,345,82,98,25,155,True,15775_45_A.jpg
15858,45,A,True,False,Present Curb Ramp,39,430,34,146,110,70,True,15858_45_A.jpg
15858,315,A,True,False,Present Curb Ramp,156,396,151,29,76,104,True,15858_315_A.jpg
16254,315,A,True,False,Present Curb Ramp,14,401,9,171,81,99,True,16254_315_A.jpg
17651,315,A,True,False,Present Curb Ramp,132,365,127,53,45,135,True,17651_315_A.jpg
17881,135,A,False,False,Surface Problem,115,404,110,70,84,96,True,17881_135_A.jpg
18944,135,A,True,False,Present Curb Ramp,169,411,164,16,91,89,True,18944_135_A.jpg
19003,45,A,True,False,Present Curb Ramp,138,398,133,47,78,102,True,19003_45_A.jpg
19028,225,A,True,False,Present Curb Ramp,155,354,150,30,34,146,True,19028_225_A.jpg
19078,135,A,True,False,Present Curb Ramp,87,349,82,98,29,151,True,19078_135_A.jpg
19078,135,A,True,False,Present Curb Ramp,165,363,160,20,43,137,True,19078_135_A.jpg
19124,225,A,True,False,Present Curb Ramp,127,357,122,58,37,143,True,19124_225_A.jpg
2511,45,A,True,False,Present Curb Ramp,120,400,115,65,80,100,True,2511_45_A.jpg
2555,135,A,False,False,Occlusion,184,407,179,1,87,93,False,2555_135_A.jpg
2663,315,A,False,True,Missing Curb Ramp,76,422,71,109,102,78,True,2663_315_A.jpg
3517,45,A,False,True,Missing Curb Ramp,49,393,44,136,73,107,True,3517_45_A.jpg
3573,45,A,True,False,Present Curb Ramp,111,411,106,74,91,89,True,3573_45_A.jpg
4047,135,A,False,True,Missing Curb Ramp,182,450,177,3,130,50,False,4047_135_A.jpg
4047,315,A,True,False,Present Curb Ramp,106,454,101,79,134,46,True,4047_315_A.jpg
4093,225,A,True,False,Present Curb Ramp,181,388,176,4,68,112,False,4093_225_A.jpg
4165,45,A,True,False,Present Curb Ramp,128,430,123,57,110,70,True,4165_45_A.jpg
4165,45,A,True,False,Present Curb Ramp,178,413,173,7,93,87,False,4165_45_A.jpg
4165,315,A,False,False,Obstacle,53,418,48,132,98,82,True,4165_315_A.jpg
4350,225,A,True,False,Present Curb Ramp,162,456,157,23,136,44,True,4350_225_A.jpg
4350,315,A,True,False,Present Curb Ramp,105,352,100,80,32,148,True,4350_315_A.jpg
4460,225,A,True,False,Present Curb Ramp,137,356,132,48,36,144,True,4460_225_A.jpg
4460,315,A,True,False,Present Curb Ramp,110,436,105,75,116,64,True,4460_315_A.jpg
4639,45,A,True,False,Present Curb Ramp,71,436,66,114,116,64,True,4639_45_A.jpg
4698,45,A,True,False,Present Curb Ramp,25,406,20,160,86,94,True,4698_45_A.jpg
4918,315,A,True,False,Present Curb Ramp,164,395,159,21,75,105,True,4918_315_A.jpg
4955,135,A,False,True,Missing Curb Ramp,106,452,101,79,132,48,True,4955_135_A.jpg
5238,315,A,False,False,Obstacle,99,347,94,86,27,153,True,5238_315_A.jpg
5241,45,A,True,False,Present Curb Ramp,157,438,152,28,118,62,True,5241_45_A.jpg
5443,225,A,True,False,Present Curb Ramp,157,425,152,28,105,75,True,5443_225_A.jpg
5476,135,A,False,False,Surface Problem,126,465,121,59,145,35,True,5476_135_A.jpg
5601,315,A,False,False,Surface Problem,52,428,47,133,108,72,True,5601_315_A.jpg
5601,315,A,False,True,Missing Curb Ramp,108,427,103,77,107,73,True,5601_315_A.jpg
6052,135,A,False,False,Obstacle,172,375,167,13,55,125,True,6052_135_A.jpg
6052,225,A,True,False,Present Curb Ramp,163,461,158,22,141,39,True,6052_225_A.jpg
6053,45,A,False,False,Surface Problem,125,388,120,60,68,112,True,6053_45_A.jpg
6053,225,A,False,False,Obstacle,143,404,138,42,84,96,True,6053_225_A.jpg
6053,225,A,False,False,Obstacle,47,343,42,138,23,157,True,6053_225_A.jpg
6090,225,A,False,False,Surface Problem,81,461,76,104,141,39,True,6090_225_A.jpg
6099,135,A,False,True,Missing Curb Ramp,142,475,137,43,155,25,True,6099_135_A.jpg
6451,135,A,True,False,Present Curb Ramp,166,450,161,19,130,50,True,6451_135_A.jpg
6523,45,A,False,False,Occlusion,170,371,165,15,51,129,True,6523_45_A.jpg
6524,315,A,False,False,Surface Problem,38,452,33,147,132,48,True,6524_315_A.jpg
6713,45,A,False,True,Missing Curb Ramp,52,382,47,133,62,118,True,6713_45_A.jpg
6713,135,A,True,False,Present Curb Ramp,175,376,170,10,56,124,True,6713_135_A.jpg
6713,225,A,False,False,Surface Problem,6,386,1,179,66,114,True,6713_225_A.jpg
7090,225,A,True,False,Present Curb Ramp,87,489,82,98,169,11,True,7090_225_A.jpg
7108,225,A,True,False,Present Curb Ramp,127,470,122,58,150,30,True,7108_225_A.jpg
7220,45,A,False,False,Surface Problem,132,380,127,53,60,120,True,7220_45_A.jpg
7220,45,A,False,False,Surface Problem,154,393,149,31,73,107,True,7220_45_A.jpg
7220,225,A,False,False,Surface Problem,123,389,118,62,69,111,True,7220_225_A.jpg
7220,315,A,False,False,Surface Problem,33,493,28,152,173,7,True,7220_315_A.jpg
7691,45,A,False,False,No Sidewalk,109,423,104,76,103,77,True,7691_45_A.jpg
7691,45,A,False,False,No Sidewalk,68,373,63,117,53,127,True,7691_45_A.jpg
7769,225,A,True,False,Present Curb Ramp,120,404,115,65,84,96,True,7769_225_A.jpg
7837,135,A,False,False,Surface Problem,162,386,157,23,66,114,True,7837_135_A.jpg
7929,45,A,True,False,Present Curb Ramp,170,453,165,15,133,47,True,7929_45_A.jpg
7929,45,A,False,False,Obstacle,140,393,135,45,73,107,True,7929_45_A.jpg
