img_id,heading,crop_num,jpg_name,present_ramp,missing_ramp,total_count,includes_both,ground_truth,train/val/test
13736,225,F,13736_225_F.jpg,0,0,0,False,1_null,train
13736,315,F,13736_315_F.jpg,0,0,0,False,1_null,train
13736,45,F,13736_45_F.jpg,0,0,0,False,1_null,train
14185,135,A,14185_135_A.jpg,0,0,0,False,1_null,train
14185,225,A,14185_225_A.jpg,0,0,0,False,1_null,train
14185,315,A,14185_315_A.jpg,0,0,0,False,1_null,train
14185,45,A,14185_45_A.jpg,0,0,0,False,1_null,train
14185,135,B,14185_135_B.jpg,0,0,0,False,1_null,train
14185,225,B,14185_225_B.jpg,0,0,0,False,1_null,train
14185,315,B,14185_315_B.jpg,0,0,0,False,1_null,train
14185,45,B,14185_45_B.jpg,0,0,0,False,1_null,train
14185,135,C,14185_135_C.jpg,0,0,0,False,1_null,train
14185,225,C,14185_225_C.jpg,0,0,0,False,1_null,train
14185,315,C,14185_315_C.jpg,0,0,0,False,1_null,train
14185,45,C,14185_45_C.jpg,0,0,0,False,1_null,train
14185,135,D,14185_135_D.jpg,0,0,0,False,1_null,train
14185,225,D,14185_225_D.jpg,0,0,0,False,1_null,train
14185,315,D,14185_315_D.jpg,0,0,0,False,1_null,train
14185,45,D,14185_45_D.jpg,0,0,0,False,1_null,train
14185,135,E,14185_135_E.jpg,1,0,1,False,present,train
14185,225,E,14185_225_E.jpg,0,0,0,False,1_null,train
14185,315,E,14185_315_E.jpg,0,0,0,False,1_null,train
14185,45,E,14185_45_E.jpg,0,0,0,False,1_null,train
14185,135,F,14185_135_F.jpg,1,0,1,False,present,train
14185,225,F,14185_225_F.jpg,0,0,0,False,1_null,train
14185,315,F,14185_315_F.jpg,0,0,0,False,1_null,train
14185,45,F,14185_45_F.jpg,1,0,1,False,present,train
14902,135,A,14902_135_A.jpg,0,0,0,False,1_null,validation
14902,225,A,14902_225_A.jpg,0,0,0,False,1_null,validation
14902,315,A,14902_315_A.jpg,0,0,0,False,1_null,validation
14902,45,A,14902_45_A.jpg,0,0,0,False,1_null,validation
14902,135,B,14902_135_B.jpg,0,0,0,False,1_null,validation
14902,225,B,14902_225_B.jpg,0,0,0,False,1_null,validation
14902,315,B,14902_315_B.jpg,0,0,0,False,1_null,validation
14902,45,B,14902_45_B.jpg,0,0,0,False,1_null,validation
14902,135,C,14902_135_C.jpg,0,0,0,False,1_null,validation
14902,225,C,14902_225_C.jpg,0,0,0,False,1_null,validation
14902,315,C,14902_315_C.jpg,0,0,0,False,1_null,validation
14902,45,C,14902_45_C.jpg,0,0,0,False,1_null,validation
14902,135,D,14902_135_D.jpg,0,0,0,False,1_null,validation
14902,225,D,14902_225_D.jpg,0,0,0,False,1_null,validation
14902,315,D,14902_315_D.jpg,0,0,0,False,1_null,validation
14902,45,D,14902_45_D.jpg,0,0,0,False,1_null,validation
14902,135,E,14902_135_E.jpg,0,0,0,False,1_null,validation
14902,225,E,14902_225_E.jpg,0,0,0,False,1_null,validation
14902,315,E,14902_315_E.jpg,0,0,0,False,1_null,validation
14902,45,E,14902_45_E.jpg,0,0,0,False,1_null,validation
14902,135,F,14902_135_F.jpg,0,0,0,False,1_null,validation
14902,225,F,14902_225_F.jpg,0,0,0,False,1_null,validation
14902,315,F,14902_315_F.jpg,0,0,0,False,1_null,validation
14902,45,F,14902_45_F.jpg,0,0,0,False,1_null,validation
16078,135,A,16078_135_A.jpg,0,0,0,False,1_null,test
16078,225,A,16078_225_A.jpg,0,0,0,False,1_null,test
16078,315,A,16078_315_A.jpg,1,0,1,False,present,test
16078,45,A,16078_45_A.jpg,1,0,1,False,present,test
16078,135,B,16078_135_B.jpg,0,0,0,False,1_null,test
16078,225,B,16078_225_B.jpg,0,0,0,False,1_null,test
16078,315,B,16078_315_B.jpg,1,0,1,False,present,test
16078,45,B,16078_45_B.jpg,0,0,0,False,1_null,test
16078,135,C,16078_135_C.jpg,0,0,0,False,1_null,test
16078,225,C,16078_225_C.jpg,0,0,0,False,1_null,test
16078,315,C,16078_315_C.jpg,1,0,1,False,present,test
16078,45,C,16078_45_C.jpg,0,0,0,False,1_null,test
16078,135,D,16078_135_D.jpg,0,0,0,False,1_null,test
16078,225,D,16078_225_D.jpg,0,0,0,False,1_null,test
16078,315,D,16078_315_D.jpg,0,0,0,False,1_null,test
16078,45,D,16078_45_D.jpg,0,0,0,False,1_null,test
16078,135,E,16078_135_E.jpg,0,0,0,False,1_null,test
16078,225,E,16078_225_E.jpg,0,0,0,False,1_null,test
16078,315,E,16078_315_E.jpg,0,0,0,False,1_null,test
16078,45,E,16078_45_E.jpg,1,0,1,False,present,test
16078,135,F,16078_135_F.jpg,0,0,0,False,1_null,test
16078,225,F,16078_225_F.jpg,0,0,0,False,1_null,test
16078,315,F,16078_315_F.jpg,1,0,1,False,present,test
16078,45,F,16078_45_F.jpg,1,0,1,False,present,test
16125,135,A,16125_135_A.jpg,0,0,0,False,1_null,test
16125,225,A,16125_225_A.jpg,1,0,1,False,present,test
16125,315,A,16125_315_A.jpg,1,1,2,True,present,test
16125,45,A,16125_45_A.jpg,0,0,0,False,1_null,test
16125,135,B,16125_135_B.jpg,0,0,0,False,1_null,test
16125,225,B,16125_225_B.jpg,0,0,0,False,1_null,test
16125,315,B,16125_315_B.jpg,1,0,1,False,present,test
16125,45,B,16125_45_B.jpg,0,0,0,False,1_null,test
16125,135,C,16125_135_C.jpg,0,0,0,False,1_null,test
16125,225,C,16125_225_C.jpg,0,0,0,False,1_null,test
16125,315,C,16125_315_C.jpg,0,0,0,False,1_null,test
16125,45,C,16125_45_C.jpg,0,0,0,False,1_null,test
16125,135,D,16125_135_D.jpg,0,0,0,False,1_null,test
16125,225,D,16125_225_D.jpg,0,0,0,False,1_null,test
16125,315,D,16125_315_D.jpg,1,0,1,False,present,test
16125,45,D,16125_45_D.jpg,0,0,0,False,1_null,test
16125,135,E,16125_135_E.jpg,0,0,0,False,1_null,test
16125,225,E,16125_225_E.jpg,0,0,0,False,1_null,test
16125,315,E,16125_315_E.jpg,1,0,1,False,present,test
16125,45,E,16125_45_E.jpg,0,1,1,False,only_missing,test
16125,135,F,16125_135_F.jpg,0,0,0,False,1_null,test
16125,225,F,16125_225_F.jpg,0,0,0,False,1_null,test
16125,315,F,16125_315_F.jpg,0,0,0,False,1_null,test
16125,45,F,16125_45_F.jpg,0,1,1,False,only_missing,test
16127,135,A,16127_135_A.jpg,1,0,1,False,present,train
16127,225,A,16127_225_A.jpg,0,0,0,False,1_null,train
16127,315,A,16127_315_A.jpg,0,0,0,False,1_null,train
16127,45,A,16127_45_A.jpg,0,0,0,False,1_null,train
16127,135,B,16127_135_B.jpg,1,0,1,False,present,train
16127,225,B,16127_225_B.jpg,0,0,0,False,1_null,train
16127,315,B,16127_315_B.jpg,0,0,0,False,1_null,train
16127,45,B,16127_45_B.jpg,0,0,0,False,1_null,train
16127,135,C,16127_135_C.jpg,0,0,0,False,1_null,train
16127,225,C,16127_225_C.jpg,0,0,0,False,1_null,train
16127,315,C,16127_315_C.jpg,0,0,0,False,1_null,train
16127,45,C,16127_45_C.jpg,0,0,0,False,1_null,train
16127,135,D,16127_135_D.jpg,1,0,1,False,present,train
16127,225,D,16127_225_D.jpg,0,0,0,False,1_null,train
16127,315,D,16127_315_D.jpg,0,0,0,False,1_null,train
16127,45,D,16127_45_D.jpg,0,0,0,False,1_null,train
16127,135,E,16127_135_E.jpg,0,0,0,False,1_null,train
16127,225,E,16127_225_E.jpg,0,0,0,False,1_null,train
16127,315,E,16127_315_E.jpg,0,0,0,False,1_null,train
16127,45,E,16127_45_E.jpg,0,0,0,False,1_null,train
16127,135,F,16127_135_F.jpg,0,0,0,False,1_null,train
16127,225,F,16127_225_F.jpg,0,0,0,False,1_null,train
16127,315,F,16127_315_F.jpg,0,0,0,False,1_null,train
16127,45,F,16127_45_F.jpg,0,0,0,False,1_null,train
16175,135,A,16175_135_A.jpg,0,0,0,False,1_null,train
16175,225,A,16175_225_A.jpg,0,0,0,False,1_null,train
16175,315,A,16175_315_A.jpg,0,0,0,False,1_null,train
16175,45,A,16175_45_A.jpg,0,0,0,False,1_null,train
16175,135,B,16175_135_B.jpg,0,0,0,False,1_null,train
16175,225,B,16175_225_B.jpg,1,0,1,False,present,train
16175,315,B,16175_315_B.jpg,0,0,0,False,1_null,train
16175,45,B,16175_45_B.jpg,1,0,1,False,present,train
16175,135,C,16175_135_C.jpg,1,0,1,False,present,train
16175,225,C,16175_225_C.jpg,1,0,1,False,present,train
16175,315,C,16175_315_C.jpg,0,0,0,False,1_null,train
16175,45,C,16175_45_C.jpg,1,0,1,False,present,train
16175,135,D,16175_135_D.jpg,1,0,1,False,present,train
16175,225,D,16175_225_D.jpg,0,0,0,False,1_null,train
16175,315,D,16175_315_D.jpg,0,0,0,False,1_null,train
16175,45,D,16175_45_D.jpg,0,0,0,False,1_null,train
16175,135,E,16175_135_E.jpg,0,0,0,False,1_null,train
16175,225,E,16175_225_E.jpg,0,0,0,False,1_null,train
16175,315,E,16175_315_E.jpg,1,0,1,False,present,train
16175,45,E,16175_45_E.jpg,0,0,0,False,1_null,train
16175,135,F,16175_135_F.jpg,0,0,0,False,1_null,train
16175,225,F,16175_225_F.jpg,0,0,0,False,1_null,train
16175,315,F,16175_315_F.jpg,1,0,1,False,present,train
16175,45,F,16175_45_F.jpg,0,0,0,False,1_null,train
16177,135,A,16177_135_A.jpg,0,0,0,False,1_null,train
16177,225,A,16177_225_A.jpg,0,0,0,False,1_null,train
16177,315,A,16177_315_A.jpg,0,0,0,False,1_null,train
16177,45,A,16177_45_A.jpg,0,0,0,False,1_null,train
16177,135,B,16177_135_B.jpg,0,0,0,False,1_null,train
16177,225,B,16177_225_B.jpg,0,0,0,False,1_null,train
16177,315,B,16177_315_B.jpg,0,0,0,False,1_null,train
16177,45,B,16177_45_B.jpg,0,0,0,False,1_null,train
16177,135,C,16177_135_C.jpg,0,0,0,False,1_null,train
16177,225,C,16177_225_C.jpg,0,0,0,False,1_null,train
16177,315,C,16177_315_C.jpg,0,0,0,False,1_null,train
16177,45,C,16177_45_C.jpg,0,0,0,False,1_null,train
16177,135,D,16177_135_D.jpg,0,0,0,False,1_null,train
16177,225,D,16177_225_D.jpg,1,0,1,False,present,train
16177,315,D,16177_315_D.jpg,0,0,0,False,1_null,train
16177,45,D,16177_45_D.jpg,0,0,0,False,1_null,train
16177,135,E,16177_135_E.jpg,0,0,0,False,1_null,train
16177,225,E,16177_225_E.jpg,1,0,1,False,present,train
16177,315,E,16177_315_E.jpg,0,0,0,False,1_null,train
16177,45,E,16177_45_E.jpg,0,0,0,False,1_null,train
16177,135,F,16177_135_F.jpg,1,0,1,False,present,train
16177,225,F,16177_225_F.jpg,0,0,0,False,1_null,train
16177,315,F,16177_315_F.jpg,0,0,0,False,1_null,train
16177,45,F,16177_45_F.jpg,0,0,0,False,1_null,train
16180,135,A,16180_135_A.jpg,1,1,2,True,present,test
16180,225,A,16180_225_A.jpg,0,0,0,False,1_null,test
16180,315,A,16180_315_A.jpg,0,0,0,False,1_null,test
16180,45,A,16180_45_A.jpg,0,0,0,False,1_null,test
16180,135,B,16180_135_B.jpg,1,0,1,False,present,test
16180,225,B,16180_225_B.jpg,0,0,0,False,1_null,test
16180,315,B,16180_315_B.jpg,0,0,0,False,1_null,test
16180,45,B,16180_45_B.jpg,0,0,0,False,1_null,test
16180,135,C,16180_135_C.jpg,0,0,0,False,1_null,test
16180,225,C,16180_225_C.jpg,1,0,1,False,present,test
16180,315,C,16180_315_C.jpg,0,0,0,False,1_null,test
16180,45,C,16180_45_C.jpg,0,0,0,False,1_null,test
16180,135,D,16180_135_D.jpg,0,0,0,False,1_null,test
16180,225,D,16180_225_D.jpg,0,0,0,False,1_null,test
16180,315,D,16180_315_D.jpg,0,0,0,False,1_null,test
16180,45,D,16180_45_D.jpg,0,0,0,False,1_null,test
16180,135,E,16180_135_E.jpg,0,0,0,False,1_null,test
16180,225,E,16180_225_E.jpg,1,0,1,False,present,test
16180,315,E,16180_315_E.jpg,0,0,0,False,1_null,test
16180,45,E,16180_45_E.jpg,0,0,0,False,1_null,test
16180,135,F,16180_135_F.jpg,0,0,0,False,1_null,test
16180,225,F,16180_225_F.jpg,0,0,0,False,1_null,test
16180,315,F,16180_315_F.jpg,0,0,0,False,1_null,test
16180,45,F,16180_45_F.jpg,0,0,0,False,1_null,test
16188,135,A,16188_135_A.jpg,0,0,0,False,1_null,train
16188,225,A,16188_225_A.jpg,1,0,1,False,present,train
16188,315,A,16188_315_A.jpg,0,0,0,False,1_null,train
16188,45,A,16188_45_A.jpg,0,0,0,False,1_null,train
16188,135,B,16188_135_B.jpg,0,0,0,False,1_null,train
16188,225,B,16188_225_B.jpg,0,0,0,False,1_null,train
16188,315,B,16188_315_B.jpg,0,0,0,False,1_null,train
16188,45,B,16188_45_B.jpg,0,0,0,False,1_null,train
16188,135,C,16188_135_C.jpg,0,0,0,False,1_null,train
16188,225,C,16188_225_C.jpg,0,0,0,False,1_null,train
16188,315,C,16188_315_C.jpg,0,0,0,False,1_null,train
16188,45,C,16188_45_C.jpg,0,0,0,False,1_null,train
16188,135,D,16188_135_D.jpg,1,0,1,False,present,train
16188,225,D,16188_225_D.jpg,1,0,1,False,present,train
16188,315,D,16188_315_D.jpg,0,0,0,False,1_null,train
16188,45,D,16188_45_D.jpg,1,0,1,False,present,train
16188,135,E,16188_135_E.jpg,0,0,0,False,1_null,train
16188,225,E,16188_225_E.jpg,0,0,0,False,1_null,train
16188,315,E,16188_315_E.jpg,0,0,0,False,1_null,train
16188,45,E,16188_45_E.jpg,1,0,1,False,present,train
16188,135,F,16188_135_F.jpg,0,0,0,False,1_null,train
16188,225,F,16188_225_F.jpg,0,0,0,False,1_null,train
16188,315,F,16188_315_F.jpg,1,0,1,False,present,train
16188,45,F,16188_45_F.jpg,0,0,0,False,1_null,train
16215,135,A,16215_135_A.jpg,0,0,0,False,1_null,validation
16215,225,A,16215_225_A.jpg,0,0,0,False,1_null,validation
16215,315,A,16215_315_A.jpg,0,0,0,False,1_null,validation
16215,45,A,16215_45_A.jpg,0,0,0,False,1_null,validation
16215,135,B,16215_135_B.jpg,1,0,1,False,present,validation
16215,225,B,16215_225_B.jpg,1,0,1,False,present,validation
16215,315,B,16215_315_B.jpg,0,0,0,False,1_null,validation
16215,45,B,16215_45_B.jpg,0,0,0,False,1_null,validation
16215,135,C,16215_135_C.jpg,1,0,1,False,present,validation
16215,225,C,16215_225_C.jpg,1,0,1,False,present,validation
16215,315,C,16215_315_C.jpg,1,0,1,False,present,validation
16215,45,C,16215_45_C.jpg,0,0,0,False,1_null,validation
16215,135,D,16215_135_D.jpg,0,0,0,False,1_null,validation
16215,225,D,16215_225_D.jpg,0,0,0,False,1_null,validation
16215,315,D,16215_315_D.jpg,1,0,1,False,present,validation
16215,45,D,16215_45_D.jpg,1,0,1,False,present,validation
16215,135,E,16215_135_E.jpg,0,0,0,False,1_null,validation
16215,225,E,16215_225_E.jpg,0,0,0,False,1_null,validation
16215,315,E,16215_315_E.jpg,0,0,0,False,1_null,validation
16215,45,E,16215_45_E.jpg,1,0,1,False,present,validation
16215,135,F,16215_135_F.jpg,0,0,0,False,1_null,validation
16215,225,F,16215_225_F.jpg,0,0,0,False,1_null,validation
16215,315,F,16215_315_F.jpg,0,0,0,False,1_null,validation
16215,45,F,16215_45_F.jpg,1,0,1,False,present,validation
16218,135,A,16218_135_A.jpg,0,0,0,False,1_null,train
16218,225,A,16218_225_A.jpg,0,0,0,False,1_null,train
16218,315,A,16218_315_A.jpg,0,0,0,False,1_null,train
16218,45,A,16218_45_A.jpg,0,0,0,False,1_null,train
16218,135,B,16218_135_B.jpg,1,0,1,False,present,train
16218,225,B,16218_225_B.jpg,0,0,0,False,1_null,train
16218,315,B,16218_315_B.jpg,0,0,0,False,1_null,train
16218,45,B,16218_45_B.jpg,0,0,0,False,1_null,train
16218,135,C,16218_135_C.jpg,1,0,1,False,present,train
16218,225,C,16218_225_C.jpg,0,0,0,False,1_null,train
16218,315,C,16218_315_C.jpg,0,0,0,False,1_null,train
16218,45,C,16218_45_C.jpg,0,0,0,False,1_null,train
16218,135,D,16218_135_D.jpg,0,0,0,False,1_null,train
16218,225,D,16218_225_D.jpg,0,0,0,False,1_null,train
16218,315,D,16218_315_D.jpg,0,0,0,False,1_null,train
16218,45,D,16218_45_D.jpg,0,0,0,False,1_null,train
16218,135,E,16218_135_E.jpg,0,0,0,False,1_null,train
16218,225,E,16218_225_E.jpg,0,0,0,False,1_null,train
16218,315,E,16218_315_E.jpg,0,0,0,False,1_null,train
16218,45,E,16218_45_E.jpg,1,0,1,False,present,train
16218,135,F,16218_135_F.jpg,1,0,1,False,present,train
16218,225,F,16218_225_F.jpg,0,0,0,False,1_null,train
16218,315,F,16218_315_F.jpg,0,0,0,False,1_null,train
16218,45,F,16218_45_F.jpg,1,0,1,False,present,train
16258,135,A,16258_135_A.jpg,0,0,0,False,1_null,train
16258,225,A,16258_225_A.jpg,1,0,1,False,present,train
16258,315,A,16258_315_A.jpg,0,0,0,False,1_null,train
16258,45,A,16258_45_A.jpg,0,0,0,False,1_null,train
16258,135,B,16258_135_B.jpg,0,1,1,False,only_missing,train
16258,225,B,16258_225_B.jpg,0,0,0,False,1_null,train
16258,315,B,16258_315_B.jpg,0,0,0,False,1_null,train
16258,45,B,16258_45_B.jpg,0,0,0,False,1_null,train
16258,135,C,16258_135_C.jpg,0,1,1,False,only_missing,train
16258,225,C,16258_225_C.jpg,0,0,0,False,1_null,train
16258,315,C,16258_315_C.jpg,0,0,0,False,1_null,train
16258,45,C,16258_45_C.jpg,0,0,0,False,1_null,train
16258,135,D,16258_135_D.jpg,0,0,0,False,1_null,train
16258,225,D,16258_225_D.jpg,0,0,0,False,1_null,train
16258,315,D,16258_315_D.jpg,0,0,0,False,1_null,train
16258,45,D,16258_45_D.jpg,0,0,0,False,1_null,train
16258,135,E,16258_135_E.jpg,0,0,0,False,1_null,train
16258,225,E,16258_225_E.jpg,0,0,0,False,1_null,train
16258,315,E,16258_315_E.jpg,0,0,0,False,1_null,train
16258,45,E,16258_45_E.jpg,0,0,0,False,1_null,train
16258,135,F,16258_135_F.jpg,0,0,0,False,1_null,train
16258,225,F,16258_225_F.jpg,0,0,0,False,1_null,train
16258,315,F,16258_315_F.jpg,0,0,0,False,1_null,train
16258,45,F,16258_45_F.jpg,1,0,1,False,present,train
16275,135,A,16275_135_A.jpg,0,0,0,False,1_null,train
16275,225,A,16275_225_A.jpg,0,0,0,False,1_null,train
16275,315,A,16275_315_A.jpg,0,0,0,False,1_null,train
16275,45,A,16275_45_A.jpg,0,0,0,False,1_null,train
16275,135,B,16275_135_B.jpg,1,0,1,False,present,train
16275,225,B,16275_225_B.jpg,0,0,0,False,1_null,train
16275,315,B,16275_315_B.jpg,1,0,1,False,present,train
16275,45,B,16275_45_B.jpg,0,0,0,False,1_null,train
16275,135,C,16275_135_C.jpg,1,0,1,False,present,train
16275,225,C,16275_225_C.jpg,1,0,1,False,present,train
16275,315,C,16275_315_C.jpg,2,0,2,False,multiple_present,train
16275,45,C,16275_45_C.jpg,0,0,0,False,1_null,train
16275,135,D,16275_135_D.jpg,0,0,0,False,1_null,train
16275,225,D,16275_225_D.jpg,1,0,1,False,present,train
16275,315,D,16275_315_D.jpg,0,0,0,False,1_null,train
16275,45,D,16275_45_D.jpg,0,0,0,False,1_null,train
16275,135,E,16275_135_E.jpg,0,0,0,False,1_null,train
16275,225,E,16275_225_E.jpg,0,0,0,False,1_null,train
16275,315,E,16275_315_E.jpg,0,0,0,False,1_null,train
16275,45,E,16275_45_E.jpg,0,0,0,False,1_null,train
16275,135,F,16275_135_F.jpg,0,0,0,False,1_null,train
16275,225,F,16275_225_F.jpg,0,0,0,False,1_null,train
16275,315,F,16275_315_F.jpg,0,0,0,False,1_null,train
16275,45,F,16275_45_F.jpg,1,0,1,False,present,train
16376,135,A,16376_135_A.jpg,0,0,0,False,1_null,train
16376,225,A,16376_225_A.jpg,0,0,0,False,1_null,train
16376,315,A,16376_315_A.jpg,0,0,0,False,1_null,train
16376,45,A,16376_45_A.jpg,0,0,0,False,1_null,train
16376,135,B,16376_135_B.jpg,0,0,0,False,1_null,train
