imgid_heading,ground_truth,jpg_name,3_labels
11559_315,present,2,A_Present
11559_315,1_null,4,C_Null
11559_45,present,2,A_Present
11559_45,1_null,4,C_Null
11677_135,1_null,6,C_Null
11677_225,present,3,A_Present
11677_225,1_null,3,C_Null
11677_315,1_null,6,C_Null
11677_45,present,2,A_Present
11677_45,1_null,4,C_Null
11744_135,1_null,6,C_Null
11744_225,present,4,A_Present
11744_225,1_null,2,C_Null
11744_315,present,2,A_Present
11744_315,1_null,4,C_Null
11744_45,present,2,A_Present
11744_45,1_null,4,C_Null
11765_135,1_null,6,C_Null
11765_225,present,2,A_Present
11765_225,1_null,4,C_Null
11765_315,1_null,6,C_Null
11765_45,present,1,A_Present
11765_45,1_null,5,C_Null
11772_135,present,2,A_Present
11772_135,1_null,4,C_Null
11772_225,present,2,A_Present
11772_225,1_null,4,C_Null
11772_315,present,2,A_Present
11772_315,1_null,4,C_Null
11772_45,present,2,A_Present
11772_45,1_null,4,C_Null
11775_135,present,1,A_Present
11775_135,1_null,5,C_Null
11775_225,1_null,6,C_Null
11775_315,present,1,A_Present
11775_315,1_null,5,C_Null
11775_45,present,1,A_Present
11775_45,1_null,5,C_Null
11841_135,1_null,6,C_Null
11841_225,present,2,A_Present
11841_225,1_null,4,C_Null
11841_315,present,1,A_Present
11841_315,1_null,5,C_Null
11841_45,present,1,A_Present
11841_45,1_null,5,C_Null
11856_135,1_null,6,C_Null
11856_225,present,2,A_Present
11856_225,1_null,4,C_Null
11856_315,present,2,A_Present
11856_315,1_null,4,C_Null
11856_45,1_null,6,C_Null
11985_135,present,2,A_Present
11985_135,1_null,4,C_Null
11985_225,present,2,A_Present
11985_225,1_null,4,C_Null
11985_315,present,2,A_Present
11985_315,1_null,4,C_Null
11985_45,present,2,A_Present
11985_45,1_null,4,C_Null
12017_135,present,2,A_Present
12017_135,1_null,4,C_Null
12017_225,present,1,A_Present
12017_225,1_null,5,C_Null
12017_315,present,2,A_Present
12017_315,1_null,4,C_Null
12017_45,present,2,A_Present
12017_45,1_null,4,C_Null
12051_135,present,2,A_Present
12051_135,1_null,4,C_Null
12051_225,present,2,A_Present
12051_225,1_null,4,C_Null
12051_315,present,2,A_Present
12051_315,1_null,4,C_Null
12051_45,present,1,A_Present
12051_45,1_null,5,C_Null
12056_135,present,2,A_Present
12056_135,1_null,4,C_Null
12056_225,present,2,A_Present
12056_225,1_null,4,C_Null
12056_315,present,2,A_Present
12056_315,1_null,4,C_Null
12056_45,present,2,A_Present
12056_45,1_null,4,C_Null
12057_135,present,2,A_Present
12057_135,1_null,4,C_Null
12057_225,present,2,A_Present
12057_225,1_null,4,C_Null
12057_315,present,2,A_Present
12057_315,1_null,4,C_Null
12057_45,present,2,A_Present
12057_45,1_null,4,C_Null
12066_135,1_null,6,C_Null
12066_225,present,1,A_Present
12066_225,1_null,5,C_Null
12066_315,present,2,A_Present
12066_315,1_null,4,C_Null
12066_45,1_null,6,C_Null
12241_135,present,2,A_Present
12241_135,1_null,4,C_Null
12241_225,present,2,A_Present
12241_225,1_null,4,C_Null
12241_315,present,2,A_Present
12241_315,1_null,4,C_Null
12241_45,present,1,A_Present
12241_45,1_null,5,C_Null
12248_135,present,1,A_Present
12248_135,1_null,5,C_Null
12248_225,present,2,A_Present
12248_225,1_null,4,C_Null
12248_315,present,2,A_Present
12248_315,1_null,4,C_Null
12248_45,present,2,A_Present
12248_45,1_null,4,C_Null
12251_135,only_missing,2,B_Missing
12251_135,1_null,4,C_Null
12251_225,multiple_present,2,A_Present
12251_225,1_null,4,C_Null
12251_315,1_null,6,C_Null
12251_45,1_null,6,C_Null
12255_135,present,2,A_Present
12255_135,1_null,4,C_Null
12255_225,present,2,A_Present
12255_225,1_null,4,C_Null
12255_315,present,1,A_Present
12255_315,1_null,5,C_Null
12255_45,present,2,A_Present
12255_45,1_null,4,C_Null
12258_135,present,2,A_Present
12258_135,1_null,4,C_Null
12258_225,1_null,6,C_Null
12258_315,present,2,A_Present
12258_315,1_null,4,C_Null
12258_45,present,5,A_Present
12258_45,1_null,1,C_Null
12260_135,present,2,A_Present
12260_135,1_null,4,C_Null
12260_225,present,2,A_Present
12260_225,1_null,4,C_Null
12260_315,1_null,6,C_Null
12260_45,present,1,A_Present
12260_45,1_null,5,C_Null
12266_135,1_null,6,C_Null
12266_225,1_null,6,C_Null
12266_315,1_null,6,C_Null
12266_45,present,2,A_Present
12266_45,1_null,4,C_Null
12270_135,only_missing,1,B_Missing
12270_135,1_null,5,C_Null
12270_225,present,2,A_Present
12270_225,1_null,4,C_Null
12270_315,1_null,6,C_Null
12270_45,1_null,6,C_Null
12273_135,1_null,6,C_Null
12273_225,1_null,6,C_Null
12273_315,present,1,A_Present
12273_315,1_null,5,C_Null
12273_45,present,2,A_Present
12273_45,1_null,4,C_Null
12277_135,1_null,6,C_Null
12277_225,1_null,6,C_Null
12277_315,1_null,6,C_Null
12277_45,1_null,6,C_Null
12305_135,present,2,A_Present
12305_135,1_null,4,C_Null
12305_225,present,1,A_Present
12305_225,1_null,5,C_Null
12305_315,present,2,A_Present
12305_315,1_null,4,C_Null
12305_45,present,2,A_Present
12305_45,1_null,4,C_Null
12367_135,present,2,A_Present
12367_135,1_null,4,C_Null
12367_225,present,2,A_Present
12367_225,1_null,4,C_Null
12367_315,present,2,A_Present
12367_315,1_null,4,C_Null
12367_45,present,2,A_Present
12367_45,1_null,4,C_Null
12578_135,only_missing,1,B_Missing
12578_135,1_null,5,C_Null
12578_225,present,2,A_Present
12578_225,1_null,4,C_Null
12578_315,only_missing,2,B_Missing
12578_315,1_null,4,C_Null
12578_45,present,2,A_Present
12578_45,1_null,4,C_Null
12582_135,present,2,A_Present
12582_135,1_null,4,C_Null
12582_225,present,2,A_Present
12582_225,1_null,4,C_Null
12582_315,present,2,A_Present
12582_315,1_null,4,C_Null
12582_45,present,2,A_Present
12582_45,1_null,4,C_Null
12584_135,present,2,A_Present
12584_135,1_null,4,C_Null
12584_225,present,2,A_Present
12584_225,1_null,4,C_Null
12584_315,present,2,A_Present
12584_315,1_null,4,C_Null
12584_45,present,2,A_Present
12584_45,1_null,4,C_Null
12590_135,present,1,A_Present
12590_135,1_null,5,C_Null
12590_225,present,2,A_Present
12590_225,1_null,4,C_Null
12590_315,present,2,A_Present
12590_315,1_null,4,C_Null
12590_45,present,2,A_Present
12590_45,1_null,4,C_Null
12747_135,1_null,6,C_Null
12747_225,present,4,A_Present
12747_225,1_null,2,C_Null
12747_315,present,3,A_Present
12747_315,1_null,3,C_Null
12747_45,1_null,6,C_Null
12776_135,present,1,A_Present
12776_135,1_null,5,C_Null
12776_225,present,2,A_Present
12776_225,only_missing,1,B_Missing
12776_225,1_null,3,C_Null
12776_315,present,1,A_Present
12776_315,1_null,5,C_Null
12776_45,1_null,6,C_Null
12781_135,present,3,A_Present
12781_135,1_null,3,C_Null
12781_225,present,1,A_Present
12781_225,1_null,5,C_Null
12781_315,1_null,6,C_Null
12781_45,present,2,A_Present
12781_45,1_null,4,C_Null
12790_135,present,2,A_Present
12790_135,1_null,4,C_Null
12790_225,present,2,A_Present
12790_225,1_null,4,C_Null
12790_315,present,1,A_Present
12790_315,1_null,5,C_Null
12790_45,1_null,6,C_Null
12806_135,present,4,A_Present
12806_135,1_null,2,C_Null
12806_225,present,2,A_Present
12806_225,1_null,4,C_Null
12806_315,1_null,6,C_Null
12806_45,1_null,6,C_Null
12874_135,present,1,A_Present
12874_135,1_null,5,C_Null
12874_225,present,2,A_Present
12874_225,1_null,4,C_Null
12874_315,present,2,A_Present
12874_315,1_null,4,C_Null
12874_45,present,1,A_Present
12874_45,1_null,5,C_Null
1297_135,only_missing,1,B_Missing
1297_135,1_null,5,C_Null
1297_225,present,2,A_Present
1297_225,1_null,4,C_Null
1297_315,1_null,6,C_Null
1297_45,1_null,6,C_Null
13051_135,present,2,A_Present
13051_135,1_null,4,C_Null
13051_225,present,1,A_Present
13051_225,1_null,5,C_Null
13051_315,present,2,A_Present
13051_315,1_null,4,C_Null
13051_45,present,2,A_Present
13051_45,1_null,4,C_Null
13080_135,present,2,A_Present
13080_135,1_null,4,C_Null
13080_225,present,1,A_Present
13080_225,1_null,5,C_Null
13080_315,1_null,6,C_Null
13080_45,present,1,A_Present
13080_45,1_null,5,C_Null
13198_135,present,2,A_Present
13198_135,1_null,4,C_Null
13198_225,present,2,A_Present
13198_225,1_null,4,C_Null
13198_315,present,1,A_Present
13198_315,1_null,5,C_Null
13198_45,present,2,A_Present
13198_45,1_null,4,C_Null
13234_135,1_null,6,C_Null
13234_225,present,2,A_Present
13234_225,1_null,4,C_Null
13234_315,1_null,6,C_Null
13234_45,1_null,6,C_Null
13254_135,1_null,6,C_Null
13254_225,1_null,6,C_Null
13254_315,1_null,6,C_Null
13254_45,multiple_present,1,A_Present
13254_45,present,2,A_Present
13254_45,1_null,3,C_Null
13276_135,present,2,A_Present
13276_135,1_null,4,C_Null
13276_225,present,2,A_Present
13276_225,1_null,4,C_Null
13276_315,1_null,6,C_Null
13276_45,1_null,6,C_Null
13373_135,present,2,A_Present
13373_135,1_null,4,C_Null
13373_225,1_null,6,C_Null
13373_315,1_null,6,C_Null
13373_45,multiple_present,1,A_Present
13373_45,present,2,A_Present
13373_45,1_null,3,C_Null
13399_135,1_null,6,C_Null
13399_225,1_null,6,C_Null
13399_315,present,2,A_Present
13399_315,1_null,4,C_Null
13399_45,1_null,6,C_Null
13513_135,present,2,A_Present
13513_135,1_null,4,C_Null
13513_225,1_null,6,C_Null
13513_315,present,2,A_Present
13513_315,1_null,4,C_Null
13513_45,present,2,A_Present
13513_45,1_null,4,C_Null
13538_135,1_null,6,C_Null
13538_225,1_null,6,C_Null
13538_315,1_null,6,C_Null
13538_45,1_null,6,C_Null
13564_135,1_null,6,C_Null
13564_225,1_null,6,C_Null
13564_315,1_null,6,C_Null
13564_45,1_null,6,C_Null
13638_135,1_null,6,C_Null
13638_225,1_null,6,C_Null
13638_315,1_null,6,C_Null
13638_45,1_null,6,C_Null
13641_135,1_null,6,C_Null
13641_225,1_null,6,C_Null
13641_315,present,2,A_Present
13641_315,1_null,4,C_Null
13641_45,multiple_present,1,A_Present
13641_45,present,2,A_Present
13641_45,1_null,3,C_Null
13699_135,1_null,6,C_Null
13699_225,1_null,6,C_Null
13699_315,1_null,6,C_Null
13699_45,1_null,6,C_Null
13736_135,1_null,6,C_Null
13736_225,1_null,6,C_Null
13736_315,1_null,6,C_Null
13736_45,multiple_present,1,A_Present
13736_45,present,2,A_Present
13736_45,1_null,3,C_Null
13755_135,present,2,A_Present
13755_135,1_null,4,C_Null
13755_225,1_null,6,C_Null
13755_315,1_null,6,C_Null
13755_45,present,2,A_Present
13755_45,1_null,4,C_Null
13806_135,present,1,A_Present
13806_135,1_null,5,C_Null
13806_225,1_null,6,C_Null
13806_315,present,2,A_Present
13806_315,1_null,4,C_Null
13806_45,present,1,A_Present
13806_45,1_null,5,C_Null
13838_135,1_null,6,C_Null
13838_225,1_null,6,C_Null
13838_315,1_null,6,C_Null
13838_45,1_null,6,C_Null
13839_135,present,1,A_Present
13839_135,1_null,5,C_Null
13839_225,1_null,6,C_Null
13839_315,present,2,A_Present
13839_315,1_null,4,C_Null
13839_45,present,1,A_Present
13839_45,1_null,5,C_Null
13853_135,1_null,6,C_Null
13853_225,present,3,A_Present
13853_225,1_null,3,C_Null
13853_315,1_null,6,C_Null
13853_45,1_null,6,C_Null
13991_135,present,4,A_Present
13991_135,1_null,2,C_Null
13991_225,present,2,A_Present
13991_225,1_null,4,C_Null
13991_315,1_null,6,C_Null
13991_45,1_null,6,C_Null
14073_135,present,2,A_Present
14073_135,1_null,4,C_Null
14073_225,present,2,A_Present
14073_225,1_null,4,C_Null
14073_315,present,2,A_Present
14073_315,1_null,4,C_Null
14073_45,present,2,A_Present
14073_45,1_null,4,C_Null
14185_135,present,2,A_Present
14185_135,1_null,4,C_Null
14185_225,1_null,6,C_Null
14185_315,1_null,6,C_Null
14185_45,present,1,A_Present
14185_45,1_null,5,C_Null
14188_135,1_null,6,C_Null
14188_225,1_null,6,C_Null
14188_315,1_null,6,C_Null
14188_45,1_null,6,C_Null
14190_135,present,3,A_Present
14190_135,1_null,3,C_Null
14190_225,present,3,A_Present
14190_225,1_null,3,C_Null
14190_315,present,3,A_Present
14190_315,1_null,3,C_Null
14190_45,multiple_present,1,A_Present
14190_45,present,2,A_Present
14190_45,1_null,3,C_Null
14391_135,1_null,6,C_Null
14391_225,1_null,6,C_Null
14391_315,1_null,6,C_Null
14391_45,1_null,6,C_Null
14455_135,1_null,6,C_Null
14455_225,1_null,6,C_Null
14455_315,1_null,6,C_Null
14455_45,1_null,6,C_Null
14540_135,multiple_present,1,A_Present
14540_135,present,2,A_Present
14540_135,1_null,3,C_Null
14540_225,multiple_present,1,A_Present
14540_225,present,2,A_Present
14540_225,1_null,3,C_Null
14540_315,present,1,A_Present
14540_315,1_null,5,C_Null
14540_45,present,2,A_Present
14540_45,1_null,4,C_Null
14541_135,present,3,A_Present
14541_135,1_null,3,C_Null
14541_225,present,3,A_Present
14541_225,1_null,3,C_Null
14541_315,present,2,A_Present
14541_315,1_null,4,C_Null
14541_45,1_null,6,C_Null
14619_135,present,1,A_Present
14619_135,1_null,5,C_Null
14619_225,present,2,A_Present
14619_225,1_null,4,C_Null
14619_315,1_null,6,C_Null
14619_45,present,4,A_Present
14619_45,1_null,2,C_Null
14627_135,1_null,6,C_Null
14627_225,present,2,A_Present
14627_225,1_null,4,C_Null
14627_315,present,2,A_Present
14627_315,1_null,4,C_Null
14627_45,1_null,6,C_Null
14670_135,present,2,A_Present
14670_135,1_null,4,C_Null
14670_225,present,2,A_Present
14670_225,1_null,4,C_Null
14670_315,present,2,A_Present
14670_315,1_null,4,C_Null
14670_45,present,1,A_Present
14670_45,1_null,5,C_Null
14739_135,present,2,A_Present
14739_135,1_null,4,C_Null
14739_225,multiple_present,2,A_Present
14739_225,present,1,A_Present
14739_225,1_null,3,C_Null
14739_315,present,4,A_Present
14739_315,1_null,2,C_Null
14739_45,present,2,A_Present
14739_45,1_null,4,C_Null
14748_135,1_null,6,C_Null
14748_225,1_null,6,C_Null
14748_315,1_null,6,C_Null
14748_45,1_null,6,C_Null
14836_135,1_null,6,C_Null
14836_225,1_null,6,C_Null
14836_315,1_null,6,C_Null
14836_45,1_null,6,C_Null
14902_135,1_null,6,C_Null
14902_225,1_null,6,C_Null
14902_315,1_null,6,C_Null
14902_45,1_null,6,C_Null
15188_135,1_null,6,C_Null
15188_225,present,2,A_Present
15188_225,1_null,4,C_Null
15188_315,present,2,A_Present
15188_315,1_null,4,C_Null
15188_45,1_null,6,C_Null
15216_135,present,2,A_Present
15216_135,1_null,4,C_Null
15216_225,1_null,6,C_Null
15216_315,1_null,6,C_Null
15216_45,multiple_present,1,A_Present
15216_45,present,2,A_Present
15216_45,1_null,3,C_Null
15245_135,present,1,A_Present
15245_135,1_null,5,C_Null
15245_225,present,2,A_Present
15245_225,1_null,4,C_Null
15245_315,1_null,6,C_Null
15245_45,present,2,A_Present
15245_45,1_null,4,C_Null
1525_135,1_null,6,C_Null
1525_225,1_null,6,C_Null
1525_315,present,2,A_Present
1525_315,1_null,4,C_Null
1525_45,present,2,A_Present
1525_45,1_null,4,C_Null
1532_135,1_null,6,C_Null
1532_225,1_null,6,C_Null
1532_315,present,2,A_Present
1532_315,1_null,4,C_Null
1532_45,1_null,6,C_Null
15829_135,multiple_present,2,A_Present
15829_135,1_null,4,C_Null
15829_225,present,1,A_Present
15829_225,1_null,5,C_Null
15829_315,present,2,A_Present
15829_315,1_null,4,C_Null
15829_45,present,1,A_Present
15829_45,1_null,5,C_Null
15858_135,1_null,6,C_Null
15858_225,1_null,6,C_Null
15858_315,present,4,A_Present
15858_315,1_null,2,C_Null
15858_45,present,2,A_Present
15858_45,1_null,4,C_Null
16078_135,1_null,6,C_Null
16078_225,1_null,6,C_Null
16078_315,present,4,A_Present
16078_315,1_null,2,C_Null
16078_45,present,3,A_Present
16078_45,1_null,3,C_Null
16125_135,1_null,6,C_Null
16125_225,present,1,A_Present
16125_225,1_null,5,C_Null
16125_315,present,4,A_Present
16125_315,1_null,2,C_Null
16125_45,only_missing,2,B_Missing
16125_45,1_null,4,C_Null
16127_135,present,3,A_Present
16127_135,1_null,3,C_Null
16127_225,1_null,6,C_Null
16127_315,1_null,6,C_Null
16127_45,1_null,6,C_Null
16175_135,present,2,A_Present
16175_135,1_null,4,C_Null
16175_225,present,2,A_Present
16175_225,1_null,4,C_Null
16175_315,present,2,A_Present
16175_315,1_null,4,C_Null
16175_45,present,2,A_Present
16175_45,1_null,4,C_Null
16177_135,present,1,A_Present
16177_135,1_null,5,C_Null
16177_225,present,2,A_Present
16177_225,1_null,4,C_Null
16177_315,1_null,6,C_Null
16177_45,1_null,6,C_Null
16180_135,present,2,A_Present
16180_135,1_null,4,C_Null
16180_225,present,2,A_Present
16180_225,1_null,4,C_Null
16180_315,1_null,6,C_Null
16180_45,1_null,6,C_Null
16188_135,present,1,A_Present
16188_135,1_null,5,C_Null
16188_225,present,2,A_Present
16188_225,1_null,4,C_Null
16188_315,present,1,A_Present
16188_315,1_null,5,C_Null
16188_45,present,2,A_Present
16188_45,1_null,4,C_Null
16215_135,present,2,A_Present
16215_135,1_null,4,C_Null
16215_225,present,2,A_Present
16215_225,1_null,4,C_Null
16215_315,present,2,A_Present
16215_315,1_null,4,C_Null
16215_45,present,3,A_Present
16215_45,1_null,3,C_Null
16218_135,present,3,A_Present
16218_135,1_null,3,C_Null
16218_225,1_null,6,C_Null
16218_315,1_null,6,C_Null
16218_45,present,2,A_Present
16218_45,1_null,4,C_Null
16254_135,present,2,A_Present
16254_135,1_null,4,C_Null
16254_225,present,3,A_Present
16254_225,1_null,3,C_Null
16254_315,present,1,A_Present
16254_315,1_null,5,C_Null
16254_45,1_null,6,C_Null
16258_135,only_missing,2,B_Missing
16258_135,1_null,4,C_Null
16258_225,present,1,A_Present
16258_225,1_null,5,C_Null
16258_315,1_null,6,C_Null
16258_45,present,1,A_Present
16258_45,1_null,5,C_Null
16275_135,present,2,A_Present
16275_135,1_null,4,C_Null
16275_225,present,2,A_Present
16275_225,1_null,4,C_Null
16275_315,multiple_present,1,A_Present
16275_315,present,1,A_Present
16275_315,1_null,4,C_Null
16275_45,present,1,A_Present
16275_45,1_null,5,C_Null
1636_135,present,2,A_Present
1636_135,1_null,4,C_Null
1636_225,present,1,A_Present
1636_225,only_missing,1,B_Missing
1636_225,1_null,4,C_Null
1636_315,present,1,A_Present
1636_315,1_null,5,C_Null
1636_45,present,2,A_Present
1636_45,1_null,4,C_Null
16376_135,present,2,A_Present
16376_135,1_null,4,C_Null
16376_225,present,2,A_Present
16376_225,1_null,4,C_Null
16376_315,present,2,A_Present
16376_315,1_null,4,C_Null
16376_45,present,1,A_Present
16376_45,1_null,5,C_Null
16377_135,present,2,A_Present
16377_135,1_null,4,C_Null
16377_225,present,2,A_Present
16377_225,1_null,4,C_Null
16377_315,present,2,A_Present
16377_315,1_null,4,C_Null
16377_45,present,2,A_Present
16377_45,1_null,4,C_Null
16614_135,1_null,6,C_Null
16614_225,present,1,A_Present
16614_225,1_null,5,C_Null
16614_315,1_null,6,C_Null
16614_45,present,1,A_Present
16614_45,1_null,5,C_Null
16628_135,1_null,6,C_Null
16628_225,1_null,6,C_Null
16628_315,1_null,6,C_Null
16628_45,1_null,6,C_Null
1663_135,present,2,A_Present
1663_135,only_missing,1,B_Missing
1663_135,1_null,3,C_Null
1663_225,present,2,A_Present
1663_225,1_null,4,C_Null
1663_315,present,2,A_Present
1663_315,only_missing,1,B_Missing
1663_315,1_null,3,C_Null
1663_45,present,2,A_Present
1663_45,1_null,4,C_Null
16672_135,1_null,6,C_Null
16672_225,present,2,A_Present
16672_225,1_null,4,C_Null
16672_315,1_null,6,C_Null
16672_45,present,1,A_Present
16672_45,1_null,5,C_Null
16679_135,present,2,A_Present
16679_135,1_null,4,C_Null
16679_225,present,1,A_Present
16679_225,1_null,5,C_Null
16679_315,present,2,A_Present
16679_315,1_null,4,C_Null
16679_45,present,2,A_Present
16679_45,1_null,4,C_Null
16695_135,1_null,6,C_Null
16695_225,1_null,6,C_Null
16695_315,1_null,6,C_Null
16695_45,1_null,6,C_Null
16703_135,present,2,A_Present
16703_135,1_null,4,C_Null
16703_225,1_null,6,C_Null
16703_315,1_null,6,C_Null
16703_45,present,2,A_Present
16703_45,1_null,4,C_Null
16706_135,present,1,A_Present
16706_135,1_null,5,C_Null
16706_225,present,2,A_Present
16706_225,1_null,4,C_Null
16706_315,present,1,A_Present
16706_315,1_null,5,C_Null
16706_45,present,1,A_Present
16706_45,1_null,5,C_Null
16743_135,present,2,A_Present
16743_135,1_null,4,C_Null
16743_225,present,2,A_Present
16743_225,1_null,4,C_Null
16743_315,1_null,6,C_Null
16743_45,present,3,A_Present
16743_45,1_null,3,C_Null
16746_135,1_null,6,C_Null
16746_225,present,1,A_Present
16746_225,1_null,5,C_Null
16746_315,present,2,A_Present
16746_315,1_null,4,C_Null
16746_45,1_null,6,C_Null
16759_135,1_null,6,C_Null
16759_225,1_null,6,C_Null
16759_315,1_null,6,C_Null
16759_45,1_null,6,C_Null
16824_135,present,2,A_Present
16824_135,1_null,4,C_Null
16824_225,present,1,A_Present
16824_225,1_null,5,C_Null
16824_315,present,2,A_Present
16824_315,1_null,4,C_Null
16824_45,present,2,A_Present
16824_45,1_null,4,C_Null
16826_135,1_null,6,C_Null
16826_225,1_null,6,C_Null
16826_315,1_null,6,C_Null
16826_45,present,2,A_Present
16826_45,1_null,4,C_Null
16829_135,1_null,6,C_Null
16829_225,present,1,A_Present
16829_225,1_null,5,C_Null
16829_315,present,1,A_Present
16829_315,1_null,5,C_Null
16829_45,present,1,A_Present
16829_45,1_null,5,C_Null
16833_135,multiple_present,2,A_Present
16833_135,1_null,4,C_Null
16833_225,multiple_present,1,A_Present
16833_225,present,2,A_Present
16833_225,1_null,3,C_Null
16833_315,multiple_present,1,A_Present
16833_315,present,1,A_Present
16833_315,1_null,4,C_Null
16833_45,multiple_present,1,A_Present
16833_45,present,1,A_Present
16833_45,1_null,4,C_Null
